"ID","BSMBS_1u","BSMBS_2u","BSMBS_3u","BSMBS_4u","BSMBS_5u","BSMBS_6u","BSMBS_7u","BSMBS_8u","BSMBS_9u","BSMBS_10u","BSMBS_11d","BSMBS_12d","BSMBS_13d","BSMBS_14d","BSMBS_15d","BSMBS_16d","BSMBS_17d","BSMBS_18d","BSMBS_19d","BSMBS_20d","SMBS_1","SMBS_2","SMBS_3","SMBS_4","SMBS_5","SMBS_6","SMBS_7","SMBS_8","SEIS_1","SEIS_2","SEIS_3","SEIS_4","SEIS_5","AC_1","Gender","Age","Nacionality","Marital_Status","Education","Occupation","Household_Income","Household_members_1","SSS","PoliticalOrientation"
117,1,3,3,6,3,2,6,2,4,4,6,3,4,6,4,6,2,4,5,6,7,1,6,4,2,3,6,4,1,5,7,1,7,5,2,47,1,3,6,5,2800,2,7,1
106,5,4,4,5,4,3,5,1,4,4,4,3,3,6,4,4,2,4,3,6,6,7,5,3,4,6,6,6,3,6,4,2,5,5,1,36,1,3,7,5,680,4,3,3
107,2,4,1,3,2,2,7,3,2,5,5,5,4,5,5,5,1,3,4,4,5,3,4,4,3,4,5,4,1,7,6,1,7,5,2,31,1,1,7,5,3500,1,7,2
93,7,7,7,1,4,7,7,7,4,7,1,3,1,2,5,2,2,1,2,4,3,5,6,5,5,5,3,6,1,6,6,1,7,5,1,36,1,2,6,5,3000,2,7,4
17,5,6,5,5,6,4,5,7,5,5,4,4,3,2,4,4,2,3,3,4,3,2,1,5,6,1,5,3,2,6,7,1,6,5,1,56,1,4,5,5,1200,4,4,2
2,4,3,4,4,4,4,4,4,4,4,4,4,5,4,3,3,3,3,5,4,3,4,4,5,5,5,3,5,4,7,6,7,7,5,2,58,1,3,6,5,38000,4,6,5
45,3,3,4,3,4,3,5,3,2,3,5,4,4,5,4,5,2,5,5,5,2,4,2,3,4,4,1,2,1,6,5,1,7,5,1,28,1,2,7,5,NA,NA,6,4
171,3,2,4,3,1,2,2,3,3,3,7,6,4,5,7,7,2,5,5,5,3,3,1,2,1,3,2,4,2,7,7,1,7,5,2,30,1,2,6,5,1900,1,5,2
123,5,6,3,3,5,5,7,4,7,4,2,2,2,2,2,2,1,1,2,4,2,5,2,5,5,6,2,3,1,6,6,1,7,5,1,26,1,2,6,1,3500,4,5,2
108,3,4,3,4,4,2,6,2,3,5,5,5,3,3,5,1,1,3,3,3,5,2,4,3,2,4,5,4,1,7,7,1,7,5,1,30,1,1,6,NA,2500,5,5,2
142,2,2,3,4,3,2,4,2,3,2,5,1,4,6,3,5,6,5,6,6,7,2,6,2,2,3,6,5,1,6,7,1,7,5,2,22,1,1,6,1,2000,3,4,2
162,3,5,3,3,5,2,5,1,3,3,5,3,7,5,5,5,6,5,3,6,7,3,4,2,2,3,7,6,1,6,7,7,7,5,2,42,1,2,7,5,6000,2,4,3
51,5,5,5,4,5,4,6,5,5,7,2,1,1,2,2,2,7,2,1,2,2,6,2,3,7,7,1,5,4,7,7,7,6,5,2,18,1,2,7,2,2000,4,5,3
41,4,4,7,3,4,4,4,4,4,3,3,7,4,4,4,4,3,3,4,6,3,4,3,3,5,1,3,4,4,7,6,1,6,5,1,40,1,3,7,5,3200,2,6,3
95,5,5,5,6,6,5,5,4,7,5,3,3,3,2,3,3,3,3,3,3,3,4,2,4,5,5,2,5,2,7,7,1,7,5,1,43,1,2,6,5,5500,2,8,NA
172,6,4,6,7,5,6,6,4,6,6,1,3,2,3,5,1,6,1,2,4,2,5,2,6,5,6,2,2,1,7,7,7,6,5,2,50,1,3,6,5,0,4,7,6
142,2,3,4,3,3,4,5,3,3,3,6,3,5,5,5,7,6,4,5,5,4,2,1,2,2,3,1,4,1,7,7,1,6,5,1,42,1,1,5,1,2500,3,6,3
36,7,5,6,6,6,7,7,7,7,7,2,4,1,1,4,1,6,1,2,1,1,5,1,7,5,4,2,1,1,6,6,1,7,5,2,40,1,2,7,5,3000,1,7,2
80,6,6,5,6,5,4,4,5,5,6,3,2,3,3,3,2,5,3,3,3,1,5,1,5,4,7,1,1,3,3,4,2,5,5,2,50,1,2,7,5,20000,3,7,3
108,2,2,2,3,3,2,7,2,3,3,6,4,5,5,5,4,1,5,4,6,5,1,4,2,2,3,5,5,2,7,7,1,7,5,1,26,1,1,7,2,NA,NA,4,2
149,5,6,4,4,7,4,6,4,5,4,2,4,2,3,4,2,2,2,4,4,3,1,3,3,1,5,4,6,1,7,7,1,7,5,1,38,1,3,7,5,2600,2,7,3
32,2,2,3,3,4,3,5,4,2,4,4,6,2,4,5,4,4,4,4,7,3,4,4,2,4,4,3,4,1,6,7,1,7,5,2,25,1,1,7,3,1200,1,7,3
96,5,4,4,6,5,6,5,3,3,6,4,3,3,4,3,3,1,4,3,4,4,2,3,1,1,1,4,4,2,6,7,1,7,5,1,33,1,1,7,5,2000,3,6,2
133,3,1,3,3,1,1,2,1,4,3,3,4,4,5,6,5,7,6,5,5,4,2,1,2,2,2,1,5,1,7,6,1,7,5,1,42,1,2,2,1,1600,2,4,2
27,2,4,1,2,4,2,5,1,4,5,5,3,5,4,4,2,3,4,3,3,3,1,1,2,1,5,4,2,1,7,7,1,7,5,1,22,1,2,4,3,1400,1,7,3
79,4,6,4,4,4,5,6,2,5,4,4,2,1,3,2,2,2,1,2,3,4,1,4,1,1,4,5,4,1,6,6,1,7,5,1,26,1,1,6,3,22000,1,7,4
97,5,5,5,5,5,5,6,6,7,6,3,1,4,2,3,3,5,1,1,2,3,3,3,7,2,4,3,4,2,7,6,1,7,5,2,37,1,3,6,5,3300,2,6,4
44,1,4,7,2,3,2,5,2,2,4,5,4,6,6,3,5,3,5,3,6,4,1,1,1,2,3,4,5,1,7,7,1,7,5,1,23,1,1,4,2,NA,NA,3,1
121,4,5,4,4,5,4,5,4,5,4,3,2,3,3,3,3,2,3,3,3,3,1,3,3,1,2,5,3,1,7,7,1,7,5,1,41,1,3,7,5,8000,3,4,2
93,7,7,7,3,7,6,7,4,5,4,1,1,1,2,1,2,1,2,1,2,2,6,2,5,4,6,2,2,2,5,1,1,7,5,1,60,1,3,7,5,6000,4,8,2
28,4,4,5,3,4,4,1,3,4,3,4,4,4,4,4,4,2,4,4,5,3,4,4,2,4,4,3,4,2,7,7,1,7,5,2,44,1,3,7,5,2500,2,5,6
42,6,5,6,5,6,5,6,5,5,6,6,2,2,3,2,1,3,2,2,2,2,5,2,5,4,5,2,2,1,4,2,1,7,5,2,25,1,2,5,3,2200,2,6,2
141,5,7,6,6,5,6,6,5,6,5,1,1,1,2,2,2,2,1,3,4,2,6,1,5,7,7,1,2,2,2,6,1,7,5,1,60,1,3,6,5,4000,4,8,6
85,1,3,1,1,5,4,5,1,2,3,2,4,1,4,4,3,1,7,3,3,2,4,2,2,5,5,2,1,2,7,7,1,7,5,1,63,1,2,7,5,2000,2,7,2
19,5,5,5,4,4,3,4,4,4,4,4,5,5,6,5,4,3,4,5,6,3,4,1,5,6,6,3,1,7,3,3,4,2,5,2,59,1,3,6,5,NA,2,6,4
10,4,3,5,4,3,1,1,6,3,4,5,4,5,5,3,5,6,4,5,4,6,3,5,4,2,4,6,7,1,7,6,1,7,5,3,54,1,3,6,5,4000,3,4,2
164,3,5,3,5,3,2,7,3,5,1,4,5,1,6,5,2,1,4,3,7,3,2,6,3,2,2,4,3,1,7,7,1,7,5,1,29,1,2,5,5,3000,2,6,2
153,6,6,5,5,5,5,6,2,5,4,6,2,5,4,4,4,3,4,3,5,3,6,3,6,4,5,1,4,1,7,7,1,6,5,2,43,1,2,2,6,1200,1,6,3
150,7,5,6,7,6,6,6,5,7,6,1,1,1,1,1,1,1,1,1,1,1,6,1,7,4,6,2,1,4,7,5,7,5,5,2,43,1,3,7,5,3300,4,7,4
162,3,5,4,2,3,3,6,2,6,7,6,2,2,2,4,2,2,2,1,2,1,7,2,6,7,7,2,1,1,6,6,1,7,5,2,25,1,2,6,1,0,2,7,2
16,5,7,7,7,1,7,7,7,7,7,2,3,1,2,4,1,3,1,2,2,3,3,6,7,6,5,1,3,1,6,6,1,5,5,2,49,1,2,6,5,2600,2,6,6
35,3,3,3,3,4,3,5,4,4,5,5,4,5,6,5,3,4,4,5,6,6,4,5,4,5,5,2,2,4,7,7,1,7,5,1,36,1,1,6,5,1800,1,1,3
96,2,3,1,2,2,3,6,2,2,2,5,3,3,3,3,3,1,3,4,4,7,1,5,1,1,2,5,7,1,7,7,1,7,5,2,59,1,3,7,5,42000,3,5,2
82,3,4,3,3,3,3,6,4,3,3,5,4,3,5,5,6,1,4,6,5,5,2,5,3,2,4,5,6,1,7,7,1,7,5,1,65,1,3,7,5,2000,2,7,2
91,5,5,3,4,5,3,7,4,3,5,3,1,3,3,3,3,1,3,3,3,6,3,5,4,5,1,2,6,1,7,7,1,7,5,1,25,1,2,7,1,5500,4,6,4
56,4,4,5,5,6,6,5,6,4,3,3,2,4,4,2,2,3,3,3,4,2,6,3,6,5,4,1,3,4,4,5,3,6,5,2,47,1,3,7,5,3000,2,7,4
79,6,7,7,7,4,7,7,7,7,7,1,1,1,1,1,1,2,1,2,4,1,4,1,4,3,7,1,1,2,2,1,2,6,5,1,51,1,2,6,5,3000,3,7,6
93,7,7,5,4,5,5,7,2,4,4,1,3,1,7,7,3,1,4,4,3,6,3,1,3,2,4,7,6,2,7,7,1,7,5,1,33,1,1,7,5,1800,2,4,2
170,3,5,4,3,4,4,7,4,4,2,5,5,2,6,4,3,2,7,5,6,3,5,5,4,4,4,4,5,1,7,7,1,7,5,2,40,1,1,7,5,1800,2,6,2
101,3,3,4,4,4,3,5,3,3,4,5,4,5,3,4,4,2,3,5,4,3,5,3,4,4,3,3,3,1,5,3,1,7,4,2,67,1,3,6,6,4000,1,7,2
72,5,7,7,7,4,7,6,7,7,7,2,1,1,1,2,1,7,1,1,2,3,5,3,5,5,5,3,2,1,6,6,1,7,5,2,43,1,3,7,5,2e+05,4,9,3
39,4,4,2,5,2,3,3,4,4,4,2,7,1,2,4,1,4,3,1,4,4,3,4,3,2,2,3,3,3,6,5,1,5,5,1,29,1,2,5,5,3000,2,5,NA
150,6,5,5,6,4,4,7,2,5,7,6,6,4,5,5,4,1,4,4,5,6,6,5,5,3,2,1,5,1,7,7,1,7,5,2,40,1,1,6,5,2100,1,6,4
96,1,3,1,1,5,5,6,1,4,3,6,3,6,6,4,3,1,5,4,4,6,1,4,1,1,2,7,5,1,7,7,1,6,5,1,46,1,3,6,5,2500,3,6,1
137,1,2,3,6,1,1,7,4,3,3,3,4,5,7,5,5,1,5,5,6,7,3,4,5,1,4,3,6,1,6,6,1,7,5,2,43,1,3,6,5,NA,NA,4,3
72,3,4,4,4,2,2,7,4,4,4,6,6,4,4,6,4,1,1,4,6,3,4,1,4,3,1,2,3,NA,6,6,1,7,5,2,28,1,1,7,1,1000,4,7,2
170,5,6,7,7,4,7,7,7,7,7,2,3,2,1,2,1,1,2,2,2,2,6,1,6,6,7,2,1,1,6,6,1,7,5,2,52,1,3,6,5,30000,2,6,NA
88,2,6,2,2,2,1,4,1,4,5,5,3,7,5,5,4,3,4,5,6,5,1,2,1,4,1,5,6,1,7,7,1,7,5,1,41,1,3,7,1,35000,3,5,3
40,4,4,4,5,4,4,6,5,4,5,4,6,3,5,3,4,4,3,3,7,2,3,5,4,1,4,3,3,2,7,7,1,7,5,1,28,1,1,5,5,800,1,4,2
99,2,3,4,4,4,2,5,3,3,5,5,3,5,5,4,4,1,1,2,4,4,3,3,3,2,5,3,5,1,7,6,1,7,5,1,59,1,3,7,5,2000,3,7,3
132,2,5,4,2,3,4,2,4,3,2,6,3,4,4,6,3,4,4,4,6,4,4,6,4,4,4,3,6,1,7,7,1,7,5,1,37,1,1,7,5,NA,NA,5,2
116,1,2,1,1,1,1,3,1,1,1,5,7,6,4,7,2,4,4,5,7,7,1,4,1,1,1,5,7,2,6,7,1,7,5,1,30,1,1,6,5,3500,3,6,1
46,2,4,4,4,4,4,5,5,6,5,3,4,1,2,4,2,1,4,4,6,1,7,1,7,6,4,1,1,6,6,6,1,7,5,2,48,1,2,4,5,30000,4,7,4
6,3,2,3,3,1,4,1,4,1,3,4,4,4,3,4,4,3,4,4,6,6,3,5,4,1,2,6,5,2,6,3,1,7,5,2,59,1,3,6,5,2800,2,5,3
18,4,4,5,5,4,4,5,4,7,3,4,2,4,6,3,4,3,3,3,6,3,3,1,7,5,4,2,4,4,5,2,4,2,5,2,24,1,2,5,4,1000,1,4,4
134,3,5,4,3,3,1,7,1,2,1,4,2,4,3,2,3,1,4,2,3,4,1,7,1,1,1,6,7,1,7,7,1,7,5,1,18,1,1,7,3,6000,1,4,2
85,2,1,1,3,2,3,1,3,2,2,3,1,4,3,3,3,7,4,3,3,2,7,3,6,4,6,1,2,1,6,6,1,7,5,1,50,1,2,7,5,90000,3,8,2
85,1,3,4,2,3,2,5,2,2,4,5,3,4,6,3,6,2,4,7,6,3,1,3,2,2,5,4,4,1,7,7,1,7,5,2,47,1,3,7,5,4000,2,7,1
21,7,5,6,6,5,6,6,5,6,7,1,1,1,4,7,2,1,1,4,3,1,7,2,7,4,5,1,5,1,6,7,1,7,5,2,59,1,3,4,5,4500,5,8,5
116,2,5,3,3,4,3,2,3,4,4,5,4,6,5,3,3,6,3,5,5,7,1,2,1,4,4,6,5,1,5,5,1,7,5,1,52,1,3,7,5,NA,2,3,2
89,1,6,2,3,3,6,7,1,5,3,5,4,3,3,4,4,1,4,4,4,4,2,4,2,2,1,7,5,1,7,7,1,7,5,1,52,1,3,7,5,2500,3,6,1
8,3,4,3,3,4,4,5,3,2,3,6,6,5,6,5,5,3,4,6,6,3,2,1,5,7,3,3,2,2,6,2,1,7,5,2,59,1,3,6,5,7500,2,9,2
56,3,3,3,4,3,2,6,3,5,4,2,2,1,1,4,4,4,1,4,4,4,2,3,6,5,5,2,4,4,5,5,4,6,5,2,60,1,3,6,6,4000,4,5,5
30,5,5,3,5,4,3,4,4,5,4,3,3,2,3,3,4,3,2,2,3,5,7,4,3,3,6,5,5,1,7,7,1,7,5,3,48,1,3,6,5,40000,3,7,NA
93,5,4,1,5,6,3,6,1,2,4,5,5,2,3,5,3,2,2,1,4,1,6,7,7,2,5,3,1,1,5,7,2,6,5,2,47,1,3,7,5,3000,4,7,3
22,7,7,5,5,5,5,7,4,5,5,2,2,1,1,1,3,3,1,1,3,2,4,2,5,6,6,2,3,2,1,6,1,6,5,2,52,1,2,6,5,2e+05,2,8,4
90,3,3,2,3,2,2,4,3,3,2,5,6,4,5,5,5,3,4,5,7,6,1,6,5,2,3,1,5,1,7,7,1,7,5,2,30,1,1,6,5,NA,NA,3,2
92,5,5,5,5,5,3,6,4,5,5,2,1,2,3,2,3,2,2,2,2,1,6,1,5,6,6,2,1,1,6,6,1,7,5,1,50,1,2,6,5,60000,2,9,2
166,4,6,4,3,5,5,7,1,5,3,3,4,3,5,4,5,2,6,3,5,5,2,5,2,2,4,5,5,1,7,7,1,7,5,1,52,1,3,5,5,56000,4,7,2
128,5,5,4,4,2,7,7,7,6,7,2,1,2,2,2,2,7,2,1,4,3,1,3,7,5,3,1,3,1,6,5,2,6,4,2,27,1,2,6,5,NA,NA,5,4
100,5,4,4,5,3,4,5,2,4,2,4,4,4,3,3,3,3,3,3,3,6,1,6,1,1,2,6,7,1,7,7,1,7,5,1,25,1,1,6,2,10000,2,6,2
121,4,6,5,5,4,4,6,4,6,4,3,1,1,4,2,2,2,4,1,4,1,3,1,4,2,1,1,1,1,1,7,1,7,5,1,50,1,3,6,5,120000,4,9,2
7,4,5,2,4,5,3,7,4,5,4,1,4,4,4,5,2,2,4,3,4,3,3,2,5,3,4,4,6,3,5,3,1,4,5,1,59,1,3,6,1,38000,4,7,3
57,3,3,3,3,3,2,6,2,2,4,2,4,1,2,3,1,2,3,2,1,4,1,5,3,3,4,4,6,3,4,6,1,6,5,2,45,1,3,7,5,1500,4,6,NA
109,1,5,1,1,2,3,6,1,3,5,5,3,2,3,3,3,2,2,2,2,6,2,2,3,1,2,2,4,1,2,5,1,7,5,1,46,1,3,6,5,1500,2,1,2
43,2,4,4,3,5,4,1,3,4,3,2,2,2,5,3,4,7,4,4,3,3,1,6,2,2,2,2,6,1,7,6,1,7,5,1,58,1,3,4,5,1200,4,5,3
27,4,3,5,2,3,2,5,2,1,5,4,4,3,2,4,1,3,3,4,4,1,4,4,3,6,5,2,1,2,7,6,1,7,5,2,33,1,2,7,5,0,2,6,6
154,6,5,5,4,4,1,5,4,5,3,3,1,4,5,2,3,1,3,2,4,4,4,5,2,2,3,4,2,1,7,7,1,7,5,2,50,1,3,5,5,6000,4,7,2
88,2,6,2,2,2,1,4,4,5,1,1,1,2,4,2,4,3,4,2,4,1,4,2,3,2,1,2,1,1,6,6,1,7,5,1,47,1,2,7,1,4500,4,6,2
48,1,5,4,6,4,3,5,4,5,5,3,2,2,2,2,3,2,3,2,3,2,5,2,6,4,5,2,2,3,2,6,2,7,5,1,58,1,1,7,5,3000,3,8,2
25,4,4,4,4,5,5,6,4,4,4,4,3,4,5,4,4,4,4,4,4,3,4,3,4,5,5,3,4,4,3,3,6,1,5,1,38,1,1,4,5,1400,2,6,4
115,1,5,2,4,4,1,6,4,4,2,6,4,5,6,4,3,2,3,4,6,5,2,6,4,2,3,4,6,2,6,6,1,7,5,1,67,1,3,7,6,2500,2,6,1
96,6,5,2,4,4,3,5,2,3,5,6,1,5,5,3,4,2,3,3,5,6,2,2,3,1,3,5,5,1,7,7,1,7,5,2,33,1,2,6,5,3500,2,7,2
155,7,7,5,5,5,5,7,2,6,5,1,4,1,7,7,3,1,1,4,1,1,7,1,7,7,5,1,1,6,1,3,1,5,5,2,49,1,3,6,5,0,4,7,4
151,6,6,7,7,4,7,6,7,7,7,2,3,2,2,5,2,7,2,2,2,2,5,1,6,6,5,1,2,2,4,6,1,7,5,1,58,1,3,5,1,5000,4,8,2
171,4,5,4,5,4,2,5,4,5,5,4,1,3,1,2,3,6,3,2,7,6,5,1,5,4,5,5,5,7,1,3,3,2,5,1,60,1,2,6,5,6000,4,7,4
12,2,1,1,1,1,1,7,1,2,2,3,4,4,4,3,4,4,7,3,4,2,1,2,5,5,6,1,3,7,5,3,5,1,5,1,24,1,2,2,2,1500,4,3,3
145,3,3,5,5,6,3,7,4,6,7,4,5,2,3,4,2,7,4,3,6,1,6,3,6,6,7,3,1,1,7,7,1,7,5,1,49,1,3,6,5,1500,3,6,2
47,3,4,4,3,4,3,6,4,4,3,3,3,4,3,2,4,6,5,1,7,3,2,3,5,7,4,2,1,2,6,6,1,7,5,1,35,1,2,7,5,1500,1,7,2
139,3,3,6,4,4,3,7,4,7,5,3,4,3,1,4,4,1,2,2,4,1,4,1,6,4,6,1,1,4,5,5,1,6,5,2,52,1,3,6,5,7500,4,8,4
84,1,1,1,1,1,1,7,2,1,1,6,7,5,6,5,5,1,6,7,6,7,1,5,1,1,2,5,7,1,7,7,1,7,5,1,36,1,2,7,5,1900,2,4,1
128,4,4,2,3,3,2,5,4,2,4,3,2,4,4,2,3,3,3,2,4,3,4,3,3,2,2,3,4,1,7,6,1,7,5,1,32,1,1,7,5,3000,1,6,2
23,5,7,7,1,4,2,5,5,5,4,1,1,1,5,1,2,4,4,2,4,6,5,5,3,5,7,6,5,2,7,7,1,7,5,2,48,1,3,7,5,NA,NA,3,3
44,6,5,5,5,5,5,7,4,5,5,3,3,2,4,5,4,1,2,2,3,3,3,3,5,4,3,3,2,1,5,5,1,5,5,1,45,1,3,7,5,3500,5,6,3
91,4,5,5,5,5,5,7,5,6,4,2,1,2,2,3,3,1,2,2,2,1,5,1,5,4,6,2,1,2,7,7,1,7,5,1,50,1,3,7,5,1300,4,7,3
6,6,5,4,4,5,6,7,4,6,6,2,1,3,1,7,4,1,4,4,4,2,4,2,5,6,4,2,3,1,7,3,1,6,5,2,59,1,3,5,5,6000,4,8,3
114,3,5,4,3,4,3,2,3,4,4,4,3,4,3,5,2,4,2,2,5,2,3,3,5,2,3,3,2,1,6,6,1,7,5,1,22,1,2,7,2,800,4,6,3
92,5,6,3,5,4,3,6,3,5,5,4,3,4,1,2,4,2,1,3,2,3,1,3,3,2,5,1,4,1,2,5,1,7,5,2,51,1,3,7,5,38000,4,7,6
123,4,3,1,2,2,3,6,3,3,3,3,6,4,4,6,4,2,4,1,6,5,5,4,6,5,5,1,4,1,7,7,1,7,5,2,45,1,3,7,5,2000,2,6,4
68,3,4,2,4,3,2,5,3,3,3,4,2,3,3,5,4,2,4,5,4,7,2,4,4,2,4,6,6,1,5,7,1,7,5,2,25,1,1,6,3,2600,1,5,2
136,2,5,2,2,2,3,2,4,2,2,5,4,5,5,5,5,4,4,4,5,6,2,5,2,2,2,6,5,1,7,7,1,7,5,1,53,1,3,7,5,42000,2,4,2
12,1,2,3,4,1,1,7,4,4,4,6,6,3,6,7,2,2,5,4,6,6,4,1,3,6,4,5,7,2,5,2,1,7,5,2,24,NA,2,4,1,3500,3,5,1
152,4,7,6,7,6,6,7,2,6,4,2,1,1,1,2,1,1,3,1,3,1,3,1,4,2,1,1,1,1,7,7,1,7,5,1,43,1,3,6,5,1800,4,6,2
87,3,5,4,3,2,3,4,4,2,2,5,6,4,4,4,4,3,4,3,6,3,1,2,3,2,4,1,5,1,7,7,1,7,5,1,52,1,1,7,NA,1800,4,7,NA
88,2,3,1,1,2,2,6,1,1,1,4,4,4,3,4,2,1,4,4,4,6,1,4,1,1,2,5,7,2,7,7,1,7,5,1,49,1,3,5,5,2500,3,6,2
125,5,5,3,5,4,4,6,3,6,4,2,2,4,3,2,2,3,1,3,4,5,3,6,3,4,3,5,4,1,5,4,1,7,5,1,18,1,2,7,5,1000,1,5,4
73,6,7,6,5,6,6,7,4,6,5,2,1,1,4,2,2,1,1,1,2,2,6,2,5,4,6,2,7,3,4,4,3,6,5,1,28,1,2,6,5,500,1,5,4
123,4,4,3,3,2,2,6,1,1,3,4,4,2,3,4,4,2,2,2,3,6,2,5,3,2,2,5,6,2,7,7,1,7,5,1,49,1,3,7,5,20000,5,5,2
120,2,1,2,2,1,1,7,2,1,2,5,6,4,5,7,5,1,4,6,6,5,1,4,1,1,2,6,7,1,7,7,1,7,5,1,26,1,1,6,2,0,2,5,2
112,3,4,3,3,4,3,4,3,5,4,6,5,5,5,4,3,3,4,5,6,5,2,2,5,5,5,3,6,1,6,7,1,7,5,1,31,1,2,6,5,2000,4,7,2
149,5,6,5,4,7,5,6,5,5,5,1,1,2,2,1,2,2,1,2,2,2,5,2,5,5,4,2,3,2,5,4,1,7,5,1,43,1,3,7,5,5000,4,9,4
112,2,3,2,2,2,1,5,1,3,5,7,3,5,6,5,4,1,4,4,6,5,1,3,1,1,2,5,7,1,7,7,1,7,5,1,52,1,3,4,NA,30000,4,5,2
58,2,4,4,3,3,3,4,4,5,2,4,2,1,3,3,4,3,2,1,2,3,1,3,4,2,4,4,6,2,7,6,2,7,5,1,42,1,3,7,5,2500,3,6,2
37,5,6,5,5,5,5,5,5,5,4,2,1,2,2,4,1,2,6,4,6,2,5,2,5,6,5,4,3,1,7,7,1,6,5,1,33,1,2,5,6,3500,2,8,2
141,5,5,5,6,4,4,5,5,5,7,2,2,1,2,4,3,2,1,2,4,3,3,6,3,1,3,5,5,NA,6,6,1,7,5,1,37,1,3,7,5,1100,2,5,NA
164,3,3,2,3,3,2,6,1,3,5,4,5,4,2,5,4,2,2,1,5,7,4,1,2,4,5,5,7,1,7,7,1,7,1,1,39,1,2,6,5,1000,1,3,2
69,5,6,2,5,4,1,4,3,4,2,4,4,5,5,4,4,3,3,4,4,2,3,3,2,2,5,3,3,1,6,6,1,7,5,1,30,1,1,7,5,22000,1,7,2
107,5,5,5,5,4,5,6,5,5,5,2,3,2,2,3,2,2,2,4,3,2,5,2,3,3,4,2,3,1,7,7,1,7,5,1,38,1,3,6,5,1000,3,4,3
119,1,3,7,6,5,6,7,3,4,3,6,4,3,6,3,3,1,4,4,6,2,1,5,5,3,4,6,6,1,7,7,1,7,5,2,43,1,3,7,5,500,4,6,2
81,3,4,4,4,3,3,4,4,5,4,4,2,1,4,5,2,3,7,3,4,3,1,6,3,2,1,2,4,1,7,7,1,7,5,1,64,1,3,6,1,30000,2,4,3
64,2,7,2,3,2,3,6,3,6,5,7,3,2,4,6,4,1,2,4,6,4,1,2,3,3,1,5,5,1,7,7,1,7,5,1,42,1,3,6,5,4000,2,5,2
35,1,1,1,1,1,2,5,1,2,5,6,5,4,7,6,6,3,5,7,5,5,1,2,4,1,2,2,2,3,7,7,1,7,5,2,33,NA,2,4,1,2500,3,6,2
6,4,6,4,4,5,5,5,4,4,4,1,3,3,3,4,4,2,3,3,3,3,4,3,4,6,7,5,3,5,3,3,4,1,5,2,59,1,3,6,5,4000,4,6,4
103,5,5,3,5,2,3,6,4,5,4,6,3,2,5,5,2,1,7,5,6,6,1,1,5,1,4,2,6,2,1,5,2,7,5,1,37,1,1,7,5,1500,1,3,1
