"","ID","BSMBS_4u_I1","BSMBS_8u_I2","BSMBS_9u_I3","BSMBS_10u_I4","BSMBS_11d_I5","BSMBS_13d_I6","BSMBS_14d_I7","BSMBS_18d_I8","MBS_1","MBS_2","MBS_3","MBS_4","MBS_5","MBS_6","AC_1","ESJS_1","ESJS_2","ESJS_3","ESJS_4","ESJS_5","ESJS_6","ESJS_7","SAS_1","SAS_2","SAS_3","SAS_4","SAS_5","AC_2","Gender","Age","Nacionality","Marital_Status","Education","Occupation","PoliticalOrientation","SSS","Household_Income","Household_members_1"
"39",309,5,5,6,6,4,5,3,2,4,4,5,5,6,7,5,4,1,4,3,6,6,5,6,7,7,7,4,5,2,20,1,2,5,2,6,7,2500,3
"40",100,2,4,4,5,2,2,2,2,6,6,6,6,6,6,5,6,5,1,4,6,2,7,3,6,4,4,2,5,2,59,1,3,6,5,3,7,3500,3
"41",320,5,6,6,5,5,2,3,2,5,3,4,1,5,4,5,3,1,4,3,4,1,7,4,7,4,6,4,5,2,50,1,3,4,5,2,7,20000,2
"42",297,5,4,5,5,2,2,2,2,4,2,3,2,2,2,5,4,1,4,2,5,1,5,3,3,4,3,3,5,2,59,1,4,7,5,2,6,2700,2
"43",92,5,4,4,5,3,3,3,3,3,3,3,7,3,2,5,2,1,3,1,4,1,3,2,7,6,2,2,5,2,18,1,1,4,2,2,6,16000,5
"44",362,6,5,5,5,2,2,2,2,6,6,5,5,6,5,5,7,5,3,6,7,3,6,4,6,5,7,4,5,1,22,1,2,6,2,4,7,5500,5
"45",210,4,4,3,3,5,4,4,4,2,2,3,3,3,2,5,2,1,4,2,2,1,4,3,7,4,5,4,5,2,18,1,1,6,2,4,7,2000,4
"46",186,4,5,5,5,3,2,2,2,6,6,5,2,5,5,5,6,5,1,4,7,1,6,4,7,4,4,5,5,1,20,1,1,4,2,3,7,2200,3
"47",56,4,2,4,4,2,1,1,1,1,3,2,3,3,1,5,1,1,6,1,3,1,6,1,4,1,1,1,5,2,47,1,2,7,5,2,7,4200,2
"48",61,2,2,3,2,2,2,4,1,1,1,1,1,1,1,5,1,1,1,2,1,1,2,6,5,5,3,3,5,2,28,1,2,7,5,1,2,1500,1
"49",381,3,4,3,3,4,3,5,3,5,5,2,2,5,3,5,3,3,4,2,5,3,5,3,7,5,6,7,5,2,23,1,2,5,2,2,7,5500,5
"50",91,3,4,4,5,4,4,4,5,4,6,6,6,5,7,5,5,4,5,5,6,7,7,7,7,7,7,7,5,2,27,1,2,5,2,5,5,20000,4
"51",93,4,4,4,5,3,3,2,1,5,5,4,4,4,6,5,5,1,4,5,5,3,5,3,5,4,5,3,5,2,22,1,1,6,2,2,6,1300,4
"52",343,4,4,5,5,1,2,5,2,2,2,1,1,2,2,5,2,1,1,4,2,1,2,1,7,7,7,5,5,1,26,1,1,7,3,2,6,40000,3
"53",352,6,5,5,5,2,2,3,3,2,3,3,5,6,5,5,3,2,4,3,6,1,7,3,6,5,5,2,5,2,18,1,2,4,2,4,5,1300,3
"54",373,4,4,4,5,4,3,4,4,2,2,1,2,2,2,5,2,1,1,1,3,1,4,2,6,3,6,4,5,2,23,1,1,6,2,2,6,4000,4
"55",257,4,4,4,4,4,4,4,4,4,4,5,4,4,3,5,4,1,5,2,4,1,5,5,6,6,5,6,5,2,21,1,2,4,2,3,6,1500,4
"56",252,2,3,3,4,4,4,4,4,2,1,1,1,1,2,5,2,1,1,1,1,2,4,5,7,6,5,5,5,2,20,1,2,4,2,1,4,1600,4
"57",170,3,4,4,4,6,2,6,4,2,2,2,6,2,6,5,4,2,1,2,2,5,6,6,2,4,6,4,5,1,61,1,3,6,5,5,7,36400,4
"58",80,2,2,2,2,4,2,2,5,5,5,3,4,3,3,5,5,2,5,3,4,2,7,6,6,6,6,3,5,1,46,1,2,7,5,2,5,2000,2
"59",42,3,2,2,2,5,2,2,2,1,1,1,1,2,1,5,2,1,1,2,1,1,5,3,6,3,1,1,5,2,31,1,1,6,1,2,6,2500,2
"60",388,5,5,4,5,3,3,3,3,1,1,1,1,1,1,5,1,1,1,1,1,1,1,1,6,1,1,1,5,2,19,1,2,4,2,2,8,NA,5
"61",308,6,6,5,6,6,6,5,5,5,6,6,6,5,5,5,6,6,6,5,5,6,6,6,5,5,5,6,5,1,24,1,1,6,5,5,8,7000,4
"62",113,5,3,5,5,6,2,3,3,5,6,3,3,5,5,5,6,2,6,5,5,1,6,6,6,6,6,6,5,2,26,1,2,6,5,2,7,4500,3
"63",91,3,4,4,5,4,4,4,5,4,6,6,6,5,7,5,5,4,5,5,6,7,7,7,7,7,7,7,5,2,27,1,2,5,2,5,5,20000,4
"64",310,5,4,5,4,4,3,4,4,5,6,6,4,7,7,5,7,6,4,5,7,7,7,1,6,7,7,7,5,1,27,1,1,6,5,6,6,2900,2
"65",175,6,4,4,4,4,4,5,4,2,1,1,1,2,1,5,2,2,1,1,2,1,3,2,4,4,5,1,5,2,37,1,2,5,5,2,5,3300,3
"66",408,7,5,5,6,1,1,3,2,3,5,6,2,6,6,5,5,6,4,5,5,1,6,7,7,7,7,7,5,1,19,1,2,4,2,4,8,12000,4
"67",400,5,5,5,2,4,1,1,2,4,4,5,5,5,4,5,3,1,1,6,6,1,7,1,1,1,3,1,5,2,46,1,3,7,5,3,6,5000,2
"68",125,3,3,3,3,4,3,2,3,2,2,1,4,2,2,5,2,2,2,5,2,2,5,6,6,6,6,6,5,2,27,1,1,7,5,4,4,1200,1
"69",45,4,4,4,5,2,2,2,2,1,1,5,1,4,5,5,4,1,1,1,1,1,5,6,7,7,7,7,5,1,28,1,1,5,4,3,6,2500,3
"70",335,4,4,4,5,2,3,3,1,5,5,6,4,5,5,5,5,1,1,1,5,2,7,5,4,1,7,1,5,1,58,1,3,5,5,5,6,39000,3
"71",27,2,1,2,2,4,4,2,2,1,1,1,1,1,1,5,1,3,1,2,1,1,4,1,1,1,3,1,5,2,51,1,4,4,1,1,4,0,1
"72",349,5,5,5,5,3,3,3,3,4,3,2,2,5,6,5,3,2,6,2,5,4,7,2,7,2,6,2,5,2,20,1,1,4,2,3,7,3000,4
"73",122,5,4,5,5,3,3,3,2,5,5,3,3,5,3,5,5,2,1,4,5,2,5,3,7,3,3,3,5,2,18,1,1,4,2,2,8,NA,2
"74",216,5,2,5,5,2,2,2,2,6,5,5,5,5,6,5,5,5,5,6,6,5,6,2,3,3,6,2,5,1,42,1,1,7,1,6,7,1200,1
"75",94,4,3,4,2,4,4,3,4,2,2,2,2,2,2,5,2,2,2,2,2,2,3,4,5,4,4,3,5,2,18,1,1,4,2,2,6,1800,4
"76",316,3,3,3,4,5,5,4,5,4,4,3,4,3,3,5,4,2,4,5,4,2,6,5,6,4,5,5,5,2,19,1,1,4,2,3,4,4000,4
"77",58,3,2,4,5,2,3,3,2,2,1,1,1,1,1,5,2,1,1,1,1,1,5,3,6,3,3,2,5,1,23,1,2,7,5,3,5,1050,2
"78",385,4,4,6,4,6,4,3,4,5,6,5,4,5,5,5,6,3,6,1,6,2,7,6,7,5,7,5,5,2,20,1,1,6,2,4,5,0,4
"79",285,3,3,3,3,6,6,5,5,6,5,5,4,6,6,5,6,4,2,2,5,4,7,4,4,3,3,2,5,1,46,1,2,6,5,4,7,2200,2
"80",89,3,3,5,4,3,4,2,3,5,3,5,3,3,5,5,5,1,1,2,5,1,3,7,7,6,7,7,5,2,24,1,2,6,5,2,4,1500,6
"81",410,1,1,3,1,6,4,5,3,3,2,4,4,3,3,5,4,4,1,4,3,5,6,4,7,4,6,4,5,1,29,1,1,7,3,4,6,4000,3
"82",274,3,2,4,6,6,4,4,4,3,1,2,1,3,1,5,2,1,2,3,2,1,5,2,6,5,5,6,5,2,26,1,2,7,5,2,6,1100,2
"83",373,4,4,4,5,4,3,4,4,2,2,1,2,2,2,5,2,1,1,1,3,1,4,2,6,3,6,4,5,2,23,1,1,6,2,2,6,4000,4
"84",224,2,1,3,6,6,5,5,4,1,1,1,1,1,1,5,1,1,1,1,1,1,3,3,7,6,6,7,5,1,31,1,1,6,3,2,5,5000,4
"85",147,4,6,4,4,2,3,2,4,1,4,1,4,1,1,4,1,1,4,1,1,1,7,4,7,7,7,7,4,2,53,1,3,6,1,4,5,2700,4
"86",289,5,4,5,4,2,2,2,2,6,5,6,6,7,6,5,5,6,4,5,7,6,6,3,3,5,5,2,5,1,22,1,1,6,3,5,6,4500,4
"87",283,5,5,4,5,4,4,4,3,3,2,3,2,3,4,5,2,1,1,2,2,1,4,4,6,5,5,6,5,1,19,1,2,4,2,2,6,1000,3
"88",92,5,4,4,5,3,3,3,3,3,3,3,7,3,2,5,2,1,3,1,4,1,3,2,7,6,2,2,5,2,18,1,1,4,2,2,6,16000,5
"89",287,5,5,6,5,4,2,2,2,5,5,3,3,4,5,5,4,2,1,5,5,1,6,2,5,2,4,2,5,1,57,1,3,5,5,3,7,4000,2
"90",204,2,4,4,1,7,6,5,6,2,1,2,5,2,4,5,1,2,7,4,4,1,7,4,7,7,7,7,5,3,25,1,2,4,5,2,3,1000,5
"91",351,6,4,4,5,3,4,4,4,5,5,5,5,5,5,5,5,3,3,5,4,2,5,3,6,3,2,1,5,1,57,1,3,4,6,2,5,NA,4
"92",6,1,1,4,2,5,4,5,5,1,1,1,1,1,1,5,1,1,1,1,1,1,2,2,7,5,4,7,5,2,26,1,1,6,5,2,5,1030,1
"93",359,3,3,3,3,4,5,5,5,3,2,3,2,3,3,5,2,1,2,2,3,2,3,2,5,4,4,3,5,1,20,1,1,4,2,2,6,15000,4
"94",236,4,4,3,3,3,2,3,3,6,5,5,5,5,6,5,6,5,4,5,6,4,5,3,5,3,3,2,5,2,20,1,1,6,2,5,6,1800,3
"95",95,4,4,4,2,4,3,3,3,6,5,2,1,3,3,5,5,2,6,3,4,2,4,1,7,3,3,3,5,2,21,1,2,4,2,2,6,2000,4
"96",134,2,2,2,2,4,3,4,4,1,1,1,1,1,1,5,1,1,1,1,1,1,1,7,7,7,7,7,5,3,18,1,1,4,2,1,5,2494,5
"97",146,1,2,4,3,6,7,7,7,1,1,1,7,1,1,5,1,2,4,1,1,1,6,6,6,7,7,6,5,2,30,1,1,7,2,1,4,4600,4
"98",201,3,2,5,5,2,2,2,2,6,5,5,3,5,5,5,5,5,5,7,6,7,7,1,1,1,7,1,5,2,27,1,2,6,5,6,5,5000,2
"99",76,3,3,5,3,5,5,5,5,3,2,1,2,2,2,5,2,2,1,2,2,5,6,2,5,2,2,2,5,1,35,1,3,7,5,2,7,4800,2
"100",18,4,4,5,4,4,2,4,4,1,1,1,1,1,2,5,1,1,5,1,1,1,5,1,1,3,5,1,5,2,56,1,2,6,5,3,5,35000,2
"101",70,6,6,6,6,6,2,2,4,6,4,4,4,6,6,5,4,2,4,6,6,1,7,4,6,4,6,4,5,1,59,1,3,7,5,2,6,6000,3
"102",269,3,3,4,2,3,4,4,4,4,4,2,3,2,2,5,2,3,1,4,3,1,6,2,2,1,4,1,5,2,63,1,3,6,5,2,5,2500,2
"103",52,4,2,5,2,6,5,4,4,3,1,1,1,1,2,5,1,1,1,2,3,1,4,5,6,5,5,3,5,1,37,1,2,6,5,2,5,1600,2
"104",180,4,4,4,3,5,3,4,4,1,1,1,1,1,1,5,1,1,1,1,1,1,5,3,5,1,1,1,5,2,19,1,1,4,2,2,6,2800,3
"105",133,4,3,5,3,5,2,4,4,4,4,3,2,2,5,5,5,3,2,4,5,2,4,2,6,6,6,5,5,2,23,1,1,6,4,4,6,2500,4
"106",198,5,5,5,5,2,2,1,1,3,3,3,3,3,3,5,3,1,3,2,3,2,5,2,2,2,2,2,5,2,40,1,2,7,5,4,8,3000,3
"107",120,1,2,3,2,6,2,5,6,1,1,1,1,3,1,5,1,1,1,1,1,1,1,4,7,6,7,5,5,2,20,1,2,4,2,1,6,5000,4
"108",22,2,3,4,3,5,4,5,4,2,2,2,2,1,1,5,1,1,1,2,5,2,6,4,5,3,3,3,5,1,37,1,1,4,5,2,4,1100,1
"109",134,2,2,2,2,4,3,4,4,1,1,1,1,1,1,5,1,1,1,1,1,1,1,7,7,7,7,7,5,3,18,1,1,4,2,1,5,2494,5
"110",283,5,5,4,5,4,4,4,3,3,2,3,2,3,4,5,2,1,1,2,2,1,4,4,6,5,5,6,5,1,19,1,2,4,2,2,6,1000,3
"111",388,5,5,4,5,3,3,3,3,1,1,1,1,1,1,5,1,1,1,1,1,1,1,1,6,1,1,1,5,2,19,1,2,4,2,2,8,NA,5
"112",152,5,3,3,3,4,3,2,3,1,1,1,1,1,1,5,1,1,2,1,1,1,2,4,6,5,6,5,5,2,21,1,1,4,3,3,5,1200,4
"113",215,1,4,7,3,3,2,2,3,3,4,2,3,5,5,4,7,5,5,3,6,3,6,5,4,3,6,6,5,3,24,2,3,7,5,7,6,3510,2
"114",227,5,5,5,4,3,3,3,3,3,2,4,4,6,2,5,3,1,3,4,4,1,6,6,6,6,6,6,5,2,46,1,3,7,5,4,5,80000,4
"115",218,3,5,5,5,5,3,2,2,5,5,5,4,3,3,5,5,1,2,4,4,2,5,5,5,5,5,4,5,1,31,1,2,7,5,3,7,1200,1
"116",13,1,1,4,5,3,5,2,2,1,1,1,1,1,1,5,1,1,2,1,1,1,3,6,5,6,4,6,5,2,27,1,2,7,5,2,4,1500,2
"117",87,4,4,4,4,4,4,4,4,1,1,1,1,1,1,5,1,1,1,1,1,1,7,4,6,5,5,5,5,2,31,1,2,7,5,1,4,1500,2
"118",50,3,1,4,3,6,4,5,2,1,1,1,2,2,1,5,1,1,1,1,1,1,3,6,6,6,7,6,5,1,24,1,2,6,5,1,3,1100,1
"119",307,3,4,3,3,4,4,4,4,3,2,2,1,3,2,5,2,1,1,1,4,2,4,2,6,2,2,2,5,1,26,1,2,7,5,2,7,1900,2
"120",70,6,6,6,6,6,2,2,4,6,4,4,4,6,6,5,4,2,4,6,6,1,7,4,6,4,6,4,5,1,59,1,3,7,5,2,6,6000,3
"121",328,3,3,6,5,2,2,2,2,5,2,2,1,3,5,5,2,2,2,4,5,3,7,3,6,4,2,2,5,1,42,1,3,6,5,2,6,3000,3
"122",396,5,5,5,5,3,3,3,3,3,3,2,2,3,2,5,2,1,2,2,2,2,3,4,5,3,5,3,5,2,22,1,1,4,2,2,5,3000,3
"123",292,5,5,6,5,2,2,3,6,3,5,4,4,5,4,5,4,4,3,5,5,3,6,7,7,4,5,3,5,2,18,1,1,6,2,6,6,1000,4
"124",268,4,3,2,1,6,4,4,4,1,1,1,1,1,1,5,1,1,7,1,1,1,1,1,7,3,4,1,5,2,23,1,1,6,2,1,4,20000,4
"125",342,1,3,2,4,5,2,5,4,1,1,1,1,1,1,5,2,1,2,1,2,1,1,1,5,2,3,1,7,2,23,1,1,6,2,1,6,2300,3
"126",258,4,3,4,5,3,3,3,4,4,5,5,3,5,5,5,5,3,4,4,5,4,5,3,5,3,3,3,5,2,18,1,1,4,2,4,7,4000,4
"127",163,3,3,5,4,3,3,2,3,6,6,5,3,5,5,5,7,2,5,5,5,2,5,3,5,3,3,3,5,2,19,1,1,4,2,5,7,3500,5
"128",34,5,5,5,5,4,1,3,1,1,2,2,1,2,1,5,3,1,1,1,1,1,5,3,5,3,5,5,5,1,39,1,3,7,5,2,6,4200,3
"129",195,1,1,4,1,7,7,7,7,5,4,4,4,1,4,5,4,4,1,5,4,1,7,1,4,4,7,1,5,1,27,1,1,5,3,5,5,2000,5
"130",172,2,5,5,4,2,2,2,5,5,6,4,5,4,6,5,6,4,4,6,5,2,4,5,5,5,5,4,5,2,42,1,3,5,5,5,7,800,2
"131",310,5,4,5,4,4,3,4,4,5,6,6,4,7,7,5,7,6,4,5,7,7,7,1,6,7,7,7,5,1,27,1,1,6,5,6,6,2900,2
"132",336,4,4,4,3,5,4,3,4,6,6,5,2,4,6,5,6,1,7,6,6,2,5,2,7,7,7,7,5,1,20,1,1,4,2,6,3,NA,3
"133",149,6,4,5,5,1,2,2,1,5,1,2,2,1,4,5,3,3,1,1,5,1,6,4,5,3,6,2,5,1,58,1,3,6,5,2,6,50000,4
"134",223,6,6,5,6,4,5,2,2,5,3,4,2,4,6,5,3,3,1,3,5,3,6,2,6,5,2,2,5,2,30,1,1,7,3,5,5,2000,4
"135",115,2,2,2,2,2,2,4,2,1,1,1,1,2,1,5,2,1,6,1,2,1,4,4,7,5,4,6,5,2,18,1,1,4,2,2,7,3900,4
"136",112,6,4,6,6,2,2,2,2,5,4,3,5,5,5,5,4,1,1,3,4,2,6,2,3,2,3,1,5,1,55,1,3,7,5,3,8,4700,5
"137",169,4,4,3,4,7,6,4,4,3,3,5,2,5,4,5,2,3,1,2,2,1,1,1,5,1,1,1,5,2,49,1,1,6,5,3,6,22000,1
"138",90,4,3,5,2,6,4,5,6,1,2,1,2,1,1,5,2,1,2,1,1,1,1,7,7,7,7,7,5,2,24,1,1,7,2,2,5,2000,4
"139",300,4,4,4,6,2,2,4,4,7,6,3,2,3,6,5,3,4,4,3,6,5,7,1,7,7,7,1,5,2,19,1,2,4,2,4,5,NA,5
"140",260,3,2,3,3,3,5,4,3,3,3,3,1,3,3,5,3,3,4,4,2,2,3,3,6,2,3,3,5,2,20,1,1,4,2,3,7,2000,5
"141",163,3,3,5,4,3,3,2,3,6,6,5,3,5,5,5,7,2,5,5,5,2,5,3,5,3,3,3,5,2,19,1,1,4,2,5,7,3500,5
"142",202,4,3,5,4,3,2,3,2,5,3,2,5,4,4,5,2,1,2,1,3,1,3,4,6,6,4,4,5,2,19,1,2,4,2,2,7,2500,4
"143",321,7,7,7,7,1,1,1,1,7,7,7,4,7,7,5,7,1,1,5,7,1,7,1,4,2,2,1,5,1,50,1,3,7,5,2,7,5000,4
"144",9,4,3,3,3,2,3,2,3,2,2,2,2,2,2,5,3,1,1,2,3,1,6,6,5,7,7,5,5,1,48,1,3,7,5,3,5,33000,5
"145",183,4,5,6,6,2,2,2,2,5,3,3,3,3,2,5,3,2,4,2,3,3,6,1,5,1,3,1,5,2,26,1,1,7,5,2,7,5000,3
"146",211,1,1,4,4,7,1,7,7,4,1,4,4,1,1,5,4,4,4,7,7,7,7,7,7,7,7,7,5,1,36,1,3,2,5,7,7,10000,4
"147",175,6,4,4,4,4,4,5,4,2,1,1,1,2,1,5,2,2,1,1,2,1,3,2,4,4,5,1,5,2,37,1,2,5,5,2,5,3300,3
"148",216,5,2,5,5,2,2,2,2,6,5,5,5,5,6,5,5,5,5,6,6,5,6,2,3,3,6,2,5,1,42,1,1,7,1,6,7,1200,1
"149",67,3,2,5,3,5,5,5,5,2,1,2,2,2,2,5,2,1,2,1,2,1,4,7,7,7,7,7,5,1,33,1,2,6,5,3,4,3500,2
"150",48,1,2,2,1,4,6,5,5,1,1,1,1,2,1,5,2,1,2,1,1,1,7,4,7,7,7,6,5,2,19,1,1,6,2,2,5,3500,4
"151",172,2,5,5,4,2,2,2,5,5,6,4,5,4,6,5,6,4,4,6,5,2,4,5,5,5,5,4,5,2,42,1,3,5,5,5,7,800,2
"152",155,4,4,4,3,4,4,4,3,5,4,3,3,5,4,5,5,2,4,5,4,1,7,1,7,5,5,2,5,2,18,1,1,4,2,3,7,2900,4
"153",237,3,3,3,4,4,3,3,3,6,2,3,3,1,1,5,1,1,4,2,4,1,7,4,4,1,1,3,5,2,23,1,1,4,2,4,5,60000,4
"154",314,2,2,1,4,2,4,2,3,1,1,1,1,1,1,5,1,1,1,1,1,1,2,5,7,4,3,4,5,2,24,1,2,4,2,2,2,400,2
"155",362,6,5,5,5,2,2,2,2,6,6,5,5,6,5,5,7,5,3,6,7,3,6,4,6,5,7,4,5,1,22,1,2,6,2,4,7,5500,5
"156",266,5,5,5,5,3,3,4,4,6,5,5,3,5,3,5,5,1,3,2,5,2,3,2,6,6,6,6,5,1,21,1,1,6,2,3,5,1600,3
"157",163,3,3,5,4,3,3,2,3,6,6,5,3,5,5,5,7,2,5,5,5,2,5,3,5,3,3,3,5,2,19,1,1,4,2,5,7,3500,5
"158",168,4,3,5,4,4,4,4,5,7,7,5,7,7,7,5,7,4,4,5,7,3,4,1,5,5,5,4,5,2,50,1,2,5,5,2,7,1800,2
"159",353,7,6,6,7,7,6,6,7,7,7,7,1,7,7,5,7,4,2,7,7,1,7,6,6,6,6,7,5,1,24,1,1,6,2,4,7,1500,3
"160",261,3,3,5,3,3,2,3,3,3,3,5,5,5,5,5,5,3,3,5,6,3,5,2,5,3,5,5,5,1,35,1,1,4,5,3,6,1800,1
"161",271,4,5,3,6,3,3,1,6,2,5,2,1,2,4,5,2,2,1,1,3,1,6,2,7,6,5,2,5,2,22,1,1,4,2,2,5,1100,4
"162",230,5,5,4,4,4,3,4,4,1,4,3,1,4,5,5,4,7,1,4,4,7,1,4,1,1,1,2,5,1,45,1,1,5,5,2,4,20000,1
"163",78,6,5,7,7,1,1,1,1,6,6,2,4,6,6,5,6,2,1,5,6,2,6,1,1,1,1,1,5,1,54,1,3,6,5,2,7,4000,2
