"","ID","BSMBS_4u_I1","BSMBS_8u_I2","BSMBS_9u_I3","BSMBS_10u_I4","BSMBS_11d_I5","BSMBS_13d_I6","BSMBS_14d_I7","BSMBS_18d_I8","MBS_1","MBS_2","MBS_3","MBS_4","MBS_5","MBS_6","AC_1","ESJS_1","ESJS_2","ESJS_3","ESJS_4","ESJS_5","ESJS_6","ESJS_7","SAS_1","SAS_2","SAS_3","SAS_4","SAS_5","AC_2","Gender","Age","Nacionality","Marital_Status","Education","Occupation","PoliticalOrientation","SSS","Household_Income","Household_members_1"
"77",58,5,4,4,5,4,4,3,2,6,2,2,1,4,5,5,3,2,1,4,5,2,5,4,6,1,1,5,5,1,51,1,1,6,5,1,5,1500,3
"78",385,5,2,4,1,2,2,3,3,5,2,4,2,2,2,5,3,1,7,1,5,1,4,2,5,4,4,3,5,2,32,1,3,7,5,2,7,3000,4
"79",285,3,3,2,2,4,3,4,3,2,2,2,2,1,1,5,1,1,1,3,2,4,7,1,7,2,1,1,5,2,18,1,1,7,2,3,4,4800,6
"80",89,4,5,3,6,2,4,2,4,4,3,2,2,5,1,5,5,1,1,2,6,7,4,1,7,4,5,6,5,2,30,1,1,7,2,4,5,25000,5
"81",410,4,4,4,2,2,1,2,3,5,3,2,1,3,5,5,5,4,1,2,2,1,4,6,3,2,4,2,5,1,27,1,1,7,2,3,5,2800,4
"82",274,2,5,4,1,6,4,7,3,7,5,4,1,5,1,5,1,1,2,1,2,1,6,4,5,4,5,2,5,1,42,1,3,7,2,2,5,1800,3
"83",373,5,5,4,3,4,2,4,3,1,1,2,2,1,4,5,3,1,2,2,2,1,7,6,7,3,2,6,5,1,69,1,1,3,5,3,7,400,6
"84",224,4,4,3,5,5,3,7,4,3,1,1,2,3,5,5,1,1,4,1,4,1,6,4,2,6,4,2,5,2,23,1,2,6,2,3,7,2000,3
"85",147,6,4,2,5,6,5,2,5,5,2,2,1,5,1,5,3,4,1,2,4,2,5,5,3,4,4,3,5,1,22,1,4,7,5,2,6,2300,4
"86",289,7,4,2,4,2,2,2,3,2,3,3,1,6,5,5,4,2,7,5,1,1,1,6,5,5,5,2,5,2,19,1,4,4,5,2,5,4500,1
"87",283,4,5,3,4,1,3,6,2,1,3,1,3,1,1,5,2,2,2,5,1,1,4,7,4,1,7,5,5,2,73,1,2,7,5,2,7,3000,2
"88",92,5,6,6,2,4,3,4,3,6,3,4,1,1,1,5,6,2,1,3,3,3,7,4,7,5,5,7,5,2,57,1,2,5,2,5,6,1200,1
"89",287,1,3,2,3,6,2,4,2,6,1,3,5,4,4,5,2,1,2,4,5,1,6,4,3,7,6,1,5,2,49,1,1,6,3,5,2,NA,4
"90",204,1,3,1,5,4,3,4,3,2,5,2,3,4,3,5,2,3,1,4,4,1,6,2,4,1,3,1,5,1,20,1,2,4,5,2,5,1900,3
"91",351,5,5,3,5,2,4,7,4,5,3,1,5,1,5,5,1,2,7,4,4,1,6,5,6,4,4,5,5,2,60,1,1,4,2,2,8,3200,1
"92",6,1,4,3,4,6,3,3,4,4,2,1,2,4,5,5,3,4,1,1,4,1,4,2,4,4,2,1,5,2,21,1,3,7,5,3,3,5000,2
"93",359,2,6,4,5,3,3,5,3,3,5,3,6,3,1,5,2,2,2,2,6,1,4,1,5,2,1,5,5,2,18,1,1,4,2,2,7,2000,2
"94",236,4,4,5,4,6,1,4,4,3,4,2,1,2,5,5,6,1,2,3,3,2,4,2,3,5,7,1,5,2,23,1,3,6,5,2,7,1000,2
"95",95,2,4,3,3,4,4,4,2,5,5,5,2,4,1,5,2,2,1,2,6,1,5,3,5,4,6,7,5,1,31,1,1,6,2,2,8,4000,3
"96",134,4,2,5,1,3,4,2,3,1,4,2,3,3,5,5,1,6,1,2,5,1,4,1,6,5,6,7,5,1,21,1,1,4,3,1,7,3510,2
"97",146,5,2,2,6,3,1,3,3,6,2,2,4,4,5,4,5,4,3,5,4,2,5,1,5,4,6,4,5,1,62,1,1,6,2,4,6,900,3
"98",201,1,4,2,6,4,4,6,3,2,1,2,5,2,4,5,3,2,4,5,1,1,4,1,3,5,7,1,5,2,50,1,3,6,5,2,4,40000,2
"99",76,2,3,5,3,3,3,3,3,6,2,3,1,2,4,5,2,1,7,2,6,1,6,4,3,7,2,6,5,2,62,1,2,7,2,5,6,700,3
"100",18,3,6,2,4,6,6,4,1,2,4,4,3,1,5,5,1,2,1,2,1,1,2,3,5,4,6,4,5,2,62,1,2,6,1,6,5,1200,2
"101",70,5,4,5,5,2,5,2,2,4,1,5,2,4,3,5,1,1,5,2,4,1,6,4,7,1,7,2,5,2,22,1,2,4,5,2,6,NA,3
"102",269,1,6,3,4,4,1,4,2,4,5,4,1,5,3,5,5,1,1,3,1,2,6,5,5,7,7,2,5,2,23,1,1,6,5,3,5,4000,3
"103",52,5,5,4,3,4,5,2,3,1,7,2,2,4,1,5,6,3,1,2,6,4,7,5,1,7,2,2,5,2,40,1,3,4,2,2,6,5500,5
"104",180,4,3,4,3,3,2,4,2,2,2,3,1,3,6,5,2,4,6,2,5,7,4,4,5,7,4,3,5,2,24,1,2,7,2,3,6,1800,3
"105",133,2,5,2,3,4,3,3,4,7,5,1,2,4,2,5,1,1,1,5,3,1,7,5,5,3,5,3,5,1,44,1,1,3,2,6,6,24000,4
"106",198,5,1,5,5,4,7,2,3,2,5,3,2,1,5,5,2,1,4,3,2,5,1,4,7,1,3,4,5,1,25,1,1,7,5,2,6,2500,1
"107",120,6,5,4,5,6,4,3,3,1,2,3,1,2,3,5,5,4,4,2,2,2,7,7,7,6,2,3,5,1,73,1,1,6,2,3,4,5000,5
"108",22,4,4,5,5,6,2,3,5,2,5,2,4,3,2,5,2,1,1,1,1,3,7,6,5,4,4,7,5,1,45,1,1,7,5,1,7,1400,3
"109",134,4,3,5,4,2,3,4,1,1,4,5,3,1,3,5,3,2,4,4,2,5,7,3,4,4,7,6,5,2,23,1,3,4,5,3,4,4500,6
"110",283,5,4,5,4,2,5,3,6,1,4,4,3,1,5,5,4,2,4,2,5,1,6,5,2,3,5,1,5,1,21,1,1,4,3,4,5,1500,2
"111",388,5,3,3,3,4,2,4,5,4,3,4,4,7,1,5,2,2,2,5,5,2,3,7,7,5,5,4,5,2,56,1,1,4,2,2,5,NA,4
"112",152,3,2,4,5,5,4,3,4,5,2,1,3,5,1,5,2,1,1,2,1,4,4,4,6,6,3,4,5,2,51,1,3,6,2,4,6,1500,4
"113",215,4,2,5,2,2,3,3,2,5,5,4,3,4,4,5,5,4,3,4,1,2,1,4,7,7,7,6,5,2,19,1,2,5,2,2,6,400,1
"114",227,4,2,5,2,2,4,2,4,3,5,4,1,3,1,5,5,1,1,4,1,1,7,6,7,3,3,3,5,2,19,1,1,4,5,4,9,4700,3
"115",218,5,4,3,5,6,3,4,2,1,2,6,6,1,6,5,2,2,4,2,1,2,7,3,6,7,7,2,5,2,43,1,3,6,2,2,7,3500,4
"116",13,6,4,3,1,3,2,2,2,5,1,2,3,5,1,5,5,2,3,3,4,1,7,1,4,5,7,5,5,1,32,1,3,6,2,2,6,4600,3
"117",87,3,1,5,7,6,2,4,2,2,6,3,2,5,4,5,2,6,6,1,5,1,6,7,4,2,4,2,5,2,53,1,1,7,5,2,7,1000,4
"118",50,4,4,3,4,2,4,6,2,1,4,5,1,6,3,5,2,2,5,1,2,7,5,2,7,5,5,7,5,2,30,1,3,6,3,1,4,3300,4
"119",307,3,4,6,3,4,4,5,2,5,5,2,4,2,1,5,3,2,4,3,2,6,3,5,7,3,7,6,5,2,18,1,2,3,3,4,6,5000,3
"120",70,4,4,4,5,2,3,4,4,2,1,1,3,2,4,5,2,1,4,5,2,3,1,1,7,2,4,7,5,1,62,1,3,6,5,2,5,2000,2
"121",328,1,3,1,5,3,3,3,1,1,4,5,3,1,2,5,4,4,2,3,1,1,5,1,6,6,5,5,5,3,35,1,3,4,5,1,5,3700,2
"122",396,4,2,3,3,4,3,3,1,5,2,5,4,5,3,5,5,4,2,3,4,2,5,5,7,2,6,6,5,1,32,1,2,5,3,2,7,2000,2
"123",292,5,4,3,5,5,3,4,3,3,2,4,3,5,4,5,5,2,4,3,4,2,5,4,5,4,4,4,5,2,42,1,1,6,1,5,7,47000,2
"124",268,1,3,6,1,4,3,3,5,3,4,1,1,2,4,5,3,1,4,4,7,4,6,6,6,3,4,5,5,2,57,1,2,4,2,1,8,4000,4
"125",342,2,3,3,5,3,4,3,2,4,2,3,1,6,2,5,5,1,4,3,2,1,7,2,7,7,3,7,5,2,22,1,3,7,2,2,8,2300,2
"126",258,4,4,4,5,6,1,2,5,1,2,3,2,1,7,5,6,1,1,1,5,1,7,4,2,3,2,7,5,1,28,1,2,6,4,2,6,4000,5
"127",163,2,6,4,4,2,7,2,3,5,2,3,2,3,5,5,1,1,1,2,2,1,5,2,7,1,4,7,5,2,19,1,1,3,6,1,5,1200,4
"128",34,3,3,5,5,4,4,3,3,3,2,1,3,4,5,5,1,1,6,1,6,2,6,6,6,4,6,2,7,2,37,1,3,6,5,4,3,1800,4
"129",195,4,4,2,4,4,3,4,2,5,1,2,3,3,5,5,3,1,1,6,5,3,7,5,7,1,4,4,5,1,46,1,3,6,2,2,4,5000,2
"130",172,6,2,6,2,2,4,3,3,6,1,1,5,6,2,5,2,4,1,5,1,1,5,7,7,1,1,1,5,1,32,1,1,6,2,2,7,40000,3
"131",310,5,3,2,4,5,4,2,4,2,6,4,1,6,2,5,5,1,1,2,2,5,6,2,7,4,5,3,5,1,26,1,2,6,2,1,7,30000,3
"132",336,5,2,5,5,6,5,5,5,5,5,3,2,3,2,5,5,5,4,4,4,1,6,4,5,7,7,3,5,2,26,1,2,7,5,2,8,1200,4
"133",149,5,3,4,1,3,3,2,5,4,2,2,2,2,1,5,4,2,6,1,2,1,2,2,3,2,4,2,5,1,21,1,3,6,5,5,7,1050,4
"134",223,3,1,5,7,3,3,3,1,2,1,2,2,3,4,5,2,4,5,1,5,1,6,1,5,4,6,5,5,2,50,1,1,6,3,2,3,NA,4
"135",115,2,2,3,3,3,2,3,3,2,2,2,1,7,2,5,2,2,4,2,5,1,4,2,6,4,3,1,5,2,59,1,1,7,2,2,5,800,3
"136",112,3,4,4,5,4,3,3,3,4,4,1,2,3,5,5,5,4,4,5,2,1,3,6,6,5,7,5,5,1,20,1,1,7,5,2,3,3500,3
"137",169,6,4,4,5,4,4,3,3,4,4,1,1,2,1,5,2,2,1,3,5,1,4,1,6,4,7,1,5,2,43,1,1,4,2,2,7,2500,4
"138",90,5,4,2,5,4,4,2,3,5,1,4,2,6,3,5,1,2,1,1,5,1,3,2,7,6,6,3,5,2,58,1,1,4,2,3,7,3200,1
"139",300,4,5,3,5,4,3,2,4,2,4,2,4,4,5,5,1,1,1,3,4,2,5,1,6,2,6,1,5,2,20,1,1,7,2,2,4,1400,4
"140",260,5,4,3,5,6,2,5,4,2,5,2,3,1,1,5,2,1,1,5,1,2,7,7,6,4,7,7,5,2,32,1,3,6,5,2,8,60000,4
"141",163,1,3,3,3,5,3,3,2,2,5,1,6,1,2,5,3,1,2,3,3,2,7,4,6,5,5,1,5,2,18,1,3,7,5,3,5,1512,3
"142",202,5,5,2,5,5,5,5,3,2,1,2,2,1,4,5,3,1,4,2,2,3,2,7,5,6,6,1,5,1,32,1,1,6,2,2,6,2000,4
"143",321,2,2,5,5,3,4,5,3,5,3,6,1,2,5,5,3,1,2,1,2,1,7,1,6,6,2,3,5,2,37,1,3,6,5,3,6,800,3
"144",9,2,1,5,5,3,4,4,2,4,2,3,1,2,2,5,1,1,2,3,2,2,7,2,6,3,7,6,5,1,20,1,1,4,3,3,7,2700,2
"145",183,6,5,2,2,3,2,4,4,5,5,3,5,5,5,5,2,2,6,2,2,7,6,2,5,7,7,4,5,1,43,1,1,6,1,3,7,50000,2
"146",211,5,5,3,3,3,3,3,4,6,4,1,1,1,6,5,2,1,1,1,5,1,5,1,6,2,1,2,5,2,24,1,2,7,2,2,8,6000,2
"147",175,5,5,4,5,4,2,5,3,3,1,1,2,1,5,5,5,2,1,1,5,2,6,6,5,5,5,3,5,2,28,1,2,4,5,2,6,4500,4
"148",216,5,2,3,2,2,3,3,2,5,7,2,2,1,2,5,1,1,6,1,2,1,7,7,3,1,5,4,5,2,23,1,2,6,3,2,7,3000,4
"149",67,2,3,5,7,4,5,7,5,2,2,2,3,4,3,5,4,2,1,5,3,2,6,1,6,1,3,4,5,1,19,1,2,4,5,1,5,5000,5
"150",48,2,1,7,5,2,3,3,2,3,5,5,1,1,5,5,2,1,1,5,1,1,6,2,5,6,6,2,5,2,24,1,1,7,5,3,8,600,5
"151",172,4,4,4,4,7,2,3,6,5,3,1,2,3,6,5,2,1,2,3,7,1,6,1,1,4,6,5,5,2,20,1,2,4,2,3,8,4000,4
"152",155,4,4,3,4,6,1,3,6,1,3,4,4,7,1,5,6,4,1,1,5,1,7,5,7,3,7,1,5,1,26,1,3,4,5,3,6,800,4
"153",237,6,4,5,3,5,2,7,3,2,4,2,5,1,1,5,5,1,1,2,3,2,5,4,7,5,6,4,5,2,53,1,3,3,2,1,8,30000,1
"154",314,4,3,5,2,5,6,3,3,5,2,3,3,2,7,5,3,2,1,2,1,2,6,5,5,4,3,1,5,2,62,1,3,6,5,5,3,1100,4
"155",362,5,3,5,3,6,2,5,2,5,6,3,2,2,2,5,1,4,4,5,4,1,5,5,3,5,5,3,5,2,18,1,1,7,5,2,5,1270,3
"156",266,2,4,5,5,2,4,4,3,5,2,4,1,1,2,5,5,2,6,2,6,2,5,7,6,1,5,4,5,2,51,1,1,7,6,2,7,2000,2
"157",163,7,4,3,2,6,3,4,2,5,5,1,1,2,3,5,5,1,2,2,2,3,3,7,5,7,6,3,5,1,37,1,2,6,3,2,7,1200,4
"158",168,4,5,4,5,3,6,3,3,3,6,6,1,2,5,5,1,1,1,2,4,2,5,6,7,3,5,1,5,2,50,1,2,7,2,2,6,2000,2
"159",353,3,5,5,1,2,4,4,3,3,2,4,1,2,5,5,3,4,4,1,3,1,7,3,6,7,3,7,5,2,44,1,1,6,5,1,5,46000,3
"160",261,1,1,4,6,4,2,5,2,1,1,5,5,2,2,5,7,1,4,1,2,1,3,2,7,5,2,3,5,1,27,1,3,7,2,3,8,1600,4
"161",271,5,5,5,5,2,1,4,4,1,5,1,3,5,6,5,4,1,2,1,5,1,3,5,6,3,5,3,5,1,60,1,4,4,5,5,6,40000,4
"162",230,3,4,5,1,3,4,3,2,1,1,1,3,3,2,5,4,1,1,3,5,2,7,2,7,4,5,7,5,2,19,1,3,4,2,1,6,50000,2
"163",78,3,3,5,3,3,3,2,5,1,1,3,2,2,1,5,2,1,4,5,4,4,4,4,6,2,6,2,5,2,44,1,1,7,4,4,5,2000,3
