"ID","BSMBS_4u_I1","BSMBS_8u_I2","BSMBS_9u_I3","BSMBS_10u_I4","BSMBS_11d_I5","BSMBS_13d_I6","BSMBS_14d_I7","BSMBS_18d_I8","MBS_1","MBS_2","MBS_3","MBS_4","MBS_5","MBS_6","AC_1","ESJS_1","ESJS_2","ESJS_3","ESJS_4","ESJS_5","ESJS_6","ESJS_7","SAS_1","SAS_2","SAS_3","SAS_4","SAS_5","AC_2","Gender","Age","Nacionality","Marital_Status","Education","Occupation","PoliticalOrientation","SSS","Household_Income","Household_members_1"
175,4,2,4,3,5,4,2,2,1,1,2,3,2,1,5,1,1,1,1,1,1,7,4,6,4,7,6,5,1,58,1,2,7,5,2,6,6500,3
186,2,4,1,2,4,3,3,3,3,2,1,1,3,3,5,1,1,1,2,2,1,5,4,6,4,6,6,5,2,19,1,1,5,2,2,6,4000,4
398,3,3,4,3,3,4,3,3,3,2,1,1,2,2,5,4,1,3,3,4,3,6,4,6,5,6,6,5,2,23,1,1,6,2,2,6,1000,3
36,4,4,5,5,6,4,4,3,4,4,3,3,5,5,5,4,2,1,5,3,2,4,4,6,5,6,5,5,1,30,1,1,4,5,3,6,NA,5
238,5,5,6,5,2,2,2,1,3,3,2,2,3,2,5,3,2,4,4,4,1,5,1,6,4,3,2,5,1,30,1,2,7,5,4,8,NA,6
336,4,4,5,4,4,2,4,3,5,5,4,2,5,6,5,6,2,2,5,5,3,7,3,4,6,5,6,5,1,48,1,2,6,5,5,7,2500,1
364,5,5,6,3,4,4,4,4,3,1,1,3,2,1,5,1,1,2,1,1,1,1,6,5,6,7,7,5,2,NA,1,2,7,5,2,8,NA,NA
405,4,5,5,5,3,3,3,3,6,5,5,3,6,7,5,6,4,1,5,6,2,4,6,5,4,4,2,5,1,73,1,4,6,5,3,8,5000,3
288,3,3,2,5,2,4,2,2,3,1,1,3,3,2,5,1,2,5,2,4,1,7,6,7,5,6,6,5,2,18,1,2,4,3,1,5,20000,2
352,4,5,6,5,4,2,2,2,6,5,3,3,5,6,5,5,4,2,5,5,3,7,3,7,4,6,3,5,2,58,1,3,7,5,4,8,1900,4
133,6,5,6,3,3,3,4,4,2,1,1,2,1,2,5,1,1,3,2,2,1,5,7,7,7,6,6,5,2,NA,1,3,7,6,3,7,NA,NA
283,5,2,3,5,2,2,3,2,1,1,2,1,1,1,5,2,1,4,3,2,1,4,6,7,7,6,5,5,2,21,1,2,7,2,2,5,1400,NA
79,6,5,3,5,2,3,2,3,2,2,1,1,2,2,5,1,1,1,4,3,2,5,6,6,7,5,6,5,2,20,1,1,6,2,1,7,3800,4
97,2,2,3,1,6,7,6,7,2,1,1,4,2,2,5,1,1,4,2,2,1,5,4,6,6,7,4,5,2,18,1,1,4,2,2,4,1500,5
300,6,4,5,6,2,3,2,4,3,4,3,2,5,4,5,4,4,1,5,4,2,5,3,5,3,4,4,5,2,24,1,2,6,2,4,6,5000,4
121,1,2,4,4,2,4,5,5,3,2,2,3,2,2,5,2,1,2,1,3,1,5,5,6,6,7,6,5,2,25,1,2,4,2,2,4,400,3
349,3,4,4,4,3,2,3,2,4,5,5,6,3,4,5,5,1,1,2,5,1,5,4,6,4,5,6,5,2,29,1,1,6,5,3,6,2900,4
28,6,5,6,6,3,3,2,1,5,4,4,3,3,5,5,6,2,4,3,5,3,1,5,5,5,4,4,5,2,28,1,2,5,5,2,6,3150,4
42,2,5,6,4,2,2,4,3,2,1,2,1,5,5,5,3,2,2,3,4,3,4,2,3,4,3,2,5,1,42,1,2,4,5,3,7,1200,4
240,2,1,5,2,2,3,2,3,3,3,1,3,2,3,5,3,2,1,3,1,5,6,2,2,2,4,2,5,2,35,1,1,5,2,3,5,1400,2
141,4,5,4,5,3,2,1,2,4,5,4,3,4,5,5,3,1,1,5,5,1,7,1,3,4,7,1,5,2,63,1,3,7,5,2,4,2100,3
85,5,5,5,5,4,3,3,3,1,2,1,3,2,2,5,2,1,1,1,3,1,3,1,4,3,1,1,5,1,46,1,3,6,6,1,5,3000,4
275,4,4,4,6,3,2,3,3,5,5,2,2,5,5,5,3,1,1,2,4,1,7,7,7,5,4,1,5,2,21,1,1,6,5,2,5,2500,4
266,4,3,3,3,5,4,4,3,4,5,2,2,2,3,5,2,1,1,4,2,1,6,2,6,3,5,6,5,1,27,1,1,4,2,4,4,1400,2
153,5,5,4,5,3,2,3,3,3,5,4,5,5,5,5,5,2,6,2,6,5,5,4,4,7,6,3,5,2,50,1,3,4,5,5,7,2300,4
150,6,3,5,5,3,3,4,3,4,3,5,1,5,5,5,5,3,2,4,5,2,3,2,5,1,4,1,5,1,26,1,2,7,5,3,7,2700,4
162,2,2,2,1,4,4,5,3,2,1,1,1,1,5,5,1,1,2,3,1,1,5,4,6,7,5,4,5,1,37,1,2,7,5,2,2,2000,2
272,4,2,3,4,6,5,4,2,4,1,1,1,1,3,5,2,2,4,1,2,1,7,5,7,6,7,6,5,2,54,1,3,6,5,3,6,1800,3
228,2,2,5,3,5,7,7,6,2,2,2,3,2,5,5,2,2,4,1,2,1,5,4,6,4,6,4,5,2,27,1,2,4,2,3,6,4200,4
291,4,4,4,5,3,2,4,5,6,6,3,4,5,5,5,6,5,4,7,7,6,7,6,7,5,5,7,5,2,18,1,1,6,2,6,7,1270,4
96,4,3,5,4,3,2,3,4,5,2,4,1,3,3,5,2,1,1,2,4,1,6,3,5,5,6,5,5,2,62,1,4,6,5,2,6,50000,3
215,1,1,3,2,7,6,6,5,1,1,2,2,1,1,5,1,1,1,1,1,1,1,5,7,7,5,7,5,2,19,1,1,5,5,2,2,1000,3
82,1,2,1,2,7,3,4,4,1,1,1,1,2,1,5,2,1,3,3,2,1,4,1,4,1,1,5,5,1,26,1,1,6,3,4,7,2000,4
91,6,5,4,5,6,4,3,4,4,4,2,1,3,3,5,5,1,1,2,5,1,7,4,4,4,3,3,5,1,49,1,2,7,5,2,7,2300,4
56,4,5,3,3,4,5,4,3,4,4,1,1,2,4,5,2,3,4,1,5,1,4,1,6,4,3,4,5,2,19,1,1,6,2,2,5,2200,4
79,6,4,7,4,2,3,2,2,5,5,6,5,5,6,5,5,4,1,5,7,1,4,4,5,6,5,5,5,1,39,1,2,7,5,5,5,1000,4
349,3,2,3,4,3,3,4,3,2,1,1,1,1,2,5,1,2,4,1,2,1,5,2,7,5,5,3,5,2,18,1,1,4,2,NA,6,80000,4
101,5,4,4,5,4,3,2,1,3,1,1,1,2,2,5,2,2,4,1,4,3,5,6,7,6,6,7,5,2,28,1,3,6,5,3,5,2000,2
72,2,3,4,4,2,1,3,4,5,2,2,1,3,3,5,4,1,1,2,4,2,5,3,5,6,7,4,5,2,25,1,1,6,3,2,6,1100,3
39,4,3,4,4,3,1,2,1,2,1,1,2,1,1,5,2,2,2,1,1,1,4,3,7,6,6,7,5,1,18,1,2,6,2,2,5,4000,3
150,2,2,1,2,2,3,4,3,3,5,1,1,2,2,5,1,1,2,2,2,1,5,6,6,6,7,4,5,1,20,1,1,4,3,3,6,2500,4
96,3,4,3,5,4,4,2,4,4,3,3,2,4,2,5,5,4,3,2,4,3,6,1,1,3,2,1,5,1,54,1,3,6,5,2,7,3200,2
393,2,2,2,5,4,4,3,4,3,1,2,2,3,2,5,2,1,1,3,1,2,2,1,4,1,4,3,5,1,26,1,2,4,2,2,7,2300,4
72,5,5,5,5,3,3,3,2,3,4,2,1,2,2,5,4,1,5,1,2,2,4,4,7,7,5,7,5,2,20,1,2,5,2,2,6,1200,1
170,3,2,4,4,4,3,3,1,2,1,2,2,2,2,5,1,1,1,2,1,1,4,1,5,3,4,1,5,1,30,1,1,6,2,2,5,20000,5
182,4,5,5,5,3,4,4,4,5,5,4,6,5,6,5,3,4,1,2,4,2,6,3,6,4,6,2,5,1,31,1,2,4,2,2,6,40000,4
227,4,5,5,6,3,3,2,2,4,2,2,2,2,2,5,3,2,2,4,4,2,5,4,6,4,5,6,5,1,24,1,3,5,4,2,6,25000,2
344,5,2,5,5,2,2,2,3,3,2,1,2,3,1,5,4,1,2,3,5,3,7,2,4,1,4,2,5,1,21,1,2,7,2,3,7,1900,4
296,5,4,4,5,3,5,4,4,2,2,2,2,3,2,5,3,2,3,2,3,1,1,1,6,4,1,2,5,2,27,1,2,4,2,2,6,2500,4
99,6,5,5,6,3,2,2,3,5,5,1,3,4,2,5,2,1,1,2,3,1,6,1,7,1,1,2,5,2,50,1,2,7,3,NA,7,15000,4
132,6,3,4,5,3,1,4,3,4,5,3,2,4,5,5,4,4,2,2,5,1,5,2,6,4,7,3,5,2,23,1,2,7,3,3,8,6000,5
116,4,5,5,2,4,4,3,3,1,3,2,3,5,2,5,2,1,1,3,2,2,4,4,6,5,5,7,5,2,23,1,1,4,2,2,6,NA,3
46,2,3,4,3,3,4,4,4,3,5,3,2,3,3,5,2,2,1,2,2,4,6,4,2,1,5,1,5,2,24,1,3,4,2,5,4,1512,5
6,5,4,5,5,2,5,4,3,2,2,2,1,1,3,5,2,1,1,3,1,1,6,5,7,7,7,4,5,1,25,1,1,5,5,3,6,30000,3
274,5,4,4,5,2,4,2,4,3,2,1,1,4,3,5,3,4,1,4,3,2,5,1,5,3,4,3,5,2,19,1,1,6,2,3,7,2000,4
174,3,4,3,2,2,3,2,2,4,2,2,2,4,1,5,3,2,1,3,3,1,7,1,5,2,3,1,5,2,20,1,1,7,3,3,8,2500,2
390,4,3,4,4,3,2,3,2,5,5,4,2,4,2,5,4,1,4,3,5,2,5,3,6,1,2,3,5,2,32,1,2,4,2,5,6,2200,5
85,2,3,5,4,6,4,2,2,5,3,2,4,3,3,5,4,2,1,2,6,2,7,5,7,7,6,5,5,2,23,1,3,7,3,3,4,1600,5
85,3,4,3,4,2,1,3,3,2,4,3,1,2,3,5,4,3,1,4,4,1,3,5,6,6,5,7,5,1,26,1,1,6,5,NA,5,1000,5
21,1,3,5,2,7,5,4,4,2,2,2,1,2,3,5,2,1,1,3,2,1,3,1,5,6,5,4,5,2,23,1,2,6,2,2,4,1100,4
116,4,2,3,2,4,2,4,2,3,5,1,3,4,3,5,5,1,1,4,5,1,6,3,7,3,4,1,5,2,27,1,2,6,5,2,6,2100,3
345,3,4,4,5,4,3,4,3,1,1,2,1,1,2,5,1,1,4,3,3,1,5,2,5,3,2,2,5,2,20,1,2,6,3,2,2,1300,4
8,4,2,1,4,6,5,3,2,1,1,3,3,3,3,5,3,3,4,1,5,2,7,7,6,6,7,6,5,1,54,1,1,7,5,3,6,1500,1
312,5,3,4,3,4,4,4,3,5,5,3,3,4,6,5,4,2,4,3,5,1,6,4,7,4,7,3,5,1,24,1,2,6,5,5,8,30000,4
30,4,5,4,4,3,4,3,2,3,4,2,7,4,5,5,2,2,4,5,5,6,6,1,2,1,4,1,5,2,61,1,3,6,5,6,5,60000,2
93,4,2,5,6,2,2,1,3,1,1,1,1,1,2,5,1,1,1,1,1,2,5,6,7,7,7,7,5,2,22,1,2,6,2,1,7,1000,4
22,2,2,2,2,5,4,5,4,5,5,2,2,1,2,5,4,3,7,2,4,3,5,4,2,4,3,4,5,2,19,1,2,6,5,3,5,1600,1
90,3,4,4,3,6,3,3,3,3,3,4,1,2,4,5,3,1,2,4,4,1,7,1,6,4,5,3,5,2,27,1,1,7,5,2,5,4000,1
348,5,5,4,2,3,4,3,3,2,2,3,2,2,2,5,1,1,5,2,2,1,5,5,7,7,6,6,5,2,NA,1,1,7,6,2,7,NA,NA
384,4,5,5,4,4,4,5,5,6,5,5,5,5,6,5,6,5,4,5,5,5,6,1,1,1,3,1,5,1,68,1,3,2,5,6,6,2800,1
100,3,3,1,4,2,4,4,3,1,1,1,1,3,2,5,1,1,1,1,2,2,3,5,5,6,3,1,5,2,NA,1,1,7,5,3,8,NA,NA
233,2,1,4,3,3,4,3,4,3,1,3,2,3,2,5,2,2,1,1,2,1,5,1,5,4,4,3,5,1,23,1,1,6,2,3,7,1600,4
377,3,1,4,5,3,4,4,4,4,2,2,2,2,3,5,4,2,4,4,3,1,4,1,3,1,1,1,5,2,20,1,2,4,5,2,6,1490,3
263,3,5,4,4,2,2,3,1,2,2,2,1,3,1,5,2,1,1,1,3,2,4,1,6,1,3,1,5,2,27,1,1,7,5,2,5,30000,1
57,4,4,4,1,6,5,5,3,2,1,1,1,1,1,5,1,1,2,3,2,1,6,4,7,5,5,4,5,1,32,1,2,7,3,2,6,3000,1
109,2,2,1,1,6,6,6,5,1,1,1,1,1,1,5,1,1,4,1,1,1,4,4,6,4,3,5,5,1,18,1,1,6,2,2,6,3500,3
43,2,4,3,3,6,4,4,4,2,4,3,3,2,2,5,4,3,1,3,4,2,4,3,6,5,4,2,5,2,20,1,2,7,2,2,5,1600,4
232,2,2,4,3,5,3,5,2,6,5,2,1,2,2,5,5,1,1,4,3,1,6,3,6,4,4,4,5,2,27,1,2,4,2,5,7,1100,3
177,4,3,2,5,3,2,2,3,5,4,1,1,1,2,5,2,1,2,2,2,1,7,2,4,4,2,3,5,1,24,1,1,6,3,2,5,5000,5
27,3,1,5,4,3,2,2,3,4,3,5,5,5,4,5,2,2,1,2,3,1,4,4,5,5,5,6,5,1,32,1,1,5,5,2,5,4200,2
154,4,4,5,5,4,2,3,3,4,4,2,2,2,5,5,5,1,1,4,4,2,6,3,6,5,6,4,5,2,59,1,4,7,5,2,7,900,NA
88,2,3,3,3,4,4,4,3,3,3,2,1,2,3,5,2,1,2,2,2,1,4,1,6,3,4,3,5,2,NA,1,2,7,6,2,9,NA,NA
245,5,5,5,2,3,2,3,2,3,3,3,2,2,1,5,2,1,1,1,3,3,5,5,7,5,7,5,5,2,20,1,1,4,2,2,5,2500,2
304,2,3,2,3,4,5,3,4,1,1,1,1,2,1,5,2,3,1,1,2,1,4,2,1,5,5,2,5,1,68,1,3,6,5,2,5,2000,3
281,5,5,5,5,3,3,4,3,3,1,2,3,2,3,5,2,2,5,3,5,1,7,3,2,4,7,2,5,2,49,1,3,4,5,5,4,3000,4
234,2,1,4,3,2,3,4,2,3,1,1,3,5,4,5,3,2,1,3,4,3,1,1,5,4,2,2,5,2,21,1,2,5,2,1,4,1030,2
371,5,5,5,5,2,1,3,3,5,5,5,4,4,6,5,5,1,3,5,5,1,4,3,6,6,4,5,5,2,49,1,3,4,5,2,6,NA,3
174,3,3,4,4,6,5,4,2,2,1,3,4,2,2,5,2,1,4,1,3,1,5,4,6,5,3,5,5,1,44,1,3,4,5,1,4,2000,4
228,3,3,4,4,3,4,5,4,3,3,2,3,3,2,5,2,2,1,3,3,1,5,1,5,4,4,3,5,1,46,1,2,6,2,2,6,22000,4
96,3,3,3,2,6,4,6,3,1,1,2,1,1,2,5,2,1,6,2,2,1,6,3,7,1,4,2,5,1,24,1,2,4,3,1,5,2000,4
411,1,2,4,2,3,2,4,3,5,5,4,5,2,4,5,5,2,2,2,5,2,7,2,5,1,2,2,5,2,24,1,3,5,5,NA,6,2700,4
407,5,4,5,5,3,2,5,3,2,3,2,1,3,1,5,3,1,1,1,2,2,1,3,2,1,1,1,5,2,40,1,2,6,2,2,4,3900,2
171,2,3,3,3,4,3,3,3,3,4,2,2,2,4,5,2,2,2,3,2,2,5,2,5,5,6,4,5,2,NA,1,2,7,5,5,8,NA,NA
196,6,6,7,7,1,3,3,3,5,6,6,5,7,6,5,6,5,4,6,7,5,7,3,5,3,6,4,5,1,23,1,1,5,5,7,7,NA,4
268,3,2,5,3,4,3,3,2,6,5,7,4,6,6,5,7,3,1,5,5,2,6,2,6,1,4,1,5,1,20,1,2,7,2,5,5,2200,4
145,4,5,4,2,5,3,4,3,1,1,2,3,1,1,5,1,1,1,2,1,1,5,7,7,7,7,6,5,2,52,1,2,4,5,3,5,3000,4
303,3,3,4,2,4,4,2,2,5,5,2,2,2,3,5,5,2,1,4,4,4,4,3,7,6,7,4,5,2,20,1,1,6,2,5,5,24000,2
139,4,5,5,3,4,3,3,2,3,2,2,1,2,4,5,2,1,2,3,3,2,5,1,6,5,7,5,5,2,20,1,1,7,2,2,4,1400,4
340,5,4,5,4,4,3,2,3,3,4,5,3,5,6,5,5,4,6,5,6,3,6,5,6,6,7,2,5,2,18,1,1,4,2,4,6,2600,3
384,3,4,5,4,5,4,3,4,2,3,1,1,2,2,5,3,1,4,2,1,2,4,4,7,6,7,5,5,2,18,1,1,6,2,2,7,1490,5
23,5,5,5,4,2,1,2,3,4,4,2,3,4,4,5,3,1,1,3,5,1,7,3,7,5,7,3,5,2,23,1,3,7,2,2,6,18000,3
300,5,5,6,5,5,3,2,3,4,5,3,3,5,4,5,4,1,4,3,4,2,4,4,3,2,1,3,5,2,40,1,2,7,2,2,8,6000,4
347,5,6,4,5,3,2,3,3,1,1,1,2,2,1,5,1,1,1,2,3,1,6,5,6,6,5,5,5,1,49,1,2,7,5,5,7,4000,5
179,4,3,5,3,4,4,2,3,3,1,2,1,3,3,5,2,1,5,2,3,1,5,4,5,4,6,4,5,2,31,1,3,6,3,4,6,1490,4
198,5,5,5,6,4,3,2,2,5,4,2,3,3,5,5,4,1,4,3,4,5,6,1,7,4,6,2,5,2,19,1,2,6,2,5,6,1000,3
262,4,4,4,3,2,2,2,3,3,3,2,5,2,3,5,1,1,4,2,1,2,5,5,4,7,7,7,5,2,25,1,2,6,2,2,5,2300,4
370,1,1,5,2,4,5,4,3,6,4,3,2,3,5,5,3,3,6,5,7,5,6,2,7,4,6,5,5,1,23,1,1,7,2,4,7,900,3
92,4,5,5,4,2,2,2,3,5,2,5,5,6,4,5,5,4,5,5,7,3,7,3,6,2,7,2,5,1,19,1,3,4,2,5,5,20000,4
379,4,4,3,3,5,3,3,2,2,2,2,1,1,1,5,1,1,1,1,1,1,6,5,5,4,6,4,5,2,21,1,1,6,2,1,3,1900,3
324,1,2,3,2,3,4,5,3,4,1,2,2,1,2,5,2,1,1,2,1,1,2,1,5,7,6,6,5,2,20,1,1,4,2,3,4,2000,3
392,2,4,3,3,3,4,4,5,3,3,1,2,1,1,5,3,2,5,2,3,2,6,2,6,5,3,4,5,2,18,1,1,6,2,2,7,4000,4
12,5,4,5,4,3,4,2,1,4,4,3,4,3,3,5,3,1,3,2,2,1,1,1,5,3,1,1,5,2,19,1,1,7,2,2,6,400,3
408,5,3,6,5,2,2,3,3,5,5,4,2,4,5,5,6,1,2,6,6,1,2,2,6,7,5,7,5,2,26,1,2,6,2,3,7,1600,3
87,5,2,4,5,3,2,2,3,1,2,2,3,1,3,5,2,1,3,2,2,1,1,4,3,7,3,7,5,1,29,1,2,6,5,2,6,2500,4
344,4,5,4,5,4,3,3,4,5,6,2,2,3,4,5,5,1,1,1,6,1,5,7,7,7,7,7,5,2,32,1,2,7,3,3,5,1100,4
125,4,4,2,4,6,4,2,2,5,3,4,2,2,3,5,3,1,1,1,4,1,5,1,5,4,5,4,5,2,33,1,3,6,5,2,6,3000,1
73,5,3,5,3,6,6,4,5,3,3,4,3,3,2,5,5,1,6,2,3,2,5,7,6,6,6,7,5,2,21,1,1,7,5,4,5,1300,4
379,4,3,4,4,6,3,4,5,4,2,5,5,4,5,5,3,3,1,3,5,2,7,4,5,7,7,6,5,1,52,1,3,4,5,NA,4,3300,3
120,4,6,5,5,6,3,5,5,7,6,4,4,3,5,5,6,2,6,2,5,4,6,7,6,7,7,7,5,2,50,1,3,6,5,5,7,6500,3
368,5,5,3,4,7,7,6,5,5,5,4,2,5,4,5,5,3,1,4,5,1,3,1,2,2,1,2,5,2,NA,1,1,7,6,2,9,NA,NA
187,4,2,4,2,3,5,5,4,1,1,1,1,1,2,5,1,1,1,1,1,1,4,4,6,5,7,2,5,2,35,1,1,7,5,2,6,NA,NA
405,3,4,4,3,2,2,2,1,4,2,2,3,5,4,5,3,1,1,2,4,3,6,1,5,1,3,1,5,2,21,1,1,5,2,2,8,30000,3
112,4,3,4,5,2,2,2,2,1,2,1,1,2,1,5,1,2,4,2,2,1,5,4,7,4,4,4,5,1,19,1,1,4,2,3,4,1000,3
58,1,1,4,2,4,2,4,3,1,1,1,1,3,1,5,2,1,2,2,2,1,5,2,7,7,6,4,5,2,25,1,1,7,3,2,6,1300,4
198,3,2,2,2,4,4,6,4,3,1,1,1,1,1,5,2,1,2,1,2,1,5,3,7,3,5,4,5,2,26,1,2,6,2,1,7,5000,3
293,2,2,4,2,6,4,5,4,1,1,1,2,1,1,5,2,1,1,3,4,1,6,3,7,4,7,3,5,2,18,1,1,7,2,2,4,2000,2
187,3,3,4,2,4,3,4,2,1,1,2,2,2,3,5,1,1,1,2,2,1,5,3,6,4,6,4,5,1,41,1,3,7,3,2,5,1500,2
141,5,5,5,5,6,5,4,5,4,3,2,2,2,4,5,3,1,3,4,4,2,7,6,7,5,7,3,5,2,22,1,1,4,5,4,3,3000,3
164,2,1,3,3,4,6,4,4,6,4,4,6,3,5,5,4,3,1,5,4,1,5,1,1,1,4,1,5,1,59,1,4,6,5,4,8,60000,4
179,5,4,3,5,4,4,5,3,4,2,1,2,1,2,5,3,1,6,1,2,1,7,2,6,2,4,2,5,1,19,1,3,6,2,3,7,1000,4
175,2,3,4,2,7,4,4,6,2,2,2,3,2,3,5,2,1,2,2,2,1,3,4,7,4,4,5,5,2,18,1,2,6,2,2,6,5500,4
325,2,4,2,4,3,3,6,3,3,2,2,4,3,1,5,2,2,4,2,3,3,5,1,5,5,4,3,5,1,46,1,2,4,5,2,6,40000,2
107,2,2,3,2,3,2,5,2,1,1,1,2,1,1,5,1,1,1,1,1,1,5,1,5,5,5,2,5,2,21,1,1,7,2,2,5,1400,4
252,3,4,4,2,3,5,4,5,2,2,3,4,3,2,5,1,1,1,1,2,2,5,4,5,7,7,5,5,2,50,1,3,6,5,2,6,40000,1
375,5,5,5,5,3,4,2,2,6,5,5,5,5,5,5,6,5,5,4,5,5,6,2,3,3,1,2,5,1,57,1,3,7,5,4,6,3500,3
337,4,3,4,4,6,6,5,4,3,2,1,1,1,2,5,1,1,5,2,1,1,4,5,7,7,6,6,5,2,20,1,1,4,2,2,3,1000,3
