"","id","low_rep_est1","low_rep_est2","low_rep_est3","low_rep_est4","low_rep_est5","low_rep_est_all","low_rep1","low_rep2","low_rep3","low_rep4","low_rep5","low_rep_all","addiction1","addiction2","addiction3","addiction4","addiction5","addiction6","addiction7","addiction8","dependency1","dependency2","dependency3","dependency4","dependency5","line_time_hour","line_time_minute","extroversion1","extroversion2","network1","network2","network3","network4","lonely1","lonely2","lonely3","lonely4","lonely5","lonely6","rm1","rm2","rm3","rm4","rm5","rm6","rm7","rm8","rm9","rm10","rm11","rm12","sex","age"
"20",1125,2,2,2,2,2,3,2,2,2,2,2,3,3,4,2,5,5,4,5,5,3,3,3,2,3,1,0,4,5,3,4,3,4,2,3,1,3,2,3,5,5,5,5,5,4,5,5,3,3,3,3,2,54
"21",929,2,2,3,2,2,4,3,2,2,2,2,4,2,2,4,1,1,1,3,1,2,2,2,2,1,2,0,2,2,2,2,2,2,3,2,2,2,2,4,3,3,4,4,4,1,6,1,5,4,4,4,2,39
"22",756,4,4,4,3,3,4,4,4,4,3,3,4,2,3,5,4,5,1,5,1,3,2,1,2,4,0,0,1,7,1,1,1,1,4,2,4,3,3,4,4,4,4,3,4,2,1,3,3,2,3,3,1,55
"23",1051,3,3,3,3,3,4,3,3,3,3,3,4,3,3,3,4,3,3,3,3,3,2,2,3,5,0,30,5,5,3,3,3,4,2,2,2,4,4,3,3,3,4,4,4,4,4,3,4,3,4,4,2,46
"24",1501,2,2,2,2,2,5,2,2,2,2,2,5,1,1,1,1,1,1,1,1,1,1,1,1,1,0,5,1,7,1,1,1,1,5,1,5,5,5,5,1,1,1,6,6,1,6,1,6,1,6,6,1,30
"25",466,4,4,4,4,4,4,4,4,4,4,4,4,2,2,2,6,2,2,2,2,2,2,2,2,2,0,10,2,2,2,2,2,2,2,2,2,4,2,2,3,4,4,3,3,3,3,3,3,3,3,3,1,59
"26",1305,4,4,4,3,3,4,4,4,4,3,3,4,3,5,5,4,5,3,3,2,2,2,2,3,2,2,0,4,5,5,5,5,5,4,4,2,5,5,5,4,4,4,4,4,4,4,4,3,4,4,3,2,55
"27",733,1,2,2,1,1,1,2,2,2,2,1,3,6,6,5,3,5,4,4,4,4,4,4,4,3,1,30,3,1,6,6,6,7,4,4,5,2,2,2,5,5,4,3,3,3,3,3,3,4,3,3,1,22
"28",370,2,2,2,2,2,2,2,2,2,2,2,2,4,4,3,3,5,3,6,4,4,2,3,3,1,0,30,3,5,5,5,4,4,3,2,4,2,2,2,4,4,4,5,5,5,3,4,3,4,4,4,1,46
"29",347,3,4,2,4,4,4,2,2,1,1,1,1,3,1,1,1,5,5,1,1,1,1,1,1,1,0,30,1,3,5,5,5,3,5,2,4,5,2,3,5,5,5,5,5,5,4,5,2,5,4,3,1,45
"30",1199,6,6,6,6,6,5,4,4,4,5,5,4,1,1,1,6,7,1,5,4,1,4,1,1,1,0,30,1,1,6,6,6,5,4,4,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,53
"31",1222,3,4,4,4,3,3,3,4,4,3,3,3,3,4,3,4,3,3,4,3,2,2,2,1,1,0,30,4,5,5,5,5,5,3,3,3,3,3,3,3,3,3,4,4,3,4,3,4,3,4,4,2,40
"32",762,4,5,5,6,4,5,3,4,4,4,3,4,5,6,2,6,5,2,6,5,2,2,4,2,2,0,30,6,4,3,3,3,4,2,3,1,4,4,4,5,4,6,5,5,5,3,4,4,5,3,3,2,60
"33",684,1,1,1,1,1,2,2,2,2,1,1,3,1,1,1,5,5,1,2,1,1,1,1,1,4,0,15,6,6,6,6,6,7,1,1,1,2,2,2,5,5,4,5,5,4,4,6,4,6,4,5,1,60
"34",489,4,4,4,3,3,3,2,2,2,2,1,2,3,2,2,2,5,2,3,2,3,2,2,2,2,0,0,3,4,3,4,3,4,4,3,2,4,4,4,3,3,4,3,4,4,4,4,3,4,3,3,1,57
"35",1406,3,3,3,3,3,4,3,3,3,3,3,4,3,6,1,1,5,3,3,2,3,2,4,1,5,1,0,5,5,5,5,5,4,3,3,2,3,2,4,5,5,5,5,5,5,5,5,4,5,5,5,1,32
"36",1167,1,1,3,4,3,3,3,2,2,1,2,3,1,2,2,4,4,1,4,4,4,1,2,1,2,0,30,5,4,3,4,5,4,2,2,2,2,1,1,4,4,4,5,5,3,5,4,5,4,4,4,1,45
"37",1576,4,3,3,2,2,3,2,2,2,1,1,2,3,1,1,4,4,2,4,1,3,3,3,3,2,0,20,6,6,7,7,7,7,3,3,2,2,2,2,3,3,3,4,4,4,4,3,4,5,4,4,2,38
"38",445,4,4,4,4,4,4,4,4,5,4,4,4,2,2,6,3,5,2,1,2,2,1,2,1,3,0,20,3,5,2,2,2,2,2,2,3,3,3,3,3,3,4,4,3,3,4,3,3,4,3,3,1,54
"39",1170,1,1,1,1,1,3,1,1,1,1,1,2,1,1,1,1,3,1,5,1,1,1,1,1,1,1,0,2,2,3,3,4,3,3,2,2,3,4,4,2,2,3,5,5,2,3,3,2,4,2,2,1,67
"40",1466,2,2,2,2,1,2,1,1,2,2,2,2,3,1,1,1,2,1,2,1,1,1,1,1,2,0,5,5,4,2,4,2,3,1,1,1,2,2,2,4,4,4,5,5,2,5,4,2,5,6,5,1,74
"41",1436,1,1,1,1,1,2,1,1,1,1,1,2,2,2,1,4,3,2,2,2,3,2,2,2,3,0,30,4,3,4,4,4,4,2,2,2,2,2,2,4,3,4,4,4,3,3,3,3,3,3,3,1,59
"42",551,5,5,5,5,4,5,2,2,2,3,2,4,2,1,1,5,6,1,4,1,4,1,4,1,3,0,30,1,1,2,1,1,1,4,3,4,5,3,5,4,4,4,3,2,3,2,2,3,3,3,2,2,35
"43",361,4,5,5,5,5,4,2,3,1,2,2,3,5,5,3,3,5,3,5,3,1,3,4,1,3,0,20,1,2,5,6,5,4,5,4,4,5,4,4,3,2,3,4,5,4,5,2,4,5,5,5,1,35
"44",1183,4,4,4,4,4,4,4,4,4,4,4,4,1,1,5,1,5,1,5,1,4,3,4,4,3,0,0,3,3,4,4,4,4,4,3,3,3,3,3,3,3,3,4,5,5,3,3,5,5,5,5,1,33
"45",928,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,1,5,5,2,1,1,1,1,0,30,6,5,2,2,2,5,3,2,2,2,2,2,5,4,5,4,6,3,2,5,2,4,3,3,2,60
"46",1472,4,4,4,4,4,4,3,3,3,3,3,4,2,2,1,5,5,5,1,1,2,2,4,2,3,1,30,5,3,5,6,6,6,3,2,3,2,2,3,3,3,4,4,4,4,3,3,3,4,3,3,1,48
"47",897,1,1,1,1,1,4,1,1,1,1,1,4,1,5,1,3,5,1,5,1,2,2,3,1,4,0,30,1,3,5,4,3,2,4,4,2,1,1,1,5,2,4,5,5,1,3,2,3,1,1,1,2,29
"48",1362,3,3,2,2,2,3,3,3,3,3,3,3,3,2,1,3,3,2,2,2,2,1,1,1,2,0,0,3,6,2,2,2,3,2,2,2,4,4,2,3,2,3,4,5,3,4,4,4,4,4,4,2,71
"49",611,3,3,3,3,3,4,2,2,2,2,2,3,1,1,1,1,1,1,1,1,4,4,3,4,4,0,0,1,2,4,4,6,6,2,2,1,1,1,2,1,1,6,1,1,1,5,1,2,1,3,3,2,31
"50",598,1,1,3,3,3,3,1,1,3,3,3,3,1,1,1,1,1,1,1,1,1,1,1,1,2,0,10,1,2,1,1,1,1,1,1,2,3,3,3,3,3,4,3,3,4,4,4,4,4,4,4,1,48
"51",1625,4,3,3,3,3,4,3,3,3,3,3,4,3,3,3,4,4,3,3,4,2,2,2,2,1,0,5,3,3,3,3,3,3,2,2,2,4,4,4,3,3,4,3,3,3,3,3,3,3,3,3,1,51
"52",920,3,3,3,3,3,3,3,3,3,3,3,3,4,5,3,5,5,3,5,4,2,2,2,2,1,0,40,3,5,2,4,3,4,2,2,2,3,3,3,3,2,4,3,4,4,5,3,4,4,4,5,2,60
"53",387,4,4,5,5,5,5,2,3,3,4,4,4,3,5,1,3,2,2,2,2,3,1,1,2,1,0,20,1,4,1,3,3,2,4,4,4,5,4,4,4,3,4,4,4,4,3,3,4,4,3,3,2,53
"54",1590,5,5,5,2,2,4,4,3,4,2,2,4,1,4,1,1,2,1,3,2,1,1,1,1,2,0,20,3,2,3,3,4,4,3,4,2,4,3,3,2,2,5,2,2,3,3,3,3,3,3,3,1,61
"55",495,3,3,4,2,3,3,1,1,1,1,1,2,2,3,1,5,4,1,3,2,2,2,2,2,2,0,30,5,2,4,4,4,4,1,1,1,3,3,3,4,4,4,4,3,4,4,4,3,4,4,4,2,62
"56",1298,4,5,5,5,5,5,3,4,4,5,5,5,1,1,1,4,5,7,1,5,1,1,4,1,2,0,30,1,2,1,2,1,1,2,1,2,4,4,4,6,4,5,5,5,5,4,3,5,6,6,6,1,54
"57",453,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,4,3,3,3,2,2,2,2,2,0,30,3,3,4,3,3,3,2,2,2,3,3,3,4,4,4,4,4,3,4,4,3,4,3,3,1,49
"58",1534,4,4,4,3,4,4,3,3,3,3,3,4,1,1,1,1,2,1,1,1,1,1,1,1,1,0,2,4,3,2,2,2,4,1,2,3,4,4,5,3,3,4,4,3,4,3,4,4,4,4,3,1,63
"59",475,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,5,4,2,5,2,1,3,2,1,3,0,30,6,4,2,2,5,3,2,2,3,2,2,2,4,4,4,3,3,3,3,5,2,4,3,3,2,35
"60",1766,3,3,4,4,3,4,3,3,3,4,3,4,4,4,4,3,2,1,3,2,1,2,2,1,2,0,0,3,3,3,3,4,2,2,2,2,3,2,3,3,4,4,3,4,2,4,3,2,3,3,3,1,72
"61",608,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,1,1,1,1,3,1,1,1,0,30,1,4,1,4,4,7,1,1,1,3,1,1,3,3,3,4,4,4,4,4,4,3,4,4,1,33
"62",713,3,3,3,4,3,4,3,1,1,5,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,2,1,1,1,1,3,1,4,5,5,5,3,3,5,3,3,5,2,3,2,3,2,2,1,54
"63",1177,2,2,4,3,1,4,1,1,2,1,1,2,1,1,2,1,3,1,1,3,1,1,1,1,1,0,5,6,4,3,7,5,7,5,3,2,4,4,4,6,6,2,2,6,6,2,6,6,6,6,6,1,59
"64",1491,2,3,3,4,3,2,2,4,3,3,2,2,1,1,1,1,1,1,1,1,1,1,1,2,2,4,0,3,2,1,1,2,2,2,2,1,4,3,3,2,2,3,6,5,2,4,2,5,3,4,4,1,43
"65",1777,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,0,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,4,4,3,4,3,4,3,4,4,1,40
"66",1700,4,4,4,4,4,4,3,3,3,3,3,3,2,2,2,3,3,1,3,2,1,1,1,1,1,0,5,3,3,4,4,3,3,2,2,2,3,2,2,2,3,4,3,3,4,4,3,4,4,4,4,1,60
"67",1071,2,2,2,4,2,3,2,2,2,4,2,3,1,1,1,1,1,1,1,1,1,1,1,1,2,0,15,3,5,3,5,5,5,3,4,3,4,3,3,3,3,4,3,3,4,4,3,4,4,3,4,1,47
"68",1673,3,3,4,3,4,4,3,3,3,3,3,4,3,2,2,3,4,2,2,3,2,2,3,2,4,0,45,4,4,6,6,6,6,2,2,2,2,2,2,5,5,5,5,5,3,4,4,4,5,5,5,1,28
"69",1734,2,2,2,2,2,4,2,2,2,2,2,4,1,2,2,2,2,2,2,2,3,3,3,3,4,1,0,3,5,3,3,3,3,3,2,2,4,4,4,3,3,3,4,4,3,4,2,4,3,5,5,2,37
"70",1432,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,5,1,2,2,2,2,2,1,3,0,0,4,6,3,3,3,4,2,2,2,3,2,2,3,3,4,3,3,4,5,2,5,5,4,5,2,51
"71",805,4,5,5,4,4,5,4,5,5,4,4,5,3,3,5,5,5,5,3,3,3,4,4,2,4,0,30,3,2,3,3,3,3,2,3,2,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,1,36
"72",225,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,3,3,4,3,3,2,2,2,2,3,0,40,5,4,5,4,5,3,3,2,3,4,2,4,4,3,4,4,4,3,3,4,2,3,4,3,1,40
"73",436,4,4,4,4,4,4,4,4,4,3,4,4,4,3,2,4,4,2,4,3,1,1,3,1,1,0,30,4,4,4,4,4,4,2,2,3,3,3,3,3,3,3,3,3,4,3,3,4,4,4,4,1,59
"74",1275,1,2,2,1,1,4,1,1,1,1,1,2,3,5,6,5,5,1,2,1,2,1,2,3,2,0,0,5,5,6,6,6,7,3,3,2,3,4,4,5,3,4,5,5,4,3,1,2,5,3,1,2,35
"75",341,5,4,5,4,4,4,3,4,4,4,4,4,6,6,2,3,6,3,6,6,4,2,4,4,3,0,30,6,6,4,5,6,5,2,2,1,2,2,2,4,3,4,4,3,4,3,3,2,4,2,3,1,51
"76",1037,5,4,4,3,4,4,3,3,3,3,3,4,4,6,4,4,5,4,4,4,4,4,4,3,3,1,0,3,4,3,5,4,5,4,3,3,4,3,3,4,4,4,5,5,4,4,4,3,4,3,3,2,47
"77",1625,4,3,3,3,3,4,3,3,3,3,3,4,3,3,3,4,4,3,3,4,2,2,2,2,1,0,5,3,3,3,3,3,3,2,2,2,4,4,4,3,3,4,3,3,3,3,3,3,3,3,3,1,51
"78",1135,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,6,1,5,1,1,1,1,1,1,0,10,6,4,6,6,7,6,1,3,3,2,2,2,5,5,4,5,5,6,6,3,6,5,3,4,2,22
"79",1586,4,5,5,5,6,4,4,4,5,4,4,4,3,2,2,3,5,2,5,6,3,4,4,2,2,1,0,5,5,4,3,5,5,4,2,4,2,2,2,4,4,5,4,3,5,4,5,3,5,4,3,2,47
"80",1469,4,3,3,3,3,3,3,5,2,3,2,2,2,2,1,5,3,1,4,2,2,1,1,1,2,0,30,2,5,1,2,3,3,2,1,3,2,2,3,5,4,5,2,5,1,5,5,2,5,5,6,2,33
"81",996,2,2,2,2,2,4,2,2,2,2,2,4,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,4,4,4,4,2,4,1,1,1,3,3,3,6,3,6,6,5,4,5,5,3,6,3,2,1,46
"82",1242,4,4,4,4,4,4,3,3,3,3,3,4,4,4,4,4,4,4,4,4,3,3,3,3,2,1,0,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,4,4,3,4,3,4,3,4,4,1,49
"83",446,2,2,2,2,2,2,2,2,2,1,1,2,2,1,1,2,2,3,5,3,4,2,2,4,2,1,0,5,5,3,5,4,3,2,2,2,2,2,2,5,5,4,5,4,2,5,5,2,5,4,4,2,44
"84",1233,2,2,4,5,3,2,2,2,4,6,5,2,3,3,1,3,3,2,2,1,2,1,4,1,1,2,30,3,4,5,3,4,2,3,1,3,5,4,4,3,2,4,4,5,3,5,2,5,3,3,5,1,51
"85",1606,1,1,1,1,1,4,1,1,1,1,1,1,2,2,3,2,4,2,3,2,1,2,2,1,2,0,10,1,2,2,2,2,2,5,2,4,5,5,3,2,2,2,2,3,2,2,2,2,2,2,2,1,45
"86",757,2,1,5,2,1,4,1,1,2,1,1,2,1,1,2,2,3,1,1,3,1,1,1,1,1,0,5,6,4,3,7,5,7,5,1,1,4,4,3,6,6,3,2,6,6,1,6,6,6,6,6,1,59
"87",693,1,1,5,2,1,4,1,1,1,1,1,3,2,6,5,5,4,1,5,2,1,1,2,1,2,0,30,1,1,2,3,2,2,2,2,2,4,2,3,4,4,5,3,2,4,4,3,4,4,3,3,1,43
"88",444,3,3,3,3,3,3,2,2,2,2,2,3,2,2,1,3,3,2,2,2,2,2,2,2,1,0,10,2,2,2,2,2,2,2,2,2,3,3,3,5,2,5,5,5,5,4,4,5,5,4,5,1,46
"89",1136,3,3,3,3,3,3,3,3,3,3,3,3,1,2,1,1,2,1,2,1,1,1,1,1,2,0,10,5,4,5,5,5,5,3,2,3,3,3,3,4,3,3,4,4,3,4,4,3,4,4,4,1,51
"90",800,3,3,3,3,3,3,3,3,3,3,3,3,2,2,1,2,4,1,2,2,2,1,1,1,1,0,10,6,6,5,5,5,5,1,1,1,2,2,2,5,5,5,5,5,2,5,5,3,4,3,3,2,86
"91",256,5,5,5,3,2,4,3,3,3,3,1,4,1,3,1,1,4,1,1,1,1,1,1,1,4,0,15,2,2,2,2,2,3,1,1,1,3,3,2,5,5,5,5,5,3,6,5,3,6,5,5,2,30
"92",1095,1,5,5,3,4,4,1,3,4,4,3,4,1,2,1,5,5,1,1,1,1,1,4,1,3,1,0,3,3,3,5,1,6,1,1,1,3,1,1,6,6,2,4,3,2,1,2,1,2,2,3,2,52
"93",1746,3,4,4,4,4,4,3,3,4,3,3,4,1,1,1,3,1,1,1,1,1,1,1,1,2,0,10,1,4,4,4,4,2,5,4,4,5,5,5,4,4,4,4,4,4,4,4,4,4,4,4,1,37
"94",320,2,2,2,2,2,2,1,1,2,2,2,2,3,2,1,3,2,3,2,2,1,1,1,1,1,0,10,4,4,4,4,4,4,3,3,3,2,2,3,3,4,3,3,4,3,4,3,4,3,3,3,2,79
"95",551,5,5,5,5,4,5,2,2,2,3,2,4,2,1,1,5,6,1,4,1,4,1,4,1,3,0,30,1,1,2,1,1,1,4,3,4,5,3,5,4,4,4,3,2,3,2,2,3,3,3,2,2,35
"96",389,5,5,5,3,3,5,3,4,4,3,3,4,2,2,1,3,6,2,2,2,1,1,1,1,1,0,5,2,3,2,2,2,2,4,2,4,4,4,4,5,5,5,5,6,4,5,5,4,4,5,5,1,47
"97",332,4,4,4,3,2,4,4,4,4,3,2,4,2,2,1,3,2,2,1,1,1,1,1,1,4,0,15,3,4,4,3,3,2,2,2,2,4,3,3,3,2,4,4,5,4,3,3,2,3,3,3,1,75
"98",878,4,3,3,3,3,4,3,3,3,2,2,3,4,3,1,2,3,2,3,2,3,2,4,2,1,0,0,3,5,3,5,5,5,2,2,2,2,2,2,4,3,4,5,5,4,5,4,5,4,5,5,2,48
"99",303,4,3,2,4,3,4,4,6,6,5,5,5,3,2,4,5,5,1,4,2,4,4,3,2,3,0,30,3,5,4,4,4,4,5,1,1,4,4,4,1,1,1,6,6,1,6,1,6,1,6,5,2,36
"100",626,6,6,6,6,6,6,3,5,6,4,6,5,1,1,1,7,7,5,1,1,3,5,3,3,3,1,0,1,4,4,4,4,4,3,3,3,5,5,5,3,3,6,3,3,6,4,3,1,4,1,1,1,36
"101",667,1,1,2,1,1,1,1,1,2,1,1,1,1,1,1,3,4,1,1,1,1,1,1,1,1,0,5,1,4,1,1,1,1,3,1,3,3,3,3,4,4,3,5,5,3,4,4,3,4,4,4,2,50
"102",1329,2,2,2,2,2,4,1,1,1,1,1,2,1,1,1,2,2,1,1,1,1,1,1,1,2,1,0,6,7,5,6,6,6,1,1,1,2,2,2,2,2,5,2,2,2,2,5,2,2,2,2,1,48
"103",992,1,1,1,1,1,1,1,1,1,1,1,1,4,4,4,4,4,4,4,4,3,3,3,3,3,0,30,4,4,4,4,4,4,3,3,3,4,4,4,3,3,3,4,4,3,4,3,4,3,4,4,1,59
"104",1564,6,5,6,5,5,5,4,4,5,4,4,4,3,2,1,5,5,2,3,2,2,1,1,1,2,0,10,2,3,5,3,5,3,4,4,3,4,4,3,5,5,5,5,4,4,4,4,4,4,3,4,2,62
"105",807,2,2,3,2,2,4,2,2,3,2,2,4,2,2,2,2,5,2,2,2,3,2,2,2,2,0,15,1,3,1,1,1,1,2,2,3,3,2,2,4,3,4,4,4,4,3,3,4,4,4,4,2,41
"106",1562,4,4,4,4,4,4,3,3,4,3,3,4,3,3,2,2,5,2,2,2,2,2,4,1,2,0,0,3,3,2,5,4,5,4,3,4,3,3,3,4,4,4,4,4,3,3,4,3,3,3,3,2,53
"107",852,4,4,4,3,3,4,3,3,3,3,3,3,3,5,2,4,5,3,5,4,4,3,4,4,2,0,20,3,3,5,5,5,5,3,3,3,4,4,4,3,4,3,3,3,3,3,3,3,4,3,3,2,62
"108",417,5,4,5,3,3,5,4,4,5,3,3,4,1,1,1,1,2,1,1,1,1,1,1,1,3,0,3,4,3,4,4,4,4,3,1,3,3,3,3,4,4,5,5,5,5,6,4,4,5,4,4,1,48
"109",1572,1,1,1,2,2,3,1,1,1,1,1,2,2,2,1,5,5,1,3,2,2,1,2,1,1,0,30,5,6,2,2,2,2,2,2,2,3,3,3,2,2,2,2,2,5,2,5,5,5,5,5,1,51
"110",1550,4,5,4,4,3,4,3,2,2,4,2,4,1,3,2,2,2,2,2,2,2,1,2,1,3,0,15,2,4,2,2,3,3,3,2,3,5,2,3,3,3,2,3,3,3,5,4,3,4,5,4,2,37
"111",1416,1,2,1,3,3,2,3,3,1,3,1,3,3,3,2,2,5,3,4,4,3,2,3,3,1,0,0,3,3,4,4,4,5,3,3,2,2,2,2,3,3,4,3,4,4,3,3,3,4,3,3,2,63
"112",1357,4,4,4,4,4,4,3,3,3,3,3,3,3,1,1,1,3,1,2,1,1,1,1,1,1,0,0,1,5,1,1,1,1,3,2,4,5,4,5,5,5,5,5,5,4,3,4,2,4,3,3,2,62
"113",1216,1,1,4,1,1,4,1,1,3,1,1,4,3,7,1,6,7,2,5,4,4,1,4,2,5,0,15,5,5,5,5,5,5,1,1,1,2,2,2,4,5,6,5,5,4,6,5,4,6,6,6,1,44
"114",1743,3,2,2,1,3,3,2,2,3,1,1,2,2,2,1,1,5,1,5,2,4,2,2,3,2,0,10,5,6,2,4,4,5,3,3,3,3,3,3,4,5,5,3,3,3,3,4,3,4,3,3,1,47
"115",1351,3,3,5,3,3,4,1,1,1,1,1,2,1,1,1,1,2,1,1,1,1,1,1,1,1,0,10,1,2,1,1,2,1,2,2,2,4,3,4,4,4,3,4,3,3,3,3,3,4,3,3,1,62
"116",656,2,2,3,2,2,3,2,2,3,2,2,2,2,1,1,1,2,2,1,1,1,1,1,1,4,0,10,4,5,3,5,3,3,4,3,2,4,4,4,3,2,3,4,4,3,4,3,4,3,5,5,1,50
"117",669,1,1,1,1,1,4,1,1,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,7,7,1,1,1,1,1,1,1,5,5,5,6,6,5,6,6,1,6,1,6,1,6,5,1,33
"118",1127,6,6,6,6,5,6,1,1,1,1,1,2,1,3,3,1,3,3,1,1,1,3,1,1,1,1,0,3,6,4,4,4,4,3,2,2,3,3,3,2,4,3,5,4,3,3,4,3,3,3,3,1,70
"119",1646,4,4,4,3,4,4,3,3,3,3,3,3,3,2,1,4,4,3,4,2,3,3,1,1,2,0,0,2,3,4,4,4,3,4,4,3,4,3,4,5,5,5,5,5,4,3,4,4,3,3,3,2,47
"120",812,4,4,4,3,3,4,4,3,4,3,2,4,2,2,3,3,2,4,2,2,1,3,2,2,2,0,50,2,3,1,3,2,3,3,2,4,3,3,3,5,4,5,5,5,4,5,4,5,5,4,4,1,53
