"id","low_rep_est1","low_rep_est2","low_rep_est3","low_rep_est4","low_rep_est5","low_rep_est_all","low_rep1","low_rep2","low_rep3","low_rep4","low_rep5","low_rep_all","addiction1","addiction2","addiction3","addiction4","addiction5","addiction6","addiction7","addiction8","dependency1","dependency2","dependency3","dependency4","dependency5","line_time_hour","line_time_minute","extroversion1","extroversion2","network1","network2","network3","network4","lonely1","lonely2","lonely3","lonely4","lonely5","lonely6","rm1","rm2","rm3","rm4","rm5","rm6","rm7","rm8","rm9","rm10","rm11","rm12","sex","age"
854,3,2,2,2,2,4,1,1,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,0,30,7,5,3,3,4,4,1,1,1,3,3,3,3,3,4,4,4,2,4,5,4,4,4,4,1,51
1398,3,3,2,3,3,4,3,3,1,2,3,4,3,3,5,3,4,2,3,3,2,4,2,2,2,0,0,4,4,4,4,4,4,3,3,3,4,3,3,3,3,4,4,4,4,4,3,3,4,3,3,1,45
363,2,2,4,3,3,3,2,3,3,3,3,3,3,5,2,3,2,5,3,5,2,2,4,2,1,1,0,5,3,6,5,5,5,5,4,4,4,4,4,3,3,3,3,3,4,4,3,4,4,5,3,1,43
842,3,3,3,3,2,5,2,2,2,3,2,4,1,1,1,4,5,1,5,3,1,3,1,1,2,0,30,2,2,2,3,2,5,2,2,2,3,3,4,3,2,2,3,3,4,3,2,5,2,4,3,1,30
1338,2,2,2,2,2,2,2,2,2,2,2,2,4,5,1,5,6,4,5,5,2,2,4,2,3,0,50,7,7,7,7,7,7,4,4,2,3,3,3,4,6,3,3,5,6,4,5,2,4,2,2,1,32
673,1,1,4,1,1,2,1,1,1,1,1,2,1,1,1,2,2,1,1,1,1,1,1,1,1,0,30,4,3,3,3,3,2,5,3,3,3,3,3,4,4,3,4,4,3,4,3,4,3,4,4,2,56
354,4,4,5,3,3,5,3,3,4,4,4,4,6,6,6,3,7,2,5,3,1,1,1,1,1,0,30,2,1,2,2,3,2,3,2,3,3,3,4,3,3,5,3,4,4,3,3,3,4,3,3,2,50
1579,3,3,3,3,3,3,2,1,3,2,2,3,4,3,2,2,4,3,4,4,3,3,3,3,2,0,45,5,4,6,6,6,5,3,3,3,3,3,3,3,3,2,5,5,4,4,4,3,3,4,4,1,40
327,3,2,2,2,2,3,3,3,3,2,2,3,3,4,3,3,1,3,3,3,2,2,2,2,2,0,10,3,4,4,4,4,4,3,2,3,3,2,2,3,3,5,3,3,5,3,2,3,5,3,3,1,66
1550,3,4,4,3,3,4,3,3,4,2,3,4,1,1,6,2,4,1,1,1,4,4,4,3,3,0,20,4,5,2,3,3,2,3,3,2,3,2,2,5,3,4,4,4,1,2,1,2,4,4,5,2,44
1403,1,1,4,4,3,4,1,1,1,3,1,2,3,2,5,4,5,3,2,2,3,4,4,2,4,2,0,2,6,2,6,3,5,5,3,3,5,5,5,2,4,4,6,5,4,4,4,5,4,5,5,1,27
1197,4,4,4,4,3,3,2,2,2,2,3,3,2,3,1,3,5,3,3,3,2,2,2,2,2,1,0,1,4,4,5,4,5,5,3,3,5,5,5,4,2,2,4,4,3,4,2,4,3,5,5,1,64
709,4,5,5,5,4,5,4,5,4,4,4,4,2,2,1,6,5,5,2,4,2,2,2,2,2,0,30,4,4,3,2,2,2,3,3,2,3,3,3,5,4,6,5,5,4,5,4,4,4,4,4,2,45
409,2,2,5,1,2,4,2,2,2,2,2,4,2,2,1,4,6,1,3,1,1,1,1,1,2,1,0,1,4,2,1,2,1,2,2,1,4,4,4,4,3,2,4,2,4,3,3,5,3,4,3,1,44
1532,5,5,4,4,4,5,4,4,5,5,5,4,5,5,1,4,5,2,4,5,4,1,3,2,2,0,0,5,3,5,5,5,5,3,3,3,4,4,4,3,5,2,5,5,3,4,5,4,5,6,3,1,71
870,1,2,2,1,2,2,1,1,1,1,1,2,1,1,1,5,1,1,1,1,1,2,2,1,1,0,30,1,4,1,3,4,3,1,1,1,3,2,2,5,5,5,5,4,3,5,3,3,5,5,3,1,55
606,3,3,3,3,3,4,2,3,3,4,3,3,1,1,1,1,1,1,1,1,1,1,1,1,3,0,15,5,3,2,2,2,3,1,1,1,4,2,2,5,5,5,3,4,2,4,2,2,2,3,3,2,54
281,3,4,4,4,3,4,2,5,5,4,4,5,3,3,3,2,3,2,2,2,2,2,2,2,3,0,10,2,4,2,2,2,2,4,3,4,4,4,4,4,4,2,4,4,3,6,4,5,4,4,5,1,36
1157,5,5,5,4,5,4,3,3,3,3,3,4,1,5,1,1,1,1,1,1,1,1,1,1,4,0,3,2,2,3,4,4,5,1,1,1,4,3,4,3,2,3,3,3,3,3,2,4,4,3,3,1,26
361,3,3,3,3,3,2,2,2,2,3,2,2,3,1,1,2,3,1,1,2,1,1,1,1,1,0,10,4,3,3,3,3,3,2,2,2,3,2,2,3,3,4,4,5,4,4,3,3,3,3,4,1,46
1542,4,3,4,1,3,4,4,3,4,3,3,4,2,2,1,2,5,1,3,2,2,1,1,1,1,0,15,4,6,1,1,1,1,3,2,3,3,3,3,5,5,5,5,5,4,5,5,3,5,4,4,2,52
1209,2,5,5,5,5,5,3,4,5,4,5,5,2,2,1,3,6,2,5,3,3,2,2,2,1,0,50,1,2,1,1,2,1,2,1,1,3,2,2,3,2,5,3,3,5,5,4,4,5,3,3,1,43
814,3,3,3,2,3,4,3,3,3,3,3,4,3,3,1,3,6,2,4,4,1,2,2,1,1,0,40,5,5,5,5,5,5,2,2,2,3,3,3,4,4,3,5,5,3,5,4,3,4,4,4,1,58
418,5,4,5,5,5,5,3,6,4,4,5,5,2,2,2,2,5,4,4,3,2,2,3,2,2,0,20,1,3,3,2,2,2,4,2,3,5,5,5,2,4,3,4,4,4,4,4,4,3,4,4,2,45
417,4,4,4,3,3,4,3,4,4,2,4,4,2,4,2,2,4,3,3,3,2,2,2,2,3,0,40,3,3,4,5,5,5,3,2,2,4,2,3,3,3,3,4,5,3,4,3,3,3,4,4,1,44
1174,1,1,3,2,1,2,1,1,2,1,2,2,1,1,1,3,3,1,1,1,2,1,1,2,1,1,0,2,2,3,6,4,6,2,2,2,4,2,3,5,5,4,6,5,3,5,1,5,2,4,5,1,59
476,4,4,6,3,3,4,3,4,4,3,4,4,2,2,1,5,4,1,3,1,1,1,1,1,1,0,15,2,1,3,1,2,2,2,1,2,3,3,2,3,4,3,4,4,3,5,4,3,4,3,4,1,71
1004,5,5,5,5,4,4,1,2,2,3,3,4,1,1,1,4,5,1,5,3,1,4,1,1,1,0,20,1,4,6,6,7,5,5,5,3,5,3,4,3,3,4,4,4,3,3,4,2,4,2,3,1,33
1154,5,5,5,5,5,5,2,2,2,3,3,4,1,2,1,3,2,2,1,2,2,2,2,2,1,0,40,1,6,2,1,3,1,4,3,4,5,3,3,3,3,3,4,4,3,4,3,6,2,5,5,2,55
870,2,2,2,2,2,4,2,2,2,2,2,4,2,2,1,2,3,2,2,2,2,2,2,2,2,0,0,4,5,2,2,3,2,4,3,3,4,4,4,3,2,3,2,1,2,2,2,2,4,3,3,2,50
1728,4,5,5,3,3,5,1,1,2,1,2,2,5,6,3,5,6,2,3,4,4,2,4,2,2,30,0,4,4,6,6,6,6,4,5,4,5,5,5,2,4,1,2,3,3,3,3,1,4,2,2,2,43
1186,3,2,4,3,2,3,1,1,1,2,2,2,4,4,2,5,4,3,4,4,3,3,3,5,3,0,10,4,6,6,5,5,5,4,4,2,3,3,3,5,3,5,5,5,4,5,4,4,5,3,3,2,33
1271,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,3,2,2,1,1,1,1,0,15,1,3,3,5,2,3,5,3,4,5,5,5,3,2,2,4,5,3,5,3,3,2,6,5,1,39
634,3,4,4,4,3,4,3,3,4,2,2,4,1,7,1,1,2,1,1,1,4,2,4,2,4,0,30,3,3,3,5,5,4,3,4,2,3,2,4,3,3,3,3,3,3,4,3,4,4,4,4,1,25
1690,4,4,4,4,3,4,3,3,4,3,2,4,1,1,1,5,5,7,1,3,1,1,2,2,2,0,0,6,5,2,5,4,6,1,3,3,3,3,2,2,2,4,4,4,4,3,3,4,3,4,4,1,56
930,1,1,1,1,1,3,1,1,1,1,1,3,1,1,1,1,4,4,5,4,3,3,3,3,3,0,40,6,4,1,3,4,4,3,2,3,2,2,2,5,3,4,5,5,2,3,3,2,4,3,3,1,37
812,4,4,4,3,3,4,3,3,3,3,3,3,3,3,3,3,5,3,5,4,4,3,4,4,2,0,10,3,4,4,4,4,4,3,3,3,4,4,4,4,4,4,4,3,3,4,4,2,3,4,3,1,49
1210,2,4,4,3,3,4,3,4,3,4,4,4,1,1,1,1,3,1,3,1,1,1,1,1,3,0,15,1,2,2,2,1,1,3,1,2,3,4,4,6,3,5,6,6,5,4,5,1,5,3,4,1,33
540,3,3,4,3,2,4,3,3,4,3,3,4,1,1,1,1,1,1,1,1,1,1,1,1,2,0,0,4,5,2,2,2,2,2,2,3,4,4,4,3,3,4,4,4,3,4,3,2,4,3,3,1,43
472,5,4,5,5,5,4,4,3,5,5,5,3,5,6,2,5,5,2,6,2,2,2,1,1,3,0,20,5,6,5,5,4,2,3,3,3,3,3,3,3,2,4,4,2,4,3,4,4,4,4,4,1,56
1805,3,3,3,3,3,3,2,2,2,2,2,3,2,2,1,4,6,1,4,3,1,1,2,1,3,3,0,4,4,4,4,5,4,3,3,2,3,3,3,4,4,5,4,3,5,4,5,4,4,4,4,1,44
1623,5,4,4,4,3,4,3,3,3,3,2,3,2,2,1,3,4,2,3,2,1,1,3,2,4,0,20,6,7,3,3,4,3,4,3,4,3,4,4,2,4,4,4,4,3,3,4,3,5,3,3,1,40
1784,1,1,1,1,1,1,1,1,2,1,1,3,1,1,1,3,5,1,1,1,2,1,1,1,2,0,1,2,1,1,1,1,1,1,1,1,4,3,4,4,4,4,4,5,4,4,5,4,5,6,6,2,66
1145,3,4,5,5,3,4,3,2,5,6,3,4,2,2,1,5,2,1,2,1,1,1,4,2,2,0,3,3,6,2,4,5,4,2,2,2,3,4,4,3,3,3,3,3,3,3,3,2,3,2,2,2,56
895,4,4,5,5,3,4,4,4,4,3,3,4,1,1,1,1,1,1,1,1,1,1,1,1,1,0,5,1,2,1,1,1,1,3,2,3,5,5,5,2,2,2,5,5,3,5,3,3,4,3,3,2,71
656,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,2,3,1,1,1,1,1,1,1,2,0,5,3,4,3,3,2,2,1,1,1,4,4,5,6,6,6,6,6,6,5,6,1,6,1,2,2,48
418,5,4,5,3,2,5,4,4,4,3,3,4,4,3,2,3,5,3,5,5,4,2,2,4,2,0,5,6,7,5,5,4,5,2,4,2,2,2,2,2,4,5,3,4,5,3,3,2,4,2,2,1,65
1625,3,3,3,3,3,4,1,1,2,1,1,4,7,6,1,6,7,4,7,3,1,2,3,2,3,0,0,6,3,3,5,5,5,4,2,4,4,2,4,3,4,2,3,5,3,3,3,5,4,5,4,2,35
298,4,5,4,4,4,4,4,4,3,3,4,4,3,2,6,3,5,3,3,3,2,4,4,2,3,1,0,3,5,3,4,3,4,2,3,2,4,4,4,1,1,2,6,5,3,4,3,6,3,5,5,1,53
1808,1,1,1,1,1,4,1,1,1,1,1,4,3,5,5,5,6,2,2,2,2,1,3,2,1,0,60,2,6,1,6,5,6,1,1,1,4,2,2,3,5,4,4,4,4,4,4,4,4,3,4,2,39
403,3,3,3,3,2,3,3,3,3,2,4,3,3,3,2,3,5,2,2,2,2,1,2,2,3,0,0,1,1,1,2,1,2,3,3,3,4,4,4,2,4,4,5,5,4,5,3,4,5,6,5,2,40
1485,2,3,3,3,3,4,3,3,3,3,2,4,4,5,3,4,6,4,3,3,2,2,4,2,4,0,50,3,3,5,5,5,5,4,2,4,2,2,2,4,4,5,4,4,5,4,5,4,5,5,5,1,42
946,6,6,6,6,5,6,4,4,5,6,6,4,5,4,1,4,5,2,4,2,4,1,5,1,3,0,30,1,3,3,4,4,4,4,4,3,5,4,5,1,1,1,2,1,1,1,2,2,2,2,2,1,50
1782,4,5,5,4,5,4,4,4,5,4,4,4,5,3,2,2,4,2,3,2,2,2,4,2,3,0,0,2,3,2,2,2,5,5,3,2,3,3,4,3,2,4,5,5,3,3,2,3,4,3,3,1,44
1198,3,3,4,3,2,4,2,2,3,2,2,2,3,3,1,3,4,2,2,2,1,1,1,1,2,0,0,3,3,3,5,5,5,2,2,2,4,4,4,1,1,5,5,3,5,4,4,4,5,4,4,1,58
844,4,4,4,4,4,4,4,4,4,4,4,4,1,1,1,1,1,1,1,1,1,1,1,1,2,0,0,5,3,2,3,3,3,1,1,1,2,2,2,5,6,4,3,3,3,4,5,4,4,3,4,1,37
322,1,1,1,1,1,2,1,1,1,1,1,1,6,7,1,5,6,7,7,7,5,5,4,3,2,1,0,3,3,5,5,5,5,3,3,3,4,4,4,2,2,5,4,4,2,4,3,3,3,4,4,1,55
865,1,2,2,1,1,2,1,1,2,1,2,1,6,7,1,6,4,5,7,5,4,5,5,4,4,4,0,2,2,5,6,6,5,3,3,4,3,2,2,4,3,4,4,5,2,5,5,2,5,6,5,2,27
1095,3,3,3,4,3,3,2,2,2,3,3,3,3,5,2,4,2,5,2,2,3,4,3,2,3,0,20,5,5,4,4,3,2,3,3,2,3,3,3,3,2,4,4,3,3,3,3,2,3,3,3,2,62
253,2,2,2,2,2,2,3,3,3,3,1,2,3,5,3,2,3,3,4,4,3,1,2,3,3,1,0,4,5,4,4,4,4,3,2,3,2,3,3,3,4,4,4,4,3,4,4,3,4,4,4,2,36
598,1,1,1,1,1,4,1,1,1,1,1,4,5,5,1,6,6,3,5,6,4,3,5,4,2,1,0,3,2,5,5,5,6,3,5,3,2,3,2,4,4,4,6,3,3,3,4,1,4,3,3,2,33
1508,3,2,3,3,3,3,3,3,3,3,3,3,2,2,1,2,4,1,2,1,1,1,1,1,1,0,0,4,3,3,3,3,3,3,3,4,4,3,3,3,4,3,3,3,3,3,4,3,4,3,3,1,40
712,4,4,4,5,5,5,4,4,3,4,4,4,4,2,6,7,4,3,1,4,2,3,4,2,3,1,0,4,4,3,5,4,5,4,4,4,4,5,3,2,4,4,5,5,3,4,4,4,5,4,4,1,36
1588,3,3,3,3,3,4,2,2,2,2,2,4,2,2,1,2,2,2,4,1,1,1,1,1,1,0,5,7,7,6,5,5,6,4,2,3,3,2,2,6,6,4,4,4,2,4,4,4,4,4,4,1,66
281,3,5,4,3,4,5,2,2,3,3,3,4,5,5,1,4,5,1,5,3,1,1,2,1,2,0,0,4,4,3,3,2,2,3,2,2,2,2,3,4,4,4,5,5,4,3,4,3,4,4,2,2,53
1634,3,3,4,4,3,4,2,2,3,3,3,2,3,3,2,2,4,3,6,4,2,2,2,1,2,0,10,3,3,4,5,5,5,2,2,2,2,2,3,4,4,4,4,4,4,3,4,4,4,3,4,1,71
346,4,3,4,4,4,4,4,4,4,4,4,4,3,2,6,4,5,2,1,2,3,1,1,3,5,0,30,2,4,1,1,1,1,5,4,4,3,3,4,2,3,4,4,4,4,3,2,3,4,3,3,1,43
466,4,4,4,3,3,4,2,3,2,2,2,4,3,2,1,3,5,3,2,2,2,2,3,1,2,0,0,3,5,2,2,2,1,1,2,1,4,4,4,3,2,4,3,3,4,4,4,3,4,3,3,1,65
1778,4,4,4,4,4,5,4,3,4,4,4,4,3,5,2,3,3,2,1,2,2,1,3,2,2,0,10,3,3,2,5,4,5,2,2,3,3,2,2,5,4,5,6,4,4,5,5,6,4,3,4,1,71
932,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,4,1,1,1,1,1,1,1,3,0,10,7,4,5,5,4,5,1,1,1,1,1,1,6,6,5,6,6,4,5,5,4,5,4,5,1,49
862,4,4,4,4,3,4,4,4,3,4,4,4,1,3,6,4,3,1,1,1,4,3,4,4,3,1,0,2,4,2,3,4,2,4,3,4,4,4,4,1,1,3,4,5,3,3,1,4,3,5,5,1,22
206,6,5,5,5,5,6,4,3,4,4,3,4,5,4,3,3,4,5,4,2,2,1,2,2,3,0,30,6,4,6,5,5,5,2,2,2,3,2,3,4,4,5,4,4,4,4,4,4,5,3,3,2,56
1425,3,4,4,3,3,4,3,3,3,3,3,4,2,3,1,2,3,2,1,1,1,1,1,1,1,0,10,1,5,4,4,4,4,4,2,2,3,3,3,2,2,2,6,5,2,5,3,4,4,4,4,2,46
939,4,4,5,5,4,4,4,4,4,4,4,4,1,3,5,3,5,2,3,2,2,2,3,2,2,0,30,4,4,5,5,5,5,3,4,2,2,2,2,3,3,4,3,2,4,3,3,4,4,4,4,1,41
875,4,3,4,5,4,4,4,4,4,4,4,4,5,4,2,3,5,2,3,2,2,2,2,2,2,1,40,3,3,4,5,2,5,2,2,2,2,2,2,5,5,6,2,3,3,2,4,4,4,3,4,1,48
1352,4,5,4,3,3,4,3,4,1,2,3,4,3,5,5,4,5,2,5,2,3,3,3,3,3,1,0,3,4,2,3,5,2,2,2,2,2,2,2,4,4,4,4,4,3,2,5,2,3,4,3,2,57
1427,1,1,1,1,1,3,1,1,1,1,1,3,4,5,1,5,6,4,5,3,1,3,4,1,2,0,30,2,2,5,6,7,5,3,3,1,3,3,3,3,3,5,4,4,6,4,5,3,4,4,4,2,39
749,2,2,2,3,2,3,2,2,2,1,2,2,3,3,1,2,3,1,4,3,1,1,1,1,1,0,10,3,7,5,4,4,4,3,2,4,3,2,3,3,3,4,4,4,4,4,2,4,3,4,4,1,50
979,3,3,4,3,3,3,3,5,2,2,3,2,1,1,1,1,3,1,1,1,1,1,1,2,4,0,0,3,4,5,5,4,4,2,2,3,4,3,3,4,2,5,4,4,5,4,2,4,5,4,4,2,43
286,3,5,5,5,5,5,2,5,5,5,5,5,1,1,1,1,2,4,2,1,1,1,1,1,2,0,3,3,5,5,6,5,4,1,1,1,3,3,3,3,3,4,4,4,4,5,4,4,4,3,4,1,46
613,6,6,6,5,6,6,4,3,3,3,3,4,1,1,1,4,7,1,1,1,1,1,1,1,1,0,5,1,2,1,4,3,4,4,5,4,4,4,4,4,4,3,4,4,3,5,3,4,3,5,3,2,24
713,3,3,3,3,3,4,3,2,2,2,2,4,2,2,3,3,6,3,6,6,3,3,3,3,3,0,0,3,4,4,5,5,5,3,3,2,3,2,3,3,3,4,2,3,4,5,3,3,4,4,4,1,27
1761,3,3,3,3,3,4,3,3,3,2,3,4,3,3,2,5,5,3,2,3,3,2,2,2,2,0,5,2,2,1,1,1,1,4,4,4,4,3,3,4,4,3,4,4,4,4,3,4,4,4,4,1,39
1200,3,3,3,3,3,4,2,3,3,3,3,4,3,3,2,3,3,3,3,3,3,2,3,3,5,0,30,3,3,4,5,4,4,3,3,3,4,3,3,4,4,4,4,5,3,3,4,3,3,3,3,1,41
363,5,5,5,5,5,5,4,3,3,3,3,4,2,4,1,4,5,2,3,3,2,2,1,1,1,0,30,1,3,4,4,3,2,5,4,4,5,5,5,1,2,2,5,4,4,6,3,3,2,2,2,1,43
639,3,3,3,3,3,4,1,1,1,1,1,4,1,3,1,4,3,1,1,1,1,1,1,1,2,0,20,3,6,2,3,2,5,5,2,3,4,4,4,4,3,4,4,4,4,4,4,5,4,4,5,2,30
312,4,4,4,3,3,4,3,3,3,3,2,3,3,5,3,4,5,4,5,6,2,3,2,2,2,2,0,4,5,6,6,6,5,4,4,1,3,2,2,5,5,5,5,5,5,5,5,3,4,2,2,1,46
1409,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,4,2,2,5,3,2,3,2,3,0,5,7,6,3,3,3,3,2,2,1,2,2,2,6,6,6,6,6,2,5,4,3,5,5,5,2,65
729,3,3,3,4,3,3,3,3,5,4,3,4,3,3,4,3,3,3,3,2,2,2,2,2,2,0,15,4,5,3,3,4,2,3,4,4,3,3,3,3,3,4,4,4,4,4,4,4,4,5,4,1,53
668,4,4,4,4,5,4,4,4,3,3,4,4,6,5,5,5,6,6,7,4,3,3,4,3,3,1,0,3,4,5,5,6,5,4,5,4,3,3,3,4,3,3,5,5,5,4,3,3,4,4,4,1,47
1096,3,2,2,2,2,3,3,3,3,3,2,2,4,4,4,3,3,5,4,4,2,2,2,2,3,2,0,3,5,4,4,4,4,3,2,3,2,3,3,5,4,4,4,4,4,4,4,3,4,3,3,1,50
654,1,1,1,1,1,4,1,1,1,1,1,4,1,1,1,1,3,1,1,1,1,1,1,1,1,0,20,6,6,2,2,1,1,1,1,1,2,2,1,5,4,5,5,5,3,5,5,4,5,3,4,1,47
307,3,4,4,3,4,4,3,4,3,3,2,4,1,1,1,1,1,1,3,1,1,1,1,1,1,0,10,4,4,2,3,4,4,2,2,2,3,3,4,2,2,2,3,2,3,3,3,5,3,4,4,2,64
818,1,1,1,1,1,2,1,1,1,1,1,2,2,2,1,3,2,2,1,1,1,2,2,1,1,0,15,3,5,1,1,1,1,1,2,1,3,2,2,2,2,2,5,5,3,5,3,3,3,5,3,2,65
295,3,3,4,2,2,4,3,4,4,3,3,4,3,3,2,5,3,2,2,2,2,4,3,4,1,1,0,3,5,2,6,5,5,2,1,2,4,4,3,3,3,3,3,3,2,2,3,1,2,3,3,1,22
