"id","low_rep_est1","low_rep_est2","low_rep_est3","low_rep_est4","low_rep_est5","low_rep_est_all","low_rep1","low_rep2","low_rep3","low_rep4","low_rep5","low_rep_all","addiction1","addiction2","addiction3","addiction4","addiction5","addiction6","addiction7","addiction8","dependency1","dependency2","dependency3","dependency4","dependency5","line_time_hour","line_time_minute","extroversion1","extroversion2","network1","network2","network3","network4","lonely1","lonely2","lonely3","lonely4","lonely5","lonely6","rm1","rm2","rm3","rm4","rm5","rm6","rm7","rm8","rm9","rm10","rm11","rm12","sex","age"
1604,4,4,4,3,4,4,4,5,4,3,4,4,3,2,1,3,4,3,3,2,3,2,3,2,2,2,5,3,4,4,5,5,4,4,5,4,5,4,4,3,4,5,3,4,3,4,4,2,5,3,3,1,44
761,3,2,4,4,4,4,1,2,3,3,3,4,5,5,2,5,3,5,4,3,1,2,3,1,1,0,30,1,4,2,1,1,1,3,3,2,4,4,3,4,4,5,4,4,3,5,4,3,4,3,4,1,54
1488,4,3,4,3,3,3,3,3,3,3,2,3,2,1,2,4,4,1,2,2,2,3,2,1,2,0,0,2,4,3,2,4,3,5,3,3,3,3,3,3,5,4,5,5,4,4,3,4,4,5,5,1,49
304,1,1,1,1,1,2,2,2,2,3,3,4,3,1,2,4,3,2,3,3,2,2,3,2,3,0,15,5,6,5,6,5,6,3,3,3,2,2,3,4,4,3,3,4,4,4,4,4,4,5,4,1,47
395,2,1,2,2,3,2,1,1,2,1,2,2,3,5,1,5,4,2,2,2,2,2,2,2,1,0,2,3,5,3,2,3,1,3,2,3,2,3,3,2,3,4,4,5,3,6,3,4,4,6,6,1,50
1337,4,3,2,3,3,3,1,1,1,1,1,2,3,1,1,3,4,1,3,2,3,1,1,2,2,0,30,3,3,1,3,2,3,2,2,3,3,2,3,4,3,4,4,4,3,4,3,4,4,3,2,1,68
1674,1,2,2,1,1,2,1,1,1,1,1,1,2,3,2,2,3,3,1,2,1,1,1,2,1,0,5,5,5,2,2,3,4,1,1,1,4,3,3,5,4,3,5,5,1,4,3,4,2,3,4,2,72
1180,5,5,5,4,5,4,2,3,4,3,3,3,3,4,1,6,6,2,3,1,2,1,1,1,3,0,30,2,2,2,2,3,1,3,2,2,3,2,2,3,3,3,3,5,3,3,3,4,4,4,4,1,25
830,2,2,2,3,1,2,1,1,1,1,1,2,2,3,2,2,5,2,1,2,2,2,2,1,2,0,0,2,3,2,3,3,2,3,3,2,4,3,2,3,3,5,5,4,4,4,4,4,5,3,4,1,37
1467,6,5,5,5,4,6,4,5,4,4,4,5,4,3,2,3,4,1,3,2,3,1,2,1,2,0,40,2,5,4,4,3,4,3,3,3,3,3,4,3,3,4,4,4,5,4,2,4,4,4,4,1,33
1443,4,3,4,3,3,3,3,3,3,3,3,2,6,7,5,5,7,7,5,7,4,5,4,4,3,4,10,5,4,7,6,7,7,4,3,4,3,3,3,5,6,4,4,3,2,4,4,4,4,3,4,1,53
1243,2,3,2,3,2,2,3,3,2,3,2,3,2,2,1,3,4,3,1,1,1,3,2,1,3,1,0,4,1,5,4,5,4,2,2,3,2,2,3,5,6,4,4,5,4,3,4,3,3,3,2,2,52
390,3,3,4,3,3,4,2,3,4,3,3,4,4,2,2,3,3,2,1,3,1,2,2,1,2,0,0,3,5,3,2,3,4,2,2,2,4,4,3,3,3,4,4,5,3,5,3,4,3,4,3,1,50
921,4,5,5,5,5,4,4,5,3,4,6,4,3,5,2,2,2,1,1,1,1,1,2,1,1,0,0,1,5,2,4,3,4,5,5,4,5,5,4,3,3,3,5,5,3,4,3,3,3,4,4,1,30
920,1,1,1,1,2,2,1,2,2,2,2,2,3,2,1,2,6,1,3,3,2,3,2,3,3,0,0,5,5,4,4,6,4,3,3,2,2,3,2,3,3,4,3,3,5,4,5,4,5,4,3,1,48
1717,5,5,5,4,4,4,4,3,4,2,3,4,1,2,2,5,5,1,2,1,3,2,1,2,2,0,30,4,6,2,2,3,2,3,2,2,4,4,4,2,3,3,4,5,4,2,2,4,4,3,3,2,35
512,3,4,5,4,3,4,4,4,5,5,3,4,1,4,3,1,3,3,1,3,1,2,1,1,1,0,5,2,5,2,2,2,2,5,3,5,3,3,4,3,3,4,4,4,3,3,3,3,3,2,3,1,52
1264,3,3,2,3,3,4,3,3,2,3,3,2,5,4,2,3,3,5,2,3,1,1,2,1,2,0,20,4,2,5,6,4,5,4,4,2,3,3,3,3,3,4,3,4,3,4,5,4,5,4,4,1,40
870,4,4,6,6,6,5,4,4,3,3,4,3,4,3,1,2,3,5,4,3,2,2,2,1,2,3,20,2,3,4,6,5,5,3,3,2,4,3,3,4,4,4,3,3,5,4,3,4,4,3,4,1,52
1690,5,5,5,3,4,4,3,3,3,3,3,4,3,5,1,1,3,3,1,2,1,1,1,1,2,0,0,2,4,2,2,2,2,3,2,2,5,5,5,4,3,4,4,4,4,4,4,4,4,3,3,1,53
390,4,4,5,4,5,4,4,4,5,4,3,4,2,2,1,2,3,1,1,1,1,1,1,1,2,0,0,4,3,2,2,2,2,3,3,2,4,3,4,5,4,3,4,4,3,4,3,2,4,2,2,1,44
676,3,3,2,2,3,1,3,3,3,3,2,3,3,3,3,3,5,4,5,3,3,4,3,3,5,0,30,4,3,2,4,3,4,2,1,4,2,1,2,6,5,5,4,4,5,5,6,3,4,4,5,1,23
659,1,1,2,2,2,2,2,2,2,3,3,4,3,2,1,5,5,4,3,4,1,2,2,1,1,0,10,4,4,1,2,2,2,2,2,2,3,3,2,4,3,5,4,4,2,5,4,4,4,4,5,1,31
1242,2,3,3,3,3,4,3,2,3,3,3,4,1,2,1,1,3,1,1,1,1,1,1,2,2,0,20,3,5,3,5,4,4,4,3,3,5,4,4,5,3,4,4,4,3,3,4,2,3,2,3,1,72
1491,4,5,4,5,5,3,3,3,3,4,4,2,3,5,5,4,5,3,5,1,1,2,2,2,3,0,0,2,3,4,4,4,5,3,3,3,4,4,4,3,4,3,3,4,4,3,3,4,1,3,3,1,40
338,3,3,3,3,4,3,3,3,3,3,3,2,1,2,1,4,2,1,1,1,1,1,1,1,2,0,30,3,3,3,5,5,4,1,2,1,2,2,1,2,3,4,3,4,5,2,4,4,4,3,3,2,44
1351,1,1,1,2,1,1,1,1,1,1,1,1,3,3,2,2,4,1,4,4,4,2,3,3,1,1,30,4,2,3,5,5,7,2,1,2,2,2,2,6,6,6,6,5,3,3,5,4,5,3,3,2,50
650,3,4,4,3,4,4,3,4,3,3,3,4,1,1,2,5,4,1,3,2,3,3,2,2,2,1,40,5,5,3,4,2,2,2,3,2,3,2,3,4,3,5,4,4,5,4,4,5,5,4,4,2,51
1489,4,4,4,3,3,4,3,3,3,2,3,4,3,3,1,1,3,2,5,3,4,2,2,4,2,1,10,2,4,4,2,4,2,3,2,3,3,2,3,3,3,4,4,3,3,4,3,3,3,5,4,1,40
1095,4,4,4,4,3,4,3,2,3,2,1,4,2,2,1,2,3,2,3,1,2,1,2,1,2,0,30,3,3,4,4,4,3,4,3,3,4,4,4,4,3,3,4,3,5,4,3,4,4,4,3,2,27
466,4,5,3,4,5,4,2,3,3,3,3,4,2,3,2,3,5,3,2,2,2,2,3,3,3,0,0,4,3,3,5,4,5,3,3,3,4,4,4,5,5,4,5,4,4,4,3,4,4,4,4,2,41
315,3,3,2,3,4,3,2,2,1,2,3,3,2,2,3,4,1,2,1,1,4,3,2,4,2,0,15,1,3,1,4,4,3,3,2,3,4,3,4,2,3,5,4,3,4,3,4,3,3,4,3,1,30
1399,3,4,4,4,3,4,2,2,1,3,1,4,1,1,1,2,2,1,2,2,1,1,2,2,2,0,2,5,4,3,4,3,5,4,2,3,3,2,3,4,4,4,5,4,6,4,4,4,6,4,4,1,33
1515,2,1,1,2,1,3,1,1,1,2,1,4,1,1,1,2,4,1,1,1,1,1,1,1,1,0,10,4,4,2,2,2,2,2,2,2,2,2,3,3,3,4,3,3,2,4,3,3,3,3,4,1,49
694,4,4,4,4,3,4,4,4,3,3,3,4,2,2,5,2,5,1,2,1,2,1,3,2,3,0,0,4,4,5,6,5,5,3,3,2,3,3,3,4,3,4,4,4,5,4,4,4,3,3,4,1,46
481,4,5,5,4,4,4,3,3,4,3,3,4,2,2,1,2,1,2,2,1,1,1,2,2,2,0,30,1,4,1,2,2,3,4,2,3,3,3,3,4,4,4,4,4,4,4,3,4,4,3,3,1,30
1696,4,4,4,4,4,5,3,3,2,2,3,3,1,3,2,3,3,4,2,1,1,2,2,2,2,0,30,3,6,4,6,5,6,5,4,3,3,3,3,3,3,3,3,4,4,3,3,4,4,4,4,1,37
1489,3,2,2,2,3,3,2,2,3,2,2,4,1,1,1,3,6,1,3,1,1,2,2,1,3,0,20,3,4,6,6,6,6,2,2,2,2,3,2,4,3,5,5,4,3,4,3,4,3,3,3,1,55
1515,4,3,3,3,2,4,3,3,2,1,2,4,4,4,3,1,5,4,5,4,3,2,2,1,3,0,10,3,2,4,4,4,4,3,2,3,3,3,4,3,3,3,2,4,3,3,3,4,4,3,3,1,35
1203,3,2,3,3,2,5,2,2,1,2,1,4,2,4,1,5,5,3,3,3,4,3,3,4,2,0,15,1,4,1,2,3,3,3,3,3,3,3,3,2,3,4,4,3,4,3,4,3,3,3,3,1,51
1498,3,4,4,3,4,5,2,2,4,2,2,4,2,1,1,3,4,1,1,2,2,2,1,1,1,0,0,2,3,1,1,2,1,3,2,4,2,2,2,3,3,3,6,4,5,3,3,4,4,4,4,2,21
1790,1,2,2,2,2,3,2,2,2,2,2,3,3,5,2,1,5,3,3,2,3,2,2,2,3,1,10,5,6,5,5,5,6,2,2,3,2,2,2,5,4,3,4,5,5,4,5,3,3,3,3,1,30
1511,1,1,1,1,1,1,2,1,1,2,1,2,3,3,2,3,3,1,4,3,3,2,2,3,2,0,15,4,2,4,2,4,1,2,2,2,2,3,3,3,3,3,5,4,2,4,3,4,2,3,4,1,40
902,3,4,5,4,4,4,2,1,2,2,1,3,5,3,1,3,5,1,3,2,2,2,3,3,2,0,30,2,2,6,6,6,5,4,3,4,3,2,3,3,3,4,2,2,3,4,3,1,3,2,1,2,45
507,5,4,5,4,4,4,3,4,3,4,3,4,2,1,1,2,4,5,1,3,1,1,1,2,1,0,10,6,2,6,4,5,4,4,4,3,3,3,4,5,5,4,3,4,3,3,5,3,4,3,2,1,48
875,4,5,5,4,3,4,2,1,2,1,2,2,2,2,1,5,5,2,2,1,1,1,2,2,1,0,0,3,4,4,5,5,5,3,3,2,5,4,4,1,2,3,4,4,4,4,2,3,3,3,4,1,41
1594,2,1,1,1,1,1,1,1,1,1,1,1,3,3,4,4,4,3,2,3,2,1,3,2,1,0,0,2,4,1,5,3,4,3,2,3,2,3,3,5,6,5,2,5,3,3,4,3,5,3,3,1,48
1409,3,3,4,4,3,4,4,4,3,4,3,4,1,1,1,1,1,2,3,3,3,2,2,2,3,0,0,2,3,4,3,3,2,3,2,2,3,3,3,3,2,2,4,4,5,4,2,4,2,4,4,2,28
1783,2,2,1,2,2,3,3,4,3,2,2,4,3,5,2,3,1,2,2,2,4,2,1,2,2,0,0,5,5,4,5,5,5,3,3,4,3,4,4,4,4,4,5,4,2,4,3,3,4,3,3,1,54
438,5,5,4,4,4,4,4,4,3,3,4,4,3,2,3,4,5,5,5,3,2,2,2,2,1,0,15,1,2,4,5,5,4,3,3,3,3,2,2,4,4,4,4,4,3,3,5,4,4,4,3,1,49
492,6,5,6,3,4,6,4,3,4,3,3,4,4,5,2,5,5,5,5,6,4,2,4,3,2,1,0,5,4,5,7,5,5,3,3,2,3,2,2,5,4,4,5,4,3,4,3,4,4,4,3,2,26
619,3,4,4,4,4,5,1,2,2,2,2,4,2,2,1,1,5,1,3,3,1,1,2,1,2,0,0,4,5,3,4,3,3,3,1,2,3,3,3,3,4,4,3,3,3,4,3,3,4,4,3,2,38
1817,5,5,5,5,5,5,3,4,3,3,4,4,5,5,1,6,5,3,5,5,4,4,4,2,2,0,20,3,4,2,3,3,3,2,2,1,3,3,3,3,3,4,4,4,4,4,4,4,5,4,4,2,61
505,4,3,3,4,4,4,3,4,4,3,3,4,1,2,1,4,1,2,2,1,1,1,2,1,2,0,20,4,4,4,5,5,5,4,3,2,4,4,4,3,2,3,4,5,2,4,4,5,3,4,5,1,22
1743,3,4,5,4,4,4,3,5,5,4,4,4,3,3,2,1,5,4,3,2,2,2,3,2,2,0,30,3,2,3,3,3,4,2,1,1,3,2,2,4,3,4,4,4,3,5,3,6,5,6,6,2,56
814,2,1,1,1,2,2,2,1,1,1,1,2,3,4,2,4,7,5,6,4,1,2,2,1,2,0,20,4,6,4,5,6,5,1,3,2,2,2,2,5,4,5,4,4,4,5,3,3,4,3,3,2,55
1734,1,1,2,2,2,1,1,1,2,2,1,1,3,3,1,3,4,3,2,2,3,2,3,3,2,0,0,2,4,4,4,4,3,2,2,1,3,3,3,4,3,4,4,5,3,5,3,4,4,5,4,1,38
939,4,4,5,4,4,4,1,2,2,2,1,3,1,3,1,4,4,2,1,1,1,2,2,1,2,0,20,2,3,2,2,2,3,1,2,2,4,5,4,4,4,5,4,4,4,2,3,4,3,4,4,2,46
879,4,3,4,4,4,5,3,4,4,3,3,4,2,2,3,4,4,3,2,2,2,2,3,1,2,0,0,3,4,2,2,3,3,3,2,3,3,3,2,3,3,5,2,3,3,4,6,2,5,3,3,2,28
1809,3,2,3,1,2,5,2,2,3,2,2,4,2,3,1,3,1,2,2,2,1,1,2,2,2,0,30,2,2,3,6,4,6,4,2,3,3,2,3,4,4,4,5,3,3,5,4,3,4,3,3,1,66
254,3,3,4,3,3,4,3,4,3,4,3,4,2,3,1,2,3,1,2,2,1,3,3,1,4,0,30,1,1,2,2,4,2,4,2,4,3,2,2,4,3,3,4,4,3,4,4,4,4,3,3,1,42
846,2,2,4,3,3,3,3,2,4,2,3,4,2,2,2,2,1,2,1,2,4,2,2,3,1,0,30,3,3,3,3,3,4,3,2,2,2,2,3,3,3,3,3,3,3,4,3,4,4,3,3,2,40
736,4,5,5,4,4,4,3,4,4,4,4,4,1,2,1,3,4,1,1,1,2,2,3,2,3,0,20,1,4,2,2,2,3,4,3,2,4,5,4,3,4,3,4,4,2,4,3,4,3,4,4,2,35
1710,2,2,3,1,1,3,3,3,3,2,2,4,1,1,1,2,2,1,2,1,3,2,2,3,1,0,5,3,4,1,2,2,2,1,1,1,2,2,2,4,3,5,4,3,3,5,4,5,5,5,4,1,53
1355,4,4,4,3,2,4,3,3,4,4,3,4,3,5,2,7,5,3,6,3,4,4,4,2,2,1,30,2,4,4,5,5,5,3,3,4,3,2,3,4,3,5,4,4,4,4,4,5,4,3,4,2,26
1547,3,3,2,3,3,2,3,3,2,3,3,2,5,5,3,3,4,3,5,5,2,2,1,1,2,0,0,3,1,4,3,4,4,4,3,2,2,2,2,4,4,5,3,4,5,3,3,3,4,3,4,2,53
805,3,3,3,3,2,4,3,3,3,2,2,4,4,3,1,2,4,2,2,2,1,1,1,2,2,0,30,7,4,6,5,4,6,1,1,1,2,2,3,5,4,5,4,3,5,5,4,4,4,5,4,2,62
343,4,3,5,4,3,2,2,2,4,2,1,2,4,5,2,5,6,3,4,3,1,4,4,1,2,0,3,2,4,4,3,5,3,4,2,4,3,3,3,4,4,4,3,4,4,4,4,4,3,4,4,1,34
411,1,2,3,3,3,3,2,2,2,3,1,2,2,2,2,2,3,1,1,1,2,1,3,2,1,0,30,1,2,4,4,4,5,3,3,3,2,3,4,5,4,4,4,3,4,4,3,3,4,3,3,2,60
1232,3,4,4,4,5,4,2,3,3,3,3,4,2,1,3,4,5,2,3,3,1,2,3,3,3,0,30,1,2,1,4,2,2,2,2,2,4,3,2,2,4,4,5,5,3,5,3,4,3,4,3,2,44
