StartDate;EndDate;Status;Progress;Duration;Finished;RecordedDate;ResponseId;ExternalReference;DistributionChannel;UserLanguage;Prolific.ID;English.fluent;Residence;Nationality;Timing1_First Click;Timing1_Last Click;Timing1_Page Submit;Timing1_Click Count;inequality.between_1;inequality.between_2;inequality.between_3;inequality.between_4;inequality.between_5;inequality.between_6;Position.Own.Country;Timing2_First Click;Timing2_Last Click;Timing2_Page Submit;Timing2_Click Count;Between.Inequality.Wide;Between.Redistribution;Between.Migration;Between.Fairness;Moralization;Moral.Outrage;Timing3_First Click;Timing3_Last Click;Timing3_Page Submit;Timing3_Click Count;CCIAS_01;CCIAS_02;CCIAS_03;CCIAS_04;CCIAS_05;CCIAS_06;CCIAS_07;Attention.check1;CCIAS_08;CCIAS_09;CCIAS_10;CCIAS_11;CCIAS_12;CCIAS_13;CCIAS_14;CCIAS_15;CCIAS_16;CCIAS_17;CCIAS_18;CCIAS_19;Timing4_First Click;Timing4_Last Click;Timing4_Page Submit;Timing4_Click Count;Social.mobility_1;Social.mobility_2;Social.mobility_3;Zero.sum_1;Zero.sum_2;Zero.sum_3;General.Trust.Inst;Trust.Inst.UN;Trust.Inst.WHO;Trust.Inst.IMF;Trust.Inst.WB;Horizontal.Trust;IOS.Country_1;IOS.Country_2;IOS.Country_3;IOS.Country_4;IOS.Country_5;IOS.Country_6;IOS.Country_7;IOS.World_1;IOS.World_2;IOS.World_3;IOS.World_4;IOS.World_5;IOS.World_6;IOS.World_7;Timing5_First Click;Timing5_Last Click;Timing5_Page Submit;Timing5_Click Count;Meritocracy_1;Meritocracy_2;Meritocracy_3;Meritocracy_4;Meritocracy_5;Meritocracy_6;Attention.check2;Attention.check3;Social.Dominance_1;Social.Dominance_2;Social.Dominance_3;Social.Dominance_4;Timing6_First Click;Timing6_Last Click;Timing6_Page Submit;Timing6_Click Count;ESJ_1;ESJ_2;ESJ_3;ESJ_4;ESJ_5;ESJ_6;ESJ_7;ESJ_8;ESJ_9;ESJ_10;ESJ_11;ESJ_12;Attantion.check4;Timing7_First Click;Timing7_Last Click;Timing7_Page Submit;Timing7_Click Count;Subjective.SES_1;Subjective.SES_2;Subjective.SES_3;Subjective.SES_4;Subjective.SES_5;Subjective.SES_6;Subjective.SES_7;Subjective.SES_8;Subjective.SES_9;Subjective.SES_10;Timing8_First Click;Timing8_Last Click;Timing8_Page Submit;Timing8_Click Count;Gender;Gender_3_TEXT;Age;Ethnicity;Education;Work.Status_1;Work.Status_2;Work.Status_3;Work.Status_4;Work.Status_5;Work.Status_6;Work.Status_7;Work.Status_8;Work.Status_9;Pol.Orientation;Timing9_First Click;Timing9_Last Click;Timing9_Page Submit;Timing9_Click Count;comments;PROLIFIC_PID;DeviceIdentifier;country;IOS.Country_1_orig;IOS.Country_2_orig;IOS.Country_3_orig;IOS.Country_4_orig;IOS.Country_5_orig;IOS.Country_6_orig;IOS.Country_7_orig;IOS.World_1_orig;IOS.World_2_orig;IOS.World_3_orig;IOS.World_4_orig;IOS.World_5_orig;IOS.World_6_orig;IOS.World_7_orig;identif.country;identif.country_fac;Subjective.SES_1_orig;Subjective.SES_2_orig;Subjective.SES_3_orig;Subjective.SES_4_orig;Subjective.SES_5_orig;Subjective.SES_6_orig;Subjective.SES_7_orig;Subjective.SES_8_orig;Subjective.SES_9_orig;Subjective.SES_10_orig;identif.world;identif.world_fac;subjective.ses;subjective.ses_fac;Gender_fac;Social.mobility_2_r;Social.mobility_3_r;zero.sum;social.mobility;meritocracy;Social.Dominance_1_r;Social.Dominance_3_r;social.dominance;ESJ_2_r;ESJ_5_r;ESJ_8_r;ESJ_9_r;ESJ_10_r;ESJ_11_r;eco.system.just;inequality.between_1_orig;inequality.between_2_orig;inequality.between_3_orig;inequality.between_4_orig;inequality.between_5_orig;inequality.between_6_orig;inequality.between;inequality.between_fac;Position.Own.Country_fac;ccias.rich;ccias.poor;ccias.fatal;Work.Status_1_orig;Work.Status_2_orig;Work.Status_3_orig;Work.Status_4_orig;Work.Status_5_orig;Work.Status_6_orig;Work.Status_7_orig;Work.Status_8_orig;Work.Status_9_orig;working.status;working.status_fac;trust.institution
2022-04-26 02:31:18 UTC;2022-04-26 02:43:11 UTC;0;100;712;1;2022-04-26 02:43:11 UTC;R_eCzRL7zBBMzmAYF;;anonymous;EN;6061c91d3fa9e41da89beda4;1;1;1;2,838;6,459;8,645;3;0;0;0;0;5;0;3;18,982;68,585;69,78;13;4;4;2;2;5;5;13,338;51,509;52,436;16;5;5;5;5;3;5;5;2;5;4;1;1;1;4;3;2;1;1;2;1;14,862;168,107;169,067;48;2;4;4;4;4;4;5;3;3;3;1;1;0;0;0;0;5;0;0;0;0;3;0;0;0;0;5,374;115,01;116,497;39;4;2;3;4;2;3;1;1;4;1;4;1;10,551;90,285;92,015;28;3;4;3;2;1;3;1;5;2;5;4;2;1;8,661;90,801;91,722;34;0;0;0;0;5;0;0;0;0;0;11,161;26,827;27,72;8;2;;27;white;20;0;2;0;0;0;0;7;0;0;6;1,392;67,56;68,539;19;;6061c91d3fa9e41da89beda4;;ita;Off;Off;Off;Off;On;Off;Off;Off;Off;On;Off;Off;Off;Off;5;5;Off;Off;Off;Off;On;Off;Off;Off;Off;Off;3;3;5;5;female;2;2;4;2;3;2;2;1,5;2;5;1;4;1;2;2,3;Off;Off;Off;Off;On;Off;5;5;middle20%;4,666666667;2;1,333333333;;1;;;;;1;;;9;Retired;2,5
2022-04-26 02:25:16 UTC;2022-04-26 02:43:23 UTC;0;100;1086;1;2022-04-26 02:43:24 UTC;R_3EQhj4ke6EeGQfs;;anonymous;EN;5f5135b9e2b058337c95383f;1;1;1;3,036;4,955;5,969;3;0;0;0;0;5;0;3;68,912;126,608;129,9;4;4;2;5;2;3;3;20,271;543,685;544,601;9;5;5;5;5;4;5;4;2;4;5;3;1;1;1;2;2;5;1;3;4;10,971;59,701;60,509;23;1;4;4;4;4;4;4;3;3;;3;2;0;0;3;0;0;0;0;0;2;0;0;0;0;0;19,869;129,327;129,666;22;4;3;4;1;1;4;1;1;4;3;3;1;8,038;60,463;60,932;17;2;4;4;4;3;2;2;2;4;4;1;3;1;13,221;79,606;80,109;16;0;0;0;0;0;0;7;0;0;0;3,665;3,665;10,579;1;1;;25;white;17;0;0;0;0;0;0;7;0;0;4;0,912;49,552;50,411;8;;5f5135b9e2b058337c95383f;;ita;Off;Off;On;Off;Off;Off;Off;Off;On;Off;Off;Off;Off;Off;3;3;Off;Off;Off;Off;Off;Off;On;Off;Off;Off;2;2;7;7;male;2;2;4;1,666666667;2,833333333;2;3;2,25;2;3;4;2;2;5;2,8;Off;Off;Off;Off;On;Off;5;5;middle20%;4,666666667;1,666666667;4;;;;;;;1;;;7;Student;
2022-04-26 02:32:06 UTC;2022-04-26 02:43:53 UTC;0;100;706;1;2022-04-26 02:43:53 UTC;R_7OmaH1IllE2aizL;;anonymous;EN;5ccf022bafa2f60018c2e9bc;1;1;1;86,627;87,594;88,323;3;0;0;0;0;0;6;1;13,428;21,508;22,761;2;5;5;5;1;5;4;8,395;322,899;323,721;9;5;5;5;5;5;5;5;2;5;5;1;1;1;1;1;1;1;1;1;1;2,742;54,818;55,161;26;2;4;2;3;3;4;5;4;5;2;2;3;0;0;3;0;0;0;0;0;0;0;0;0;6;0;3,135;65,073;66,926;21;2;3;3;2;3;4;1;1;5;1;4;1;3,515;40,48;41,443;15;1;5;1;1;5;1;1;5;5;5;5;1;1;5,009;48,373;50,189;15;0;0;0;0;0;6;0;0;0;0;11,782;18,016;18,764;4;1;;26;white;17;0;0;0;0;0;0;7;0;0;1;1,287;25,482;26,479;10;;5ccf022bafa2f60018c2e9bc;;ita;Off;Off;On;Off;Off;Off;Off;Off;Off;Off;Off;Off;On;Off;3;3;Off;Off;Off;Off;Off;On;Off;Off;Off;Off;6;6;6;6;male;2;4;3,333333333;2,666666667;2,833333333;1;2;1,25;1;1;1;1;1;1;1;Off;Off;Off;Off;Off;On;6;6;poorest20%;5;1;1;;;;;;;1;;;7;Student;3,25
2022-04-26 02:33:24 UTC;2022-04-26 02:43:58 UTC;0;100;634;1;2022-04-26 02:43:59 UTC;R_b9PmVoaSfBypQ53;;anonymous;EN;5eb168a3c03c29253f361441;1;1;1;2,414;5,545;6,396;3;0;0;0;0;5;0;4;9,99;62,813;63,829;7;5;3;5;1;5;4;6,193;50,56;52,03;11;5;4;5;5;5;5;5;2;5;5;1;1;1;2;2;3;4;1;1;4;11,406;104,472;105,29;23;2;1;4;3;5;5;5;4;;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;7;6,802;99,859;100,69;16;4;4;1;4;2;4;1;1;5;2;4;2;8,048;59,88;60,671;12;2;5;4;1;5;1;1;2;5;5;2;3;1;12,129;88,442;89,38;13;0;0;3;0;0;0;0;0;0;0;12,837;12,837;14,342;1;1;;26;white;15;0;2;0;0;0;0;0;0;0;6;2,005;99,184;100,435;6;;5eb168a3c03c29253f361441;;ita;On;Off;Off;Off;Off;Off;Off;Off;Off;Off;Off;Off;Off;On;1;1;Off;Off;On;Off;Off;Off;Off;Off;Off;Off;7;7;3;3;male;5;2;4,333333333;3;3,166666667;1;2;1,75;1;1;4;1;1;4;1,9;Off;Off;Off;Off;On;Off;5;5;second.richest20%;4,888888889;1,666666667;3;;1;;;;;;;;2;Employed.parttime;
2022-04-26 02:39:25 UTC;2022-04-26 02:44:08 UTC;0;100;283;1;2022-04-26 02:44:09 UTC;R_3dDKWoJPPfo8OiR;;anonymous;EN;5f988a6b9321b218b195fe51;1;1;1;1,795;3,854;4,869;3;0;0;0;0;0;6;5;15,905;22,945;26,183;2;4;5;4;2;4;3;4,195;27,285;27,927;7;5;4;5;5;5;5;3;2;5;4;2;4;2;3;3;2;4;1;1;2;9,245;40,66;44,672;23;3;3;2;5;5;5;3;4;5;3;3;4;0;0;0;0;0;0;7;0;0;0;0;0;6;0;2,426;49,14;50,148;16;4;4;3;4;2;3;1;1;4;3;3;2;4,394;30,561;31,572;12;2;3;2;3;4;4;2;3;2;4;3;3;1;6,134;33,743;34,406;13;0;0;0;0;0;6;0;0;0;0;4,689;7,495;8,041;2;1;;22;white;15;0;2;0;0;0;0;7;0;0;5;1,205;40,965;41,766;7;;5f988a6b9321b218b195fe51;;ita;Off;Off;Off;Off;Off;Off;On;Off;Off;Off;Off;Off;On;Off;7;7;Off;Off;Off;Off;Off;On;Off;Off;Off;Off;6;6;6;6;male;3;4;5;3,333333333;3,333333333;2;3;2,5;3;2;3;4;2;3;2,6;Off;Off;Off;Off;Off;On;6;6;richest20%;4,555555556;2,666666667;2,333333333;;1;;;;;1;;;9;Retired;3,75
2022-04-26 02:37:00 UTC;2022-04-26 02:44:11 UTC;0;100;431;1;2022-04-26 02:44:12 UTC;R_1IK73I5THowm33v;;anonymous;EN;5d8b11e9849bf40016055f0f;1;1;1;2,09;3,898;5,168;3;0;0;0;0;5;0;4;37,862;49,069;50,835;2;4;1;1;2;3;3;6,641;33,291;34,841;6;5;5;5;2;4;4;4;2;4;5;3;1;1;2;1;1;1;1;1;1;10,563;92,47;93,741;30;1;2;3;5;4;4;1;1;1;1;1;3;0;0;0;0;5;0;0;0;0;0;0;0;0;7;3,822;57,614;59,139;15;2;2;3;1;1;1;1;1;5;3;2;1;6,791;48,386;49,735;14;5;5;5;1;5;1;1;4;5;5;3;1;1;4,938;53,638;54,777;14;0;0;0;0;0;0;7;0;0;0;6,557;10,016;11,907;4;1;;41;white;12;0;2;0;0;0;0;0;0;0;6;1,16;31,85;32,841;8;N/A;5d8b11e9849bf40016055f0f;;ita;Off;Off;Off;Off;On;Off;Off;Off;Off;Off;Off;Off;Off;On;5;5;Off;Off;Off;Off;Off;Off;On;Off;Off;Off;7;7;7;7;male;4;3;4,333333333;2,666666667;1,666666667;1;4;2,25;1;1;2;1;1;3;1,9;Off;Off;Off;Off;On;Off;5;5;second.richest20%;4,222222222;1,5;1;;1;;;;;;;;2;Employed.parttime;1
2022-04-26 02:31:13 UTC;2022-04-26 02:44:19 UTC;0;100;785;1;2022-04-26 02:44:20 UTC;R_1EbUf0T1xSLq2Xk;;anonymous;EN;5faadf5d8557e750f957c115;1;1;1;3,026;5,637;5,947;4;0;0;3;0;0;0;4;20,338;38,564;41,477;6;4;3;4;2;4;3;8,665;38,297;38,661;8;4;4;4;5;4;4;4;2;4;4;2;1;1;1;1;1;1;1;1;3;4,197;57,848;61,129;24;2;4;3;4;3;4;3;4;4;4;4;2;0;0;0;0;5;0;0;0;0;3;0;0;0;0;3,957;82,855;83,346;19;4;4;4;2;2;3;1;1;4;2;4;1;7,863;376,189;376,625;17;2;4;4;2;4;2;3;4;2;4;4;2;1;4,339;64,975;65,872;21;0;0;0;0;5;0;0;0;0;0;11,814;12,262;13,57;2;1;;22;white;16;1;0;0;0;0;0;0;0;0;6;1,378;77,9;79,171;8;;5faadf5d8557e750f957c115;;ita;Off;Off;Off;Off;On;Off;Off;Off;Off;On;Off;Off;Off;Off;5;5;Off;Off;Off;Off;On;Off;Off;Off;Off;Off;3;3;5;5;male;2;3;3,666666667;2,333333333;3,166666667;2;2;1,75;2;2;2;4;2;2;2,3;Off;Off;On;Off;Off;Off;3;3;second.richest20%;4,111111111;1,166666667;1,666666667;1;;;;;;;;;1;Employed.fulltime;4
2022-04-26 02:31:57 UTC;2022-04-26 02:44:34 UTC;0;100;756;1;2022-04-26 02:44:35 UTC;R_2dYFyANc8llBvnh;;anonymous;EN;5f343de4d0c07630b7f90b92;1;1;1;2,685;5,229;6,385;4;0;0;0;0;0;6;5;59,276;80,55;81,693;2;5;3;4;1;5;2;7,524;34,743;46,032;6;5;5;5;5;5;4;4;2;5;4;1;1;1;1;2;2;1;1;1;1;8,254;73,885;74,664;24;2;4;4;3;3;4;5;4;4;3;3;3;0;0;0;0;5;0;0;0;0;0;4;0;0;0;3,821;308,415;310,724;15;2;1;2;1;1;4;1;1;5;1;5;1;4,359;64,077;64,74;12;1;5;2;1;5;1;1;5;5;5;3;3;1;4,445;60,502;61,606;15;0;0;0;0;0;0;0;0;9;0;11,97;11,97;14,799;1;1;;37;white;18;1;0;0;0;0;0;0;0;0;2;1,303;29,843;31,902;8;;5f343de4d0c07630b7f90b92;;ita;Off;Off;Off;Off;On;Off;Off;Off;Off;Off;On;Off;Off;Off;5;5;Off;Off;Off;Off;Off;Off;Off;Off;On;Off;4;4;9;9;male;2;2;3,333333333;2;1,833333333;1;1;1;1;1;1;1;1;3;1,3;Off;Off;Off;Off;Off;On;6;6;richest20%;4,666666667;1,333333333;1;1;;;;;;;;;1;Employed.fulltime;3,5
2022-04-26 02:33:38 UTC;2022-04-26 02:44:48 UTC;0;100;670;1;2022-04-26 02:44:49 UTC;R_1mgFIfu9TGWKMfl;;anonymous;EN;5e84d3a163e17909b9e858b5;1;1;1;2,198;5,39;5,927;3;0;0;0;0;5;0;4;21,013;74,87;75,62;9;5;3;4;2;4;4;6,014;39,828;40,653;13;4;4;5;5;5;5;3;2;5;3;1;1;1;2;2;1;1;1;1;1;4,841;95,512;97,059;42;2;4;4;3;4;4;5;3;5;3;3;3;0;0;0;4;0;0;0;0;0;0;4;0;0;0;99,381;206,153;207,251;51;3;3;3;3;2;3;1;1;5;1;5;1;5,803;61,121;62,085;25;2;5;3;1;5;1;2;3;4;5;4;1;1;5,901;73,241;74,189;23;0;0;0;0;0;0;7;0;0;0;5,705;21,664;24,029;11;2;;25;white;19;1;0;0;0;0;0;7;0;0;3;1,669;59,718;60,521;22;;5e84d3a163e17909b9e858b5;;ita;Off;Off;Off;On;Off;Off;Off;Off;Off;Off;On;Off;Off;Off;4;4;Off;Off;Off;Off;Off;Off;On;Off;Off;Off;4;4;7;7;female;2;2;3,666666667;2;2,833333333;1;1;1;1;1;3;2;1;2;1,6;Off;Off;Off;Off;On;Off;5;5;second.richest20%;4,333333333;1,333333333;1;1;;;;;;1;;;8;Housekeeping;3,5
2022-04-26 02:29:56 UTC;2022-04-26 02:45:00 UTC;0;100;903;1;2022-04-26 02:45:00 UTC;R_cTjDZxH5uvYkUql;;anonymous;EN;606085e79201768975e2f454;1;1;1;7,913;13,992;15,47;5;0;0;0;0;0;6;4;6,681;56,699;58,046;11;5;5;5;1;5;5;6,052;34,521;35,949;9;5;5;5;5;5;5;4;2;5;5;2;1;1;1;5;2;5;1;1;3;3,72;86,614;88,381;26;2;3;3;5;5;4;4;2;4;2;3;3;0;0;0;4;0;0;0;0;0;0;0;5;0;0;8,846;217,847;219,075;28;3;3;3;2;2;4;1;1;5;1;5;1;4,219;192,09;193,204;18;2;4;3;4;4;2;2;4;4;5;3;1;1;5,899;117,87;119,442;17;0;0;0;0;5;0;0;0;0;0;4,012;9,005;10,834;3;2;;27;white;20;0;0;0;0;0;0;7;0;0;2;1,775;131,032;132,179;10;;606085e79201768975e2f454;;ita;Off;Off;Off;On;Off;Off;Off;Off;Off;Off;Off;On;Off;Off;4;4;Off;Off;Off;Off;On;Off;Off;Off;Off;Off;5;5;5;5;female;3;3;4,666666667;2,666666667;2,833333333;1;1;1;2;2;2;2;1;3;2,1;Off;Off;Off;Off;Off;On;6;6;second.richest20%;4,888888889;2;3;;;;;;;1;;;7;Student;2,75
2022-04-26 02:40:17 UTC;2022-04-26 02:45:14 UTC;0;100;296;1;2022-04-26 02:45:15 UTC;R_2Ce6nz8K5Y46O6e;;anonymous;EN;5b9125803e41080001a850e5;1;1;1;1,716;3,424;4,371;3;0;0;0;0;0;6;4;15,977;25,428;28,26;2;4;4;4;2;2;3;1,217;14,072;15,231;8;4;4;4;3;4;3;3;2;4;3;3;3;2;3;4;4;3;2;4;3;3,867;35,571;39,216;23;3;4;3;3;4;4;3;4;5;4;3;3;0;2;0;0;0;0;0;0;2;0;0;0;0;0;4,463;51,438;53,356;17;3;4;3;3;2;4;1;1;3;4;3;3;0,925;30,561;71,284;16;4;4;3;3;4;4;4;3;4;3;4;3;1;3,459;35,501;42,264;13;0;0;0;4;0;0;0;0;0;0;2,424;2,424;7,372;1;1;;24;white;9;0;0;0;0;5;0;0;0;0;6;1,355;23,757;25,254;7;;5b9125803e41080001a850e5;;ita;Off;On;Off;Off;Off;Off;Off;Off;On;Off;Off;Off;Off;Off;2;2;Off;Off;Off;On;Off;Off;Off;Off;Off;Off;2;2;4;4;male;2;3;3,666666667;2,666666667;3,166666667;3;3;3,25;2;2;3;2;3;2;3,1;Off;Off;Off;Off;Off;On;6;6;second.richest20%;3,555555556;3,166666667;3,333333333;;;;;1;;;;;5;Unemployed.lookforjob;4
2022-04-26 02:39:10 UTC;2022-04-26 02:45:30 UTC;0;100;379;1;2022-04-26 02:45:31 UTC;R_1cZAY3uhtEfGDwc;;anonymous;EN;5d652c1577e1440001a542b5;1;1;1;1,349;3,494;4,256;3;0;0;0;0;5;0;3;17,323;21,666;22,888;2;5;2;4;2;4;3;5,039;36,187;38,033;10;3;3;4;4;5;5;4;2;5;4;2;2;2;3;2;2;3;1;2;3;5,99;68,646;69,441;22;1;3;4;3;3;3;1;1;1;1;1;1;0;2;0;0;0;0;0;0;2;0;0;0;0;0;2,553;70,049;71,382;20;2;2;2;1;2;3;1;1;4;2;3;2;5,927;55,043;58,766;15;2;4;4;2;3;1;1;2;2;3;1;2;1;2,769;67,322;67,597;15;0;0;0;0;0;6;0;0;0;0;5,068;5,068;6,084;1;2;;27;white;18;1;0;0;0;0;0;0;0;0;6;1,034;26,383;27,384;6;;5d652c1577e1440001a542b5;;ita;Off;On;Off;Off;Off;Off;Off;Off;On;Off;Off;Off;Off;Off;2;2;Off;Off;Off;Off;Off;On;Off;Off;Off;Off;2;2;6;6;female;3;2;3;2;2;2;3;2,25;2;3;4;4;3;5;2,4;Off;Off;Off;Off;On;Off;5;5;middle20%;4,111111111;2,166666667;2,666666667;1;;;;;;;;;1;Employed.fulltime;1
2022-04-26 02:37:44 UTC;2022-04-26 02:45:38 UTC;0;100;473;1;2022-04-26 02:45:39 UTC;R_22WHeAa5qFH7AJj;;anonymous;EN;5f11ccbc1a1a2c08b4a99efb;1;1;1;1,942;4,235;5,838;3;0;0;0;0;5;0;4;23,574;37,221;47,632;2;4;5;5;3;3;3;3,494;29,435;30,664;8;5;4;4;4;5;5;3;2;4;4;1;1;1;2;1;2;1;1;1;2;4,269;49,995;51,329;22;3;4;4;4;5;3;4;4;4;4;3;1;0;0;3;0;0;0;0;0;0;3;0;0;0;0;32,406;96,922;99,524;24;3;4;5;3;2;3;1;1;3;1;4;1;33,817;68,415;69,994;14;5;4;4;1;4;2;2;3;3;5;3;1;1;2,845;46,326;47,645;17;0;0;0;0;5;0;0;0;0;0;22,844;22,844;24,378;1;2;;20;white;15;0;0;0;0;0;0;7;0;0;1;1,348;24,145;26,064;6;;5f11ccbc1a1a2c08b4a99efb;;ita;Off;Off;On;Off;Off;Off;Off;Off;Off;On;Off;Off;Off;Off;3;3;Off;Off;Off;Off;On;Off;Off;Off;Off;Off;3;3;5;5;female;2;2;4;2,333333333;3,333333333;3;2;1,75;2;2;3;3;1;3;2,3;Off;Off;Off;Off;On;Off;5;5;second.richest20%;4,222222222;1,333333333;1,333333333;;;;;;;1;;;7;Student;3,75
2022-04-26 02:38:28 UTC;2022-04-26 02:45:44 UTC;0;100;435;1;2022-04-26 02:45:44 UTC;R_3NTZyaN9nF3GHPt;;anonymous;EN;5f0844a72d7de60293f6b1d7;1;1;1;1,954;6,002;7,28;4;0;0;0;0;5;0;4;21,253;63,384;64,453;12;3;4;4;3;3;3;33,03;56,477;58,063;7;3;3;2;3;3;3;3;2;2;3;3;3;3;3;3;3;4;2;3;3;3,72;45,509;50,099;26;3;2;2;2;2;2;4;4;4;2;4;3;0;2;0;0;0;0;0;0;0;0;4;0;0;0;5,262;91,811;92,77;28;3;3;3;3;3;3;1;1;3;3;3;3;4,646;40,201;41,593;17;4;4;4;2;3;3;3;3;3;4;3;3;1;3,653;38,24;40,494;18;0;0;0;0;0;6;0;0;0;0;6,771;10,82;11,902;3;2;;24;white;23;0;2;0;0;0;0;0;0;0;6;2,131;39,307;40,77;9;;5f0844a72d7de60293f6b1d7;;ita;Off;On;Off;Off;Off;Off;Off;Off;Off;Off;On;Off;Off;Off;2;2;Off;Off;Off;Off;Off;On;Off;Off;Off;Off;4;4;6;6;female;4;4;2;3,666666667;3;3;3;3;2;3;3;3;2;3;2,9;Off;Off;Off;Off;On;Off;5;5;second.richest20%;2,777777778;3;3,333333333;;1;;;;;;;;2;Employed.parttime;3,5
2022-04-26 02:30:23 UTC;2022-04-26 02:46:00 UTC;0;100;937;1;2022-04-26 02:46:01 UTC;R_0lCNlRj53wyoZgd;;anonymous;EN;5e6df65af14d263a73f85ce1;1;1;1;2,171;5,983;6,982;3;0;0;0;0;5;0;3;12,098;144,655;145,532;6;5;4;5;1;4;4;6,344;58,353;59,399;8;5;5;4;4;4;4;4;2;4;5;1;1;1;1;4;1;2;1;2;2;29,643;124,087;124,995;23;3;2;4;4;3;3;4;3;5;;3;3;0;0;0;0;5;0;0;0;0;0;0;5;0;0;7,319;123,017;124,704;16;3;3;3;2;3;4;1;1;5;1;5;1;8,783;103,462;104,511;20;1;4;2;1;4;3;2;4;3;5;3;1;1;5,409;140,504;141,479;14;0;0;0;0;5;0;0;0;0;0;22,241;22,241;23,901;1;2;;28;white;21;1;0;0;0;0;0;0;0;0;3;97,228;184,758;188,44;6;;5e6df65af14d263a73f85ce1;;ita;Off;Off;Off;Off;On;Off;Off;Off;Off;Off;Off;On;Off;Off;5;5;Off;Off;Off;Off;On;Off;Off;Off;Off;Off;5;5;5;5;female;4;2;3,333333333;3;3;1;1;1;2;2;2;3;1;3;1,7;Off;Off;Off;Off;On;Off;5;5;middle20%;4,333333333;1,5;2;1;;;;;;;;;1;Employed.fulltime;
2022-04-26 02:32:43 UTC;2022-04-26 02:46:33 UTC;0;100;829;1;2022-04-26 02:46:34 UTC;R_O8VU3PRcsWojIlj;;anonymous;EN;5f56394cbeeecd026ec5903a;1;1;1;2,408;5,471;6,254;3;0;0;0;0;0;6;2;46,273;61,456;64,962;2;5;5;5;1;5;5;39,268;81,38;82,187;7;5;5;5;5;5;5;5;2;5;3;1;1;1;1;5;1;1;1;1;1;45,744;157,176;159,509;20;1;5;5;5;5;5;2;1;1;1;1;1;0;2;0;0;0;0;0;1;0;0;0;0;0;0;7,023;101,447;103,197;18;1;1;1;1;1;2;1;1;5;1;5;1;5,948;144,972;145,832;15;1;5;1;1;5;1;1;1;1;5;1;1;1;5,704;114,153;114,982;14;0;0;0;4;0;0;0;0;0;0;16,289;38,009;39,59;3;3;;23;white;14;0;0;0;0;0;0;7;0;0;2;2,507;68,802;70,113;6;It is well made, nothing to say.;5f56394cbeeecd026ec5903a;;ita;Off;On;Off;Off;Off;Off;Off;On;Off;Off;Off;Off;Off;Off;2;2;Off;Off;Off;On;Off;Off;Off;Off;Off;Off;1;1;4;4;non-binary;1;1;5;1;1,166666667;1;1;1;1;1;5;5;1;5;1,4;Off;Off;Off;Off;Off;On;6;6;second.poorest20%;4,777777778;1,666666667;1;;;;;;;1;;;7;Student;1
2022-04-26 02:40:30 UTC;2022-04-26 02:46:34 UTC;0;100;363;1;2022-04-26 02:46:35 UTC;R_XApcD19CYobDvr3;;anonymous;EN;61541c9d961aaff287ae8d24;1;1;1;1,901;5,103;5,887;3;0;0;0;0;0;6;3;30,741;44,105;45,628;2;5;4;3;2;5;3;3,587;22,678;23,449;6;5;4;5;5;5;5;5;2;4;5;1;2;1;2;1;2;2;1;1;3;6,488;47,89;48,625;22;2;2;3;4;4;4;4;4;4;3;2;4;0;0;3;0;0;0;0;0;0;0;0;0;6;0;2,837;59,277;61,079;15;3;3;3;3;2;4;1;1;4;1;4;1;2,648;31,096;31,422;15;3;5;3;1;5;1;2;5;4;5;2;2;1;5,127;45,876;47,065;18;0;0;0;4;0;0;0;0;0;0;17,327;17,327;18,838;1;1;;32;white;19;1;0;0;0;0;0;0;0;0;4;1,07;48,658;51,529;6;Work situation doesn't list freelancing (which I do);61541c9d961aaff287ae8d24;;ita;Off;Off;On;Off;Off;Off;Off;Off;Off;Off;Off;Off;On;Off;3;3;Off;Off;Off;On;Off;Off;Off;Off;Off;Off;6;6;4;4;male;4;3;4;3;3;2;2;1,5;1;1;1;2;1;4;1,6;Off;Off;Off;Off;Off;On;6;6;middle20%;4,777777778;1,5;2;1;;;;;;;;;1;Employed.fulltime;3,25
2022-04-26 02:37:11 UTC;2022-04-26 02:47:04 UTC;0;100;593;1;2022-04-26 02:47:05 UTC;R_3PMi02UplA5ApbN;;anonymous;EN;6084676cbca9b8129ac6ab5c;1;1;1;2,345;5,116;8,32;3;0;0;0;0;5;0;5;10,484;44,467;46,509;8;5;3;4;2;4;4;9,498;43,387;44,092;12;4;4;4;5;5;4;4;2;4;5;2;1;1;1;3;3;4;1;2;1;8,818;94,569;95,13;22;2;5;4;4;4;3;4;5;5;3;3;3;0;2;0;0;0;0;0;0;0;0;0;5;0;0;10,731;109,549;111,147;19;4;4;2;2;3;3;1;1;3;4;2;3;21,505;89,634;90,414;17;4;3;4;2;4;4;3;2;3;4;3;3;1;38,114;108,188;108,915;24;0;0;0;0;0;0;0;8;0;0;19,674;19,674;21,149;1;1;;23;white;15;1;0;0;0;0;0;0;0;0;4;1,21;46,824;51,401;13;;6084676cbca9b8129ac6ab5c;;ita;Off;On;Off;Off;Off;Off;Off;Off;Off;Off;Off;On;Off;Off;2;2;Off;Off;Off;Off;Off;Off;Off;On;Off;Off;5;5;8;8;male;1;2;3,666666667;1,666666667;3;3;4;3,5;3;2;4;3;2;3;3,1;Off;Off;Off;Off;On;Off;5;5;richest20%;4,333333333;1,833333333;2,333333333;1;;;;;;;;;1;Employed.fulltime;4
