StartDate;EndDate;Status;Progress;Duration;Finished;RecordedDate;ResponseId;ExternalReference;DistributionChannel;UserLanguage;Prolific.ID;English.fluent;Residence;Nationality;Timing1_First Click;Timing1_Last Click;Timing1_Page Submit;Timing1_Click Count;inequality.between_1;inequality.between_2;inequality.between_3;inequality.between_4;inequality.between_5;inequality.between_6;Position.Own.Country;Timing2_First Click;Timing2_Last Click;Timing2_Page Submit;Timing2_Click Count;Between.Inequality.Wide;Between.Redistribution;Between.Migration;Between.Fairness;Moralization;Moral.Outrage;Timing3_First Click;Timing3_Last Click;Timing3_Page Submit;Timing3_Click Count;CCIAS_01;CCIAS_02;CCIAS_03;CCIAS_04;CCIAS_05;CCIAS_06;CCIAS_07;Attention.check1;CCIAS_08;CCIAS_09;CCIAS_10;CCIAS_11;CCIAS_12;CCIAS_13;CCIAS_14;CCIAS_15;CCIAS_16;CCIAS_17;CCIAS_18;CCIAS_19;Timing4_First Click;Timing4_Last Click;Timing4_Page Submit;Timing4_Click Count;Social.mobility_1;Social.mobility_2;Social.mobility_3;Zero.sum_1;Zero.sum_2;Zero.sum_3;General.Trust.Inst;Trust.Inst.UN;Trust.Inst.WHO;Trust.Inst.IMF;Trust.Inst.WB;Horizontal.Trust;IOS.Country_1;IOS.Country_2;IOS.Country_3;IOS.Country_4;IOS.Country_5;IOS.Country_6;IOS.Country_7;IOS.World_1;IOS.World_2;IOS.World_3;IOS.World_4;IOS.World_5;IOS.World_6;IOS.World_7;Timing5_First Click;Timing5_Last Click;Timing5_Page Submit;Timing5_Click Count;Meritocracy_1;Meritocracy_2;Meritocracy_3;Meritocracy_4;Meritocracy_5;Meritocracy_6;Attention.check2;Attention.check3;Social.Dominance_1;Social.Dominance_2;Social.Dominance_3;Social.Dominance_4;Timing6_First Click;Timing6_Last Click;Timing6_Page Submit;Timing6_Click Count;ESJ_1;ESJ_2;ESJ_3;ESJ_4;ESJ_5;ESJ_6;ESJ_7;ESJ_8;ESJ_9;ESJ_10;ESJ_11;ESJ_12;Attantion.check4;Timing7_First Click;Timing7_Last Click;Timing7_Page Submit;Timing7_Click Count;Subjective.SES_1;Subjective.SES_2;Subjective.SES_3;Subjective.SES_4;Subjective.SES_5;Subjective.SES_6;Subjective.SES_7;Subjective.SES_8;Subjective.SES_9;Subjective.SES_10;Timing8_First Click;Timing8_Last Click;Timing8_Page Submit;Timing8_Click Count;Gender;Gender_3_TEXT;Age;Ethnicity;Education;Work.Status_1;Work.Status_2;Work.Status_3;Work.Status_4;Work.Status_5;Work.Status_6;Work.Status_7;Work.Status_8;Work.Status_9;Pol.Orientation;Timing9_First Click;Timing9_Last Click;Timing9_Page Submit;Timing9_Click Count;comments;PROLIFIC_PID;DeviceIdentifier;country;IOS.Country_1_orig;IOS.Country_2_orig;IOS.Country_3_orig;IOS.Country_4_orig;IOS.Country_5_orig;IOS.Country_6_orig;IOS.Country_7_orig;IOS.World_1_orig;IOS.World_2_orig;IOS.World_3_orig;IOS.World_4_orig;IOS.World_5_orig;IOS.World_6_orig;IOS.World_7_orig;identif.country;identif.country_fac;Subjective.SES_1_orig;Subjective.SES_2_orig;Subjective.SES_3_orig;Subjective.SES_4_orig;Subjective.SES_5_orig;Subjective.SES_6_orig;Subjective.SES_7_orig;Subjective.SES_8_orig;Subjective.SES_9_orig;Subjective.SES_10_orig;identif.world;identif.world_fac;subjective.ses;subjective.ses_fac;Gender_fac;Work.Status_1_orig;Work.Status_2_orig;Work.Status_3_orig;Work.Status_4_orig;Work.Status_5_orig;Work.Status_6_orig;Work.Status_7_orig;Work.Status_8_orig;Work.Status_9_orig;working.status;working.status_fac;Social.mobility_2_r;Social.mobility_3_r;zero.sum;social.mobility;meritocracy;Social.Dominance_1_r;Social.Dominance_3_r;social.dominance;ESJ_2_r;ESJ_5_r;ESJ_8_r;ESJ_9_r;ESJ_10_r;ESJ_11_r;eco.system.just;inequality.between_1_orig;inequality.between_2_orig;inequality.between_3_orig;inequality.between_4_orig;inequality.between_5_orig;inequality.between_6_orig;inequality.between;inequality.between_fac;Position.Own.Country_fac;ccias.rich;ccias.poor;ccias.fatal;trust.institution
2022-04-26 02:43:10 UTC;2022-04-26 02:47:30 UTC;0;100;259;1;2022-04-26 02:47:30 UTC;R_1JRU7wMKTf2qzN4;;anonymous;EN;5f1833a16e55c522eeaf4dbe;1;1;1;1,272;2,79;3,386;3;0;0;0;0;5;0;4;3,017;37,63;38,494;9;4;3;2;2;4;3;5,785;31,446;31,476;12;4;3;4;4;4;4;2;2;4;4;2;2;2;2;3;2;3;1;2;3;1,576;47,214;48,14;34;2;3;2;3;3;3;3;3;4;2;2;4;0;0;0;4;0;0;0;0;0;3;0;0;0;0;3,172;39,728;41,125;27;4;4;3;2;3;2;1;1;4;1;4;1;2,492;31,967;32,763;19;1;4;2;3;3;2;3;4;2;2;3;2;1;3,877;31,305;32,352;20;0;0;0;0;0;0;7;0;0;0;1,157;2,448;3,211;2;2;;55;white;21;1;0;0;0;0;0;0;0;0;6;0,922;13,565;14,282;8;;5f1833a16e55c522eeaf4dbe;;uk;Off;Off;Off;On;Off;Off;Off;Off;Off;On;Off;Off;Off;Off;4;4;Off;Off;Off;Off;Off;Off;On;Off;Off;Off;3;3;7;7;female;1;;;;;;;;;1;Employed.fulltime;3;4;3;3;3;2;2;1,5;2;3;2;4;4;3;2,4;Off;Off;Off;Off;On;Off;5;5;second.richest20%;3,666666667;2,166666667;2,666666667;2,75
2022-04-26 02:31:00 UTC;2022-04-26 02:47:31 UTC;0;100;991;1;2022-04-26 02:47:32 UTC;R_24FZsoQj5bnDv9X;;anonymous;EN;60cc7969d6efe6fa9fe1fed9;1;1;1;1,722;3,21;3,946;3;0;0;0;0;5;0;4;34,058;37,346;38,199;2;5;4;5;2;5;4;16,783;40,295;41,381;6;3;3;3;4;3;3;3;2;3;4;2;2;1;2;2;2;3;1;1;2;80,132;261,028;261,732;23;2;3;3;3;3;3;4;4;4;4;3;2;0;0;3;0;0;0;0;0;2;0;0;0;0;0;6,791;70,567;71,705;17;2;3;3;2;2;3;1;1;4;3;4;2;4,501;49,725;50,88;16;2;4;3;2;3;3;2;2;3;4;3;2;1;114,863;293,966;295,328;15;0;0;0;0;0;6;0;0;0;0;11,42;11,42;12,562;1;2;;30;white;19;1;0;0;0;0;0;0;0;0;4;1,804;27,46;27,776;6;;60cc7969d6efe6fa9fe1fed9;;uk;Off;Off;On;Off;Off;Off;Off;Off;On;Off;Off;Off;Off;Off;3;3;Off;Off;Off;Off;Off;On;Off;Off;Off;Off;2;2;6;6;female;1;;;;;;;;;1;Employed.fulltime;3;3;3;2,666666667;2,5;2;2;2,25;2;3;4;3;2;3;2,5;Off;Off;Off;Off;On;Off;5;5;second.richest20%;3,222222222;1,833333333;2;3,75
2022-04-26 02:31:39 UTC;2022-04-26 02:47:34 UTC;0;100;955;1;2022-04-26 02:47:35 UTC;R_2Wv9TgwinmqmC6L;;anonymous;EN;5f6230d5f68038236c7ccd20;1;1;1;1,573;3,215;4,179;3;0;0;0;0;0;6;5;19,448;31,812;34,64;2;5;4;5;1;5;5;5,15;37,599;38,434;9;5;5;5;5;5;5;5;2;5;5;1;1;1;1;3;1;1;1;1;2;170,845;233,098;233,886;20;1;2;2;2;2;1;3;1;4;1;1;4;0;2;0;0;0;0;0;0;0;0;0;5;0;0;5,342;134,754;136,616;16;1;1;1;1;1;2;1;1;5;1;4;1;6,094;54,67;55,609;12;1;4;1;1;5;1;1;5;5;5;4;1;1;87,889;372,953;373,978;15;0;0;3;0;0;0;0;0;0;0;9,832;11,296;13,9;3;2;;31;black;18;1;0;0;0;0;0;0;0;0;1;1,435;48,554;50;6;;5f6230d5f68038236c7ccd20;;uk;Off;On;Off;Off;Off;Off;Off;Off;Off;Off;Off;On;Off;Off;2;2;Off;Off;On;Off;Off;Off;Off;Off;Off;Off;5;5;3;3;female;1;;;;;;;;;1;Employed.fulltime;4;4;1,666666667;3;1,166666667;1;2;1,25;2;1;1;1;1;2;1,1;Off;Off;Off;Off;Off;On;6;6;richest20%;5;1,333333333;1,333333333;1,75
2022-04-26 02:41:36 UTC;2022-04-26 02:47:40 UTC;0;100;364;1;2022-04-26 02:47:41 UTC;R_3scQMs63hep6SuH;;anonymous;EN;60768467a4f8fb1d215ff60c;1;1;1;1,302;2,88;3,423;3;0;0;0;0;0;6;5;5,789;23,579;24,501;7;5;3;4;1;4;3;3,32;26,176;27,186;11;4;4;4;4;4;4;4;2;4;4;1;1;1;1;1;1;2;1;2;3;4,86;45,648;46,158;31;2;3;1;4;4;4;3;3;3;3;3;4;0;0;0;4;0;0;0;0;0;0;4;0;0;0;1,767;51,531;52,748;29;3;2;3;1;2;3;1;1;3;2;4;2;2,741;29,332;29,796;19;2;4;3;1;4;1;1;3;3;5;4;2;1;3,275;121,138;122,019;18;0;0;0;0;5;0;0;0;0;0;15,367;19,031;19,788;4;2;;32;white;15;1;0;0;0;0;0;0;0;0;4;1,137;26,1;27,152;8;;60768467a4f8fb1d215ff60c;;uk;Off;Off;Off;On;Off;Off;Off;Off;Off;Off;On;Off;Off;Off;4;4;Off;Off;Off;Off;On;Off;Off;Off;Off;Off;4;4;5;5;female;1;;;;;;;;;1;Employed.fulltime;3;5;4;3,333333333;2,333333333;3;2;2,25;2;2;3;3;1;2;1,8;Off;Off;Off;Off;Off;On;6;6;richest20%;4;1;2,333333333;3
2022-04-26 02:41:02 UTC;2022-04-26 02:47:47 UTC;0;100;404;1;2022-04-26 02:47:47 UTC;R_Dqa5X6rxgsDvmQp;;anonymous;EN;594ea461c6a70f00010aaa8d;1;1;1;2,344;4,182;5,177;3;0;0;0;0;5;0;5;31,443;46,066;47,639;2;4;3;4;2;4;3;5,599;26,126;27,187;7;3;2;4;3;3;3;3;2;2;3;2;1;1;1;1;2;2;2;2;2;8,198;61,104;62,175;20;2;2;4;3;2;3;3;4;4;4;4;4;0;0;0;0;0;0;7;0;0;0;0;0;0;7;3,99;85,342;86,669;14;4;4;4;4;3;4;1;1;4;3;4;2;6,559;45,501;46,306;12;2;4;3;3;3;3;3;3;3;4;3;3;1;2,505;47,166;47,984;13;0;0;0;0;0;0;7;0;0;0;4,148;4,148;5,652;1;2;;54;white;14;1;0;0;0;0;0;0;0;0;6;1,544;24,141;24,8;6;;594ea461c6a70f00010aaa8d;;uk;Off;Off;Off;Off;Off;Off;On;Off;Off;Off;Off;Off;Off;On;7;7;Off;Off;Off;Off;Off;Off;On;Off;Off;Off;7;7;7;7;female;1;;;;;;;;;1;Employed.fulltime;4;2;2,666666667;2,666666667;3,833333333;2;2;2,25;2;3;3;3;2;3;2,7;Off;Off;Off;Off;On;Off;5;5;richest20%;2,888888889;1,333333333;2;4
2022-04-26 02:40:42 UTC;2022-04-26 02:47:48 UTC;0;100;426;1;2022-04-26 02:47:49 UTC;R_21upqIclvwC0kl4;;anonymous;EN;6133c95920f36041dbf40fba;1;1;1;1,411;3,859;4,727;3;0;0;0;0;5;0;4;1,28;67,994;70,957;29;3;2;3;4;2;1;7,019;32,685;33,832;16;3;2;2;2;2;2;1;2;2;3;4;4;3;3;5;4;3;3;3;3;1,372;81,94;82,879;53;2;4;4;2;2;1;5;3;3;4;4;4;0;0;0;0;0;6;0;0;0;0;0;5;0;0;4,733;69,803;70,96;45;4;5;5;5;4;5;1;1;4;4;3;3;4,847;45,783;46,593;32;5;3;5;4;2;4;5;2;3;2;3;4;1;2,944;58,11;59,081;32;0;0;0;0;0;0;0;8;0;0;2,217;6,017;7,625;8;1;;59;white;13;1;0;0;0;0;0;0;0;0;9;1,393;24,384;25,251;14;all good..;6133c95920f36041dbf40fba;;uk;Off;Off;Off;Off;Off;On;Off;Off;Off;Off;Off;On;Off;Off;6;6;Off;Off;Off;Off;Off;Off;Off;On;Off;Off;5;5;8;8;male;1;;;;;;;;;1;Employed.fulltime;2;2;1,666666667;2;4,666666667;2;3;3;3;4;4;3;4;3;4,2;Off;Off;Off;Off;On;Off;5;5;second.richest20%;2,111111111;3,833333333;3;3,5
2022-04-26 02:40:16 UTC;2022-04-26 02:47:55 UTC;0;100;458;1;2022-04-26 02:47:56 UTC;R_2Yx2r9y6ERCJU9U;;anonymous;EN;5f2af36061a10a452cd8dc4e;1;1;1;1,399;2,899;3,69;3;0;0;0;4;0;0;4;11,431;53,998;59,879;11;5;5;5;1;5;5;5,419;23,394;24,567;10;5;5;5;5;5;5;5;2;5;5;1;1;1;1;1;1;1;1;1;1;14,769;76,38;77,566;39;1;2;5;5;5;5;5;4;4;;;3;0;2;0;0;0;0;0;0;2;0;0;0;0;0;2,458;100,095;101,81;36;3;5;3;1;1;4;1;1;5;1;5;1;5,478;52,199;53,339;26;1;5;1;1;5;3;1;5;1;5;2;1;1;3,365;51,501;52,618;26;0;0;0;4;0;0;0;0;0;0;6,944;8,54;10,097;2;2;;24;white;14;1;0;0;0;0;0;0;0;0;1;1,158;41,478;42,769;9;When selecting the graphs it was confusing on device as it didn’t look like you could select them;5f2af36061a10a452cd8dc4e;;uk;Off;On;Off;Off;Off;Off;Off;Off;On;Off;Off;Off;Off;Off;2;2;Off;Off;Off;On;Off;Off;Off;Off;Off;Off;2;2;4;4;female;1;;;;;;;;;1;Employed.fulltime;4;1;5;2;2,833333333;1;1;1;1;1;1;5;1;4;1,2;Off;Off;Off;On;Off;Off;4;4;second.richest20%;5;1;1;3,25
2022-04-26 02:42:02 UTC;2022-04-26 02:47:56 UTC;0;100;353;1;2022-04-26 02:47:57 UTC;R_u7TVNI2LV7bVvlD;;anonymous;EN;60e63e69cde131dff2717992;1;1;1;1,601;2,902;3,602;3;0;0;0;0;5;0;5;2,055;51,527;52,239;14;5;3;5;1;4;3;5,301;28,143;28,884;11;5;5;5;5;5;5;5;2;5;5;1;1;1;1;2;1;1;1;1;3;1,972;44,906;45,645;33;2;1;4;1;4;5;5;4;5;;1;4;0;2;0;0;0;0;0;0;0;0;0;5;0;0;3,086;60,373;60,947;39;1;1;1;2;1;2;1;1;5;1;4;1;3,102;39,538;40,438;20;2;5;1;1;5;1;1;5;5;5;2;2;1;3,001;45,543;46,443;23;0;0;0;4;0;0;0;0;0;0;6,639;8,301;10,801;2;3;;22;white;17;1;0;0;0;0;0;0;0;0;1;1,301;43,462;44,701;19;;60e63e69cde131dff2717992;;uk;Off;On;Off;Off;Off;Off;Off;Off;Off;Off;Off;On;Off;Off;2;2;Off;Off;Off;On;Off;Off;Off;Off;Off;Off;5;5;4;4;non-binary;1;;;;;;;;;1;Employed.fulltime;5;2;3,333333333;3;1,333333333;1;2;1,25;1;1;1;1;1;4;1,2;Off;Off;Off;Off;On;Off;5;5;richest20%;5;1,166666667;1,666666667;3,25
2022-04-26 02:38:57 UTC;2022-04-26 02:48:05 UTC;0;100;548;1;2022-04-26 02:48:06 UTC;R_08wLREDlgoe5nVv;;anonymous;EN;5c38ce43bef9a20001e3e1ab;1;1;1;1,894;3,622;4,217;3;0;0;0;0;5;0;4;17,878;101,389;102,12;20;4;3;4;3;3;2;5,092;52,904;53,462;12;4;4;4;3;4;4;5;2;4;4;2;3;3;4;3;3;2;1;3;3;9,637;88,391;88,987;29;3;4;2;3;4;3;4;3;3;;3;3;0;2;0;0;0;0;0;0;0;3;0;0;0;0;3,176;107,336;107,771;35;4;4;4;4;3;3;1;1;4;2;3;1;17,166;65,887;66,422;24;5;3;4;4;3;3;2;3;3;4;4;3;1;7,408;64,8;65,302;19;0;0;0;0;5;0;0;0;0;0;6,216;11,6;12,618;9;2;;34;white;11;0;2;0;0;0;0;0;0;0;6;1,149;32,028;32,662;11;;5c38ce43bef9a20001e3e1ab;;uk;Off;On;Off;Off;Off;Off;Off;Off;Off;On;Off;Off;Off;Off;2;2;Off;Off;Off;Off;On;Off;Off;Off;Off;Off;3;3;5;5;female;;1;;;;;;;;2;Employed.parttime;2;4;3,333333333;3;3,666666667;2;3;2;3;3;3;3;2;2;3,2;Off;Off;Off;Off;On;Off;5;5;second.richest20%;4;3;2,666666667;3,25
2022-04-26 02:41:14 UTC;2022-04-26 02:48:13 UTC;0;100;419;1;2022-04-26 02:48:14 UTC;R_10MY0e6q6MVFou1;;anonymous;EN;5e8e5058e690d70ebefeb033;1;1;1;1,989;3,817;4,592;3;0;0;0;4;0;0;3;15,164;42,097;43,541;3;5;4;5;1;5;4;4,439;32;33,474;7;4;3;3;4;4;3;4;2;4;5;4;4;1;2;4;1;1;1;1;1;3,742;73,193;73,68;28;4;1;1;1;1;1;4;4;4;3;3;3;0;2;0;0;0;0;0;0;0;3;0;0;0;0;3,217;89,615;90,62;16;3;3;4;2;3;4;1;1;4;1;5;1;6,055;44,763;46,189;16;1;5;2;2;4;1;3;5;3;5;4;1;1;5,273;70,674;71,578;20;0;0;0;4;0;0;0;0;0;0;7,989;7,989;9,381;1;1;;22;white;18;0;0;0;0;0;0;7;0;0;1;1,201;34,268;35,237;10;;5e8e5058e690d70ebefeb033;;uk;Off;On;Off;Off;Off;Off;Off;Off;Off;On;Off;Off;Off;Off;2;2;Off;Off;Off;On;Off;Off;Off;Off;Off;Off;3;3;4;4;male;;;;;;;1;;;7;Student;5;5;1;4,666666667;3,166666667;2;1;1,25;1;2;1;3;1;2;1,5;Off;Off;Off;On;Off;Off;4;4;middle20%;3,777777778;2,666666667;1;3,5
2022-04-26 02:41:11 UTC;2022-04-26 02:48:17 UTC;0;100;426;1;2022-04-26 02:48:18 UTC;R_T5wWou55be4xUop;;anonymous;EN;6069ea183eee2ca08b41771d;1;1;1;1,639;3,537;4,414;3;0;0;0;0;0;6;4;23,622;49,968;53,378;4;5;2;3;2;4;3;3,593;38,335;39,298;6;5;5;4;5;5;5;5;2;5;5;3;1;1;2;2;1;2;1;1;3;31,904;89,573;90,427;25;1;5;5;3;5;5;5;4;4;2;2;2;1;0;0;0;0;0;0;0;0;3;0;0;0;0;3,104;66,709;68,716;18;1;1;3;1;2;2;1;1;5;5;4;1;3,759;46,669;48,095;14;1;5;1;2;5;1;2;5;4;5;3;1;1;3,138;56,381;57,216;16;0;0;0;0;0;0;7;0;0;0;5,092;17,043;21,12;9;1;;33;white;14;1;0;0;0;0;0;0;0;0;3;1,868;27;28,482;8;;6069ea183eee2ca08b41771d;;uk;On;Off;Off;Off;Off;Off;Off;Off;Off;On;Off;Off;Off;Off;1;1;Off;Off;Off;Off;Off;Off;On;Off;Off;Off;3;3;7;7;male;1;;;;;;;;;1;Employed.fulltime;1;1;4,333333333;1;1,666666667;1;2;2,25;1;1;1;2;1;3;1,2;Off;Off;Off;Off;Off;On;6;6;second.richest20%;4,888888889;1,666666667;2;3
2022-04-26 02:39:38 UTC;2022-04-26 02:48:28 UTC;0;100;529;1;2022-04-26 02:48:29 UTC;R_1DHXNETrgmDz1V7;;anonymous;EN;5f7e180204eed80b515a3569;1;1;1;1,344;2,956;3,594;3;0;0;0;0;0;6;5;17,554;31,134;32,065;4;5;4;4;2;4;4;4,826;32,891;33,738;14;4;4;4;5;4;4;3;2;3;5;1;1;1;1;5;1;3;1;4;4;1,809;89,927;90,565;43;2;2;2;4;4;4;5;5;5;;3;4;0;0;0;4;0;0;0;0;0;3;0;0;0;0;2,211;75,299;76,579;43;4;2;4;2;2;4;1;1;5;1;5;1;5,955;115,153;116,251;26;2;5;4;2;4;2;2;2;2;5;3;3;1;3,457;96,288;98,342;43;0;0;0;0;0;0;0;8;0;0;1,673;12,832;13,676;5;2;;35;white;17;1;0;0;0;0;0;0;0;0;4;1,222;34,229;35,693;14;;5f7e180204eed80b515a3569;;uk;Off;Off;Off;On;Off;Off;Off;Off;Off;On;Off;Off;Off;Off;4;4;Off;Off;Off;Off;Off;Off;Off;On;Off;Off;3;3;8;8;female;1;;;;;;;;;1;Employed.fulltime;4;4;4;3,333333333;3;1;1;1;1;2;4;4;1;3;2,3;Off;Off;Off;Off;Off;On;6;6;richest20%;4;1,666666667;3,666666667;3,25
2022-04-26 02:43:58 UTC;2022-04-26 02:48:54 UTC;0;100;295;1;2022-04-26 02:48:55 UTC;R_2uvAfZSuDQp6oGE;;anonymous;EN;614ae46a505f7f040bfffd35;1;1;1;1,822;2,702;3,257;3;0;0;0;0;0;6;4;2,27;28,199;30,253;26;5;3;4;2;4;3;2,902;22,942;23,493;18;5;4;4;5;4;4;4;2;4;5;1;3;1;4;3;1;3;1;1;2;1,716;43,688;44,524;38;3;2;4;4;4;3;4;4;4;;2;2;0;0;3;0;0;0;0;0;2;0;0;0;0;0;3,912;56,874;57,296;45;1;4;4;3;2;4;1;1;5;2;4;1;7,379;38,636;39,194;28;1;5;1;1;3;2;2;2;3;5;2;1;1;2,877;50,62;51,186;40;0;0;0;0;0;6;0;0;0;0;0,789;6,701;7,562;10;1;;33;white;13;1;0;0;0;0;0;0;0;0;3;1,092;21,691;22,3;16;;614ae46a505f7f040bfffd35;;uk;Off;Off;On;Off;Off;Off;Off;Off;On;Off;Off;Off;Off;Off;3;3;Off;Off;Off;Off;Off;On;Off;Off;Off;Off;2;2;6;6;male;1;;;;;;;;;1;Employed.fulltime;4;2;3,666666667;3;3;1;2;1,5;1;3;4;3;1;4;1,7;Off;Off;Off;Off;Off;On;6;6;second.richest20%;4,333333333;2,166666667;2;3,25
2022-04-26 02:41:15 UTC;2022-04-26 02:48:57 UTC;0;100;461;1;2022-04-26 02:48:58 UTC;R_1NmkACwpJJgRL9Y;;anonymous;EN;59928cc17d29e70001730482;1;1;1;3,493;8,623;10,253;4;0;0;0;4;0;0;5;63,611;109,144;110,974;10;5;4;3;2;4;3;4,921;22,881;24,669;8;5;5;5;5;5;5;5;2;5;5;1;1;1;1;1;2;3;1;1;3;12,758;62,505;64,017;24;2;2;5;4;5;5;5;5;5;3;3;2;0;0;0;4;0;0;0;0;0;3;0;0;0;0;4,707;67,386;68,684;28;4;4;4;2;2;5;1;1;5;1;5;1;7,645;40,783;42,569;16;3;5;4;2;5;4;1;5;2;5;5;2;1;4,325;48,739;50,283;15;0;0;0;0;5;0;0;0;0;0;2,837;10,293;11,942;3;2;;44;white;20;0;0;3;0;0;0;0;0;0;5;1,678;44,91;46,533;10;;59928cc17d29e70001730482;;uk;Off;Off;Off;On;Off;Off;Off;Off;Off;On;Off;Off;Off;Off;4;4;Off;Off;Off;Off;On;Off;Off;Off;Off;Off;3;3;5;5;female;;;1;;;;;;;3;Employed.less15hweek;4;1;4,666666667;2,333333333;3,5;1;1;1;1;1;1;4;1;1;2;Off;Off;Off;On;Off;Off;4;4;richest20%;5;1,166666667;2,333333333;4
2022-04-26 02:38:59 UTC;2022-04-26 02:48:58 UTC;0;100;599;1;2022-04-26 02:48:59 UTC;R_3pfN9iBbuZDFAHR;;anonymous;EN;5d723d5f5bf0060017a03dc6;1;1;1;2,41;4,887;5,862;3;0;0;0;0;5;0;5;39,173;60,737;62,285;4;5;5;5;1;4;4;1,63;61,497;62,851;14;5;5;5;5;5;5;5;2;5;5;1;2;1;2;3;1;1;1;2;1;23,099;89,849;90,573;27;2;3;4;3;4;5;3;3;3;3;3;3;0;0;0;4;0;0;0;0;0;3;0;0;0;0;6,09;86,414;88,674;26;3;3;3;2;2;3;1;1;5;1;4;2;5,698;65,345;66,499;16;2;5;2;2;5;1;2;5;4;5;2;1;1;5,939;77,373;78,714;17;0;0;3;0;0;0;0;0;0;0;23,774;26,51;27,39;3;2;;53;white;18;0;0;3;0;0;0;0;0;0;4;2,038;68,297;69,376;10;;5d723d5f5bf0060017a03dc6;;uk;Off;Off;Off;On;Off;Off;Off;Off;Off;On;Off;Off;Off;Off;4;4;Off;Off;On;Off;Off;Off;Off;Off;Off;Off;3;3;3;3;female;;;1;;;;;;;3;Employed.less15hweek;3;2;4;2,333333333;2,666666667;1;2;1,5;1;1;1;2;1;4;1,4;Off;Off;Off;Off;On;Off;5;5;richest20%;5;1,666666667;1,333333333;3
2022-04-26 02:43:15 UTC;2022-04-26 02:49:09 UTC;0;100;354;1;2022-04-26 02:49:10 UTC;R_W1l9gsS4i6asEi5;;anonymous;EN;582470f7e198b200012fc7e7;1;1;1;2,733;5,024;6,642;3;0;0;0;0;0;6;5;25,701;32,39;34,206;2;5;5;5;1;5;4;6,246;29,134;29,993;6;5;4;4;5;4;4;3;2;4;5;1;1;1;1;1;1;1;1;1;1;7,185;51,06;52,609;20;3;1;1;3;3;4;5;4;5;2;2;3;0;2;0;0;0;0;0;0;0;0;4;0;0;0;4,077;58,153;60,613;14;1;1;1;1;1;3;1;1;5;1;5;1;4,816;35,824;36,888;12;1;5;2;1;4;1;1;2;4;5;3;1;1;3,847;64,286;65,877;13;0;0;0;0;0;0;7;0;0;0;13,17;13,17;14,755;1;2;;44;white;24;0;2;0;0;0;0;0;0;0;2;1,638;39,13;40,897;6;;582470f7e198b200012fc7e7;;uk;Off;On;Off;Off;Off;Off;Off;Off;Off;Off;On;Off;Off;Off;2;2;Off;Off;Off;Off;Off;Off;On;Off;Off;Off;4;4;7;7;female;;1;;;;;;;;2;Employed.parttime;5;5;3,333333333;4,333333333;1,333333333;1;1;1;1;2;4;2;1;3;1,5;Off;Off;Off;Off;Off;On;6;6;richest20%;4,222222222;1;1;3,25
2022-04-26 02:43:02 UTC;2022-04-26 02:49:14 UTC;0;100;372;1;2022-04-26 02:49:15 UTC;R_2D5rj20M7alDWNE;;anonymous;EN;5e94750cc1e0092b6b028461;1;1;1;2,062;4,392;5,411;3;0;0;0;0;0;6;5;14,14;50,779;52,84;7;5;2;5;1;5;5;5,054;23,516;24,491;6;5;5;5;5;5;5;5;2;5;5;1;1;1;1;1;1;1;1;1;1;3,709;48,857;49,637;20;2;4;4;4;4;5;5;3;;1;1;3;0;0;3;0;0;0;0;0;0;0;0;5;0;0;2,685;55,095;56,833;14;1;1;2;1;1;2;1;1;5;1;4;1;3,775;38,865;40,238;13;1;5;2;1;5;3;1;4;5;5;2;1;1;4,882;47,185;48,272;14;0;0;0;4;0;0;0;0;0;0;4,713;4,713;5,727;1;2;;22;white;19;0;0;0;0;0;0;7;0;0;1;1,398;51,665;52,775;7;;5e94750cc1e0092b6b028461;;uk;Off;Off;On;Off;Off;Off;Off;Off;Off;Off;Off;On;Off;Off;3;3;Off;Off;Off;On;Off;Off;Off;Off;Off;Off;5;5;4;4;female;;;;;;;1;;;7;Student;2;2;4,333333333;2;1,333333333;1;2;1,25;1;1;2;1;1;4;1,4;Off;Off;Off;Off;Off;On;6;6;richest20%;5;1;1;3,25
2022-04-26 02:36:49 UTC;2022-04-26 02:49:22 UTC;0;100;752;1;2022-04-26 02:49:23 UTC;R_2cBcLWMqYQoiSxD;;anonymous;EN;5c38996b184bfd00010b4cee;1;1;1;2,85;5,823;6,535;4;0;0;0;0;0;6;4;8,094;99,105;99,705;23;4;2;4;2;5;3;8,535;55,535;56,47;11;3;3;4;4;3;4;2;2;3;4;2;1;1;2;2;2;1;2;3;1;8,959;135,572;137,617;36;2;2;3;2;4;2;4;4;4;3;3;2;0;0;3;0;0;0;0;0;2;0;0;0;0;0;1,987;132,533;133,341;41;4;4;5;3;4;4;1;1;4;2;4;3;2,702;76,334;77,176;25;4;4;3;2;3;3;3;3;2;4;2;4;1;2,527;134,308;136,773;30;0;0;0;0;5;0;0;0;0;0;1,983;19,708;20,753;8;2;;27;white;21;0;0;0;0;0;0;0;8;0;6;2,505;41,78;42,417;13;;5c38996b184bfd00010b4cee;;uk;Off;Off;On;Off;Off;Off;Off;Off;On;Off;Off;Off;Off;Off;3;3;Off;Off;Off;Off;On;Off;Off;Off;Off;Off;2;2;5;5;female;;;;;;;;1;;8;Housekeeping;4;3;2,666666667;3;4;2;2;2,25;2;3;3;4;2;4;2,9;Off;Off;Off;Off;Off;On;6;6;second.richest20%;3,333333333;1,666666667;1,666666667;3,5
